interface_ok,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,processed_reference_response_vs_clean_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max,target_only_response_change_db,target_only_reference_peak_index,jammer,algorithm,jsr_db,seed,parameter_strength,parameter_regularization
True,16.353180768766805,20.460582171542185,4.1074014027753805,False,True,1501,1501,1,1,3.0,3.0,-1.4352849547228872,1.866157977987388,0,0,0.0,0.0,-inf,-inf,0.3975420258939266,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,42,1.0,0.15
True,15.282930066141088,19.64648143166571,4.363551365524621,False,True,1500,1500,0,0,0.0,0.0,-1.366146535232247,1.7238082444477343,0,1,0.0,0.01539563521825005,-inf,-36.252047751208465,0.3766249865293503,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,43,1.0,0.15
True,15.405190355752733,19.573738987112847,4.168548631360114,False,True,1501,1501,1,1,3.0,3.0,-1.5141476886452447,1.6376302430203147,0,0,0.0,0.0,-inf,-inf,0.3779589897021651,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,44,1.0,0.15
True,16.896053607076674,21.546766905044166,4.650713297967492,False,True,1501,1501,1,1,3.0,3.0,-1.2830259025318456,2.413601093212319,0,0,0.0,0.0,-inf,-inf,0.37633301690220833,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,45,1.0,0.15
True,15.547333281903356,20.037486047642965,4.490152765739609,False,True,1501,1501,1,1,3.0,3.0,-0.8132682786681343,2.338212810834128,1,1,0.018400663757994585,0.011070751241425147,-34.70333021237985,-39.116458153454346,0.376833020709455,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,46,1.0,0.15
True,15.687879851752466,20.148317605445083,4.4604377536926165,False,True,1501,1501,1,1,3.0,3.0,-0.9620218196730635,1.6361006673356742,0,1,0.0,0.014230597005644793,-inf,-36.9355375980072,0.3815419622696936,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,47,1.0,0.15
True,15.538145421000113,19.784090750450115,4.245945329450002,False,True,1501,1501,1,1,3.0,3.0,-1.4325014868919381,1.9479064984657046,0,0,0.0,0.0,-inf,-inf,0.3778340178541839,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,48,1.0,0.15
True,15.82514724592124,20.00326251628274,4.1781152703614985,False,True,1500,1501,0,1,0.0,3.0,-1.5734060591374057,1.3588238822042984,0,0,0.0,0.0,-inf,-inf,0.3780410042963922,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,49,1.0,0.15
True,13.60902545859728,17.586532004462242,3.977506545864962,False,True,1500,1500,0,0,0.0,0.0,-1.6008222455326422,-0.13635958559680164,0,0,0.0,0.0,-inf,-inf,0.37645798875018954,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,50,1.0,0.15
True,17.300604577698916,21.654754524471738,4.3541499467728215,True,True,1501,1501,1,1,3.0,3.0,-0.8493957737578505,3.528355817915335,0,0,0.0,0.0,-inf,-inf,0.3891660016961396,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,51,1.0,0.15
True,17.87180337684078,21.993718916585326,4.1219155397445455,False,True,1501,1501,1,1,3.0,3.0,-1.588179077635103,3.693567511626391,1,0,0.01176990977468514,0.0,-38.584537326829796,-inf,0.3783749998547137,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,52,1.0,0.15
True,16.248518691084108,20.941752126775857,4.693233435691749,False,True,1501,1501,1,1,3.0,3.0,-1.0529382481991982,2.547845215754756,2,1,0.011398930376055228,0.012171596528775919,-38.862717979535496,-38.29304904647201,0.3789999755099416,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,53,1.0,0.15
True,16.45201927131678,20.90398347639203,4.4519642050752495,False,True,1501,1501,1,1,3.0,3.0,-1.0861467451086606,2.2126575282732084,0,0,0.0,0.0,-inf,-inf,0.3881250158883631,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,54,1.0,0.15
True,14.348074290644895,19.030546361154496,4.682472070509601,False,True,1500,1500,0,0,0.0,0.0,-0.8062449594935618,1.2447979617570466,0,1,0.0,0.01186859836882473,-inf,-38.51201132710419,0.3831249778158963,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,55,1.0,0.15
True,15.899769880185005,20.949743603627415,5.04997372344241,False,True,1500,1500,0,0,0.0,0.0,-0.3985855431624596,3.081745018221474,0,0,0.0,0.0,-inf,-inf,0.38108398439362645,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,56,1.0,0.15
True,16.149490178091956,20.83059447681439,4.681104298722435,False,True,1500,1500,0,0,0.0,0.0,-1.0108694598435002,1.9404225055694766,0,0,0.0,0.0,-inf,-inf,0.3795840311795473,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,57,1.0,0.15
True,16.204060763840392,20.56135443217365,4.357293668333259,False,True,1501,1501,1,1,3.0,3.0,-1.020005551672048,2.1333760641368795,1,0,0.015097633259983126,0.0,-36.42182256763362,-inf,0.3795420052483678,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,58,1.0,0.15
True,16.648154349242333,20.591270047098593,3.9431156978562605,False,True,1501,1501,1,1,3.0,3.0,-1.3467019420722774,2.7403594097774,0,0,0.0,0.0,-inf,-inf,0.3802499850280583,80000,1500,20,40,-0.010169614360258943,1500,AMNoiseGaiJam,New_FDC,20.0,59,1.0,0.15
