interface_ok,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,processed_reference_response_vs_clean_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max,target_only_response_change_db,target_only_reference_peak_index,jammer,algorithm,jsr_db,seed,parameter_strength,parameter_regularization
True,16.353180768766805,20.195739000038223,3.8425582312714184,False,True,1501,1501,1,1,3.0,3.0,-1.2578360418242607,2.053379416918953,0,0,0.0,0.0,-inf,-inf,0.3803750150837004,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,42,1.0,0.3
True,15.282930066141088,19.34883805915345,4.065907993012363,False,True,1500,1500,0,0,0.0,0.0,-1.1971130376188226,1.8928417420611585,0,1,0.0,0.014725405797238009,-inf,-36.63865456501362,0.3815829986706376,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,43,1.0,0.3
True,15.405190355752733,19.29799815299013,3.8928077972373956,False,True,1501,1501,1,1,3.0,3.0,-1.3253739767173933,1.8327361623476124,0,0,0.0,0.0,-inf,-inf,0.39837497752159834,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,44,1.0,0.3
True,16.896053607076674,21.212371940036114,4.31631833295944,False,True,1501,1501,1,1,3.0,3.0,-1.1256790506225365,2.578852000803251,0,0,0.0,0.0,-inf,-inf,0.3801669809035957,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,45,1.0,0.3
True,15.547333281903356,19.724248251734394,4.176914969831039,False,True,1501,1501,1,1,3.0,3.0,-0.7159351010684925,2.4392121814634833,1,1,0.018400663757994585,0.010723247327388857,-34.70333021237985,-39.39347354136515,0.3818750265054405,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,46,1.0,0.3
True,15.687879851752466,19.84070242833627,4.152822576583805,False,True,1501,1501,1,1,3.0,3.0,-0.8454403675278698,1.7596850599565206,0,1,0.0,0.01390323978581859,-inf,-37.137679740017205,0.3753339988179505,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,47,1.0,0.3
True,15.538145421000113,19.501835163539823,3.96368974253971,False,True,1501,1501,1,1,3.0,3.0,-1.2549917887119846,2.1370312141589274,0,0,0.0,0.0,-inf,-inf,0.37291698390617967,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,48,1.0,0.3
True,15.82514724592124,19.730085102125106,3.9049378562038655,False,True,1500,1500,0,0,0.0,0.0,-1.3820417686412525,1.5520815878049008,0,0,0.0,0.0,-inf,-inf,0.37716596852988005,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,49,1.0,0.3
True,13.60902545859728,17.33912798916206,3.7301025305647784,False,True,1500,1500,0,0,0.0,0.0,-1.4051553354715842,0.05930732446425538,0,0,0.0,0.0,-inf,-inf,0.38300000596791506,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,50,1.0,0.3
True,17.300604577698916,21.353053082947298,4.052448505248382,True,True,1501,1501,1,1,3.0,3.0,-0.7499490128127877,3.639673912831806,0,1,0.0,0.016095720320883113,-inf,-35.86579165712602,0.3790410119108856,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,51,1.0,0.3
True,17.87180337684078,21.723182457132367,3.8513790802915864,False,True,1501,1501,1,1,3.0,3.0,-1.3918837645653759,3.8964600916491494,1,0,0.01176990977468514,0.0,-38.584537326829796,-inf,0.37812499795109034,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,52,1.0,0.3
True,16.248518691084108,20.59783688485539,4.349318193771282,False,True,1501,1501,1,1,3.0,3.0,-0.9252667339432004,2.6853102261374335,2,0,0.011398930376055228,0.0,-38.862717979535496,-inf,0.377916032448411,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,53,1.0,0.3
True,16.45201927131678,20.5954576719312,4.143438400614421,False,True,1501,1501,1,1,3.0,3.0,-0.9540350446562416,2.349926542953338,0,0,0.0,0.0,-inf,-inf,0.37879199953749776,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,54,1.0,0.3
True,14.348074290644895,18.69588167823871,4.347807387593814,False,True,1500,1500,0,0,0.0,0.0,-0.7096576878101601,1.3413852334404481,0,1,0.0,0.012259671763013524,-inf,-38.230423146792994,0.3787080058827996,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,55,1.0,0.3
True,15.899769880185005,20.5655688492981,4.665798969113094,False,True,1500,1500,0,0,0.0,0.0,-0.3527582659225904,3.1275722954613414,0,0,0.0,0.0,-inf,-inf,0.3771250485442579,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,56,1.0,0.3
True,16.149490178091956,20.494437577736075,4.34494739964412,False,True,1500,1500,0,0,0.0,0.0,-0.8880620350736956,2.06322993033928,0,1,0.0,0.010922871091691162,-inf,-39.23326383447626,0.37987501127645373,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,57,1.0,0.3
True,16.204060763840392,20.25822555989216,4.054164796051769,False,True,1501,1501,1,1,3.0,3.0,-0.8972793237551675,2.262453722689311,1,0,0.015097633259983126,0.0,-36.42182256763362,-inf,0.37833297392353415,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,58,1.0,0.3
True,16.648154349242333,20.34746705917048,3.6993127099281473,False,True,1501,1501,1,1,3.0,3.0,-1.1813734917973941,2.9209548882147196,0,0,0.0,0.0,-inf,-inf,0.3731659962795675,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,59,1.0,0.3
True,15.550034329959425,19.837133642450414,4.287099312490989,False,True,1501,1501,1,1,3.0,3.0,-0.9776471971199739,2.0221063082196182,0,1,0.0,0.017344828878094437,-inf,-35.21659960991311,0.3743330016732216,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,60,1.0,0.3
True,15.726800523837102,20.15075468046881,4.423954156631709,False,True,1501,1501,1,1,3.0,3.0,-0.9698107671220937,1.6007666021323586,1,0,0.016832128333711602,0.0,-35.47721932618023,-inf,0.373208022210747,80000,1500,20,40,-0.008995614738266253,1500,AMNoiseGaiJam,New_FDC,20.0,61,1.0,0.3
