interface_ok,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,processed_reference_response_vs_clean_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max,target_only_response_change_db,target_only_reference_peak_index,jammer,algorithm,jsr_db,seed,parameter_strength,parameter_regularization
True,16.353180768766805,19.54191550383073,3.1887347350639246,False,True,1501,1501,1,1,3.0,3.0,-0.9921652437839286,2.33345148726371,0,0,0.0,0.0,-inf,-inf,0.382291036657989,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,42,0.8,0.3
True,15.282930066141088,18.637886372560132,3.3549563064190444,False,True,1500,1500,0,0,0.0,0.0,-0.9441448549642752,2.1458099247157065,0,1,0.0,0.013781832197874521,-inf,-37.21386084373178,0.38374995347112417,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,43,0.8,0.3
True,15.405190355752733,18.62451709816699,3.219326742414257,False,True,1501,1501,1,1,3.0,3.0,-1.0436499663088377,2.1255591052478833,0,0,0.0,0.0,-inf,-inf,0.3784160362556577,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,44,0.8,0.3
True,16.896053607076674,20.43673015936742,3.5406765522907477,False,True,1501,1501,1,1,3.0,3.0,-0.8894134846312338,2.8268672655713782,0,0,0.0,0.0,-inf,-inf,0.37966598756611347,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,45,0.8,0.3
True,15.547333281903356,19.00881295423672,3.4614796723333647,False,True,1501,1501,1,1,3.0,3.0,-0.5685191741010308,2.592215612574077,1,2,0.018400663757994585,0.01633758553451841,-34.70333021237985,-35.736242513617896,0.38595800288021564,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,46,0.8,0.3
True,15.687879851752466,19.12692667958229,3.4390468278298236,False,True,1501,1501,1,1,3.0,3.0,-0.6696587171754932,1.946902433873762,0,1,0.0,0.01341973034817771,-inf,-37.445124213109565,0.37879101000726223,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,47,0.8,0.3
True,15.538145421000113,18.815793661098756,3.2776482400986424,False,True,1501,1501,1,1,3.0,3.0,-0.9894703195651169,2.420250321720197,0,1,0.0,0.011355533578942215,-inf,-38.89584908278919,0.38166699232533574,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,48,0.8,0.3
True,15.82514724592124,19.054373070779363,3.2292258248581227,False,True,1500,1500,0,0,0.0,0.0,-1.091721986121638,1.8424013703245146,0,0,0.0,0.0,-inf,-inf,0.37766597233712673,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,49,0.8,0.3
True,13.60902545859728,16.708059392391995,3.099033933794715,False,False,1500,1500,0,0,0.0,0.0,-1.1107572261994003,0.35370543373644037,0,0,0.0,0.0,-inf,-inf,0.37004100158810616,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,50,0.8,0.3
True,17.300604577698916,20.662979884568404,3.362375306869488,True,True,1501,1501,1,1,3.0,3.0,-0.5980925333296317,3.8076703370399945,0,1,0.0,0.01603713498657167,-inf,-35.8974643053994,0.37641596281901,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,51,0.8,0.3
True,17.87180337684078,21.056250680175502,3.1844473033347214,False,True,1501,1501,1,1,3.0,3.0,-1.0978770549225167,4.198699589190542,1,0,0.01176990977468514,0.0,-38.584537326829796,-inf,0.37650001468136907,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,52,0.8,0.3
True,16.248518691084108,19.82074960464336,3.5722309135592525,False,True,1501,1501,1,1,3.0,3.0,-0.7327857500406415,2.8927249930515995,2,1,0.011398930376055228,0.008412316653801944,-38.862717979535496,-41.50168776200971,0.3827500040642917,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,53,0.8,0.3
True,16.45201927131678,19.87667038124919,3.4246511099324124,False,True,1501,1501,1,1,3.0,3.0,-0.7550878304150904,2.556897275722703,0,0,0.0,0.0,-inf,-inf,0.3784169675782323,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,54,0.8,0.3
True,14.348074290644895,17.93795346591105,3.589879175266155,False,True,1500,1500,0,0,0.0,0.0,-0.563425050675098,1.4876178705755116,0,1,0.0,0.012932609648320392,-inf,-37.76627661529447,0.389791966881603,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,55,0.8,0.3
True,15.899769880185005,19.73868051426767,3.8389106340826658,False,True,1500,1500,0,0,0.0,0.0,-0.2823810817116746,3.197949479672258,0,0,0.0,0.0,-inf,-inf,0.39412500336766243,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,56,0.8,0.3
True,16.149490178091956,19.72626668338879,3.5767765052968343,False,True,1500,1500,0,0,0.0,0.0,-0.7030571116670674,2.2482348537459087,0,0,0.0,0.0,-inf,-inf,0.37699996028095484,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,57,0.8,0.3
True,16.204060763840392,19.55991096517692,3.3558502013365263,False,True,1501,1501,1,1,3.0,3.0,-0.7117222963018027,2.4567454773692683,1,0,0.015097633259983126,0.0,-36.42182256763362,-inf,0.4046250251121819,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,58,0.8,0.3
True,16.648154349242333,19.7357525233349,3.087598174092566,False,True,1501,1501,1,1,3.0,3.0,-0.9331992145671815,3.19121834383656,0,0,0.0,0.0,-inf,-inf,0.3821249702014029,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,59,0.8,0.3
True,15.550034329959425,19.076283134879123,3.526248804919698,False,True,1501,1501,1,1,3.0,3.0,-0.7731961292730822,2.2323830595882317,0,1,0.0,0.017215361460181544,-inf,-35.281677085077234,0.3810829948633909,80000,1500,20,40,-0.007195777307560909,1500,AMNoiseGaiJam,New_FDC,20.0,60,0.8,0.3
