interface_ok,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,processed_reference_response_vs_clean_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max,target_only_response_change_db,target_only_reference_peak_index,jammer,algorithm,jsr_db,seed,parameter_strength,parameter_regularization
True,16.353180768766805,20.170377910245975,3.81719714147917,False,True,1501,1501,1,1,3.0,3.0,-1.2450110837198096,2.0669059532412155,0,0,0.0,0.0,-inf,-inf,0.38412498543038964,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,42,0.8,0.05
True,15.282930066141088,19.320847341810758,4.03791727566967,False,True,1500,1500,0,0,0.0,0.0,-1.1848986345230772,1.9050561451569046,0,1,0.0,0.014678186206400249,-inf,-36.666552143466085,0.38158398820087314,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,43,0.8,0.05
True,15.405190355752733,19.27171560350335,3.866525247750616,False,True,1501,1501,1,1,3.0,3.0,-1.3117496352773794,1.8468530921179804,0,0,0.0,0.0,-inf,-inf,0.37833297392353415,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,44,0.8,0.05
True,16.896053607076674,21.181413894002024,4.28536028692535,False,True,1501,1501,1,1,3.0,3.0,-1.1142925410944988,2.590808098707029,0,0,0.0,0.0,-inf,-inf,0.3787080058827996,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,45,0.8,0.05
True,15.547333281903356,19.695722758017634,4.1483894761142786,False,True,1501,1501,1,1,3.0,3.0,-0.7088653945907468,2.446548931882159,1,1,0.018400663757994585,0.010699731192040297,-34.70333021237985,-39.41254265803417,0.3797499812208116,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,46,0.8,0.05
True,15.687879851752466,19.812388496409298,4.1245086446568315,False,True,1501,1501,1,1,3.0,3.0,-0.8369888808165156,1.768662697082151,0,1,0.0,0.013879716078389654,-inf,-37.152388353199385,0.3791250055655837,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,47,0.8,0.05
True,15.538145421000113,19.475021221866086,3.936875800865973,False,True,1501,1501,1,1,3.0,3.0,-1.2421675742680003,2.1507017366536627,0,0,0.0,0.0,-inf,-inf,0.3868330386467278,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,48,0.8,0.05
True,15.82514724592124,19.70389622661727,3.878748980696031,False,True,1500,1500,0,0,0.0,0.0,-1.3680528060544082,1.5660705503917458,0,0,0.0,0.0,-inf,-inf,0.37458300357684493,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,49,0.8,0.05
True,13.60902545859728,17.314938247413465,3.7059127888161854,False,True,1500,1500,0,0,0.0,0.0,-1.3909820242241786,0.073480635711661,0,0,0.0,0.0,-inf,-inf,0.3770420444197953,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,50,0.8,0.05
True,17.300604577698916,21.325574609394316,4.0249700316954,True,True,1501,1501,1,1,3.0,3.0,-0.7426999323620351,3.6477469624354235,0,1,0.0,0.01609296235553519,-inf,-35.86728009223454,0.3765420406125486,80000,1500,20,40,-0.008909900088170455,1500,AMNoiseGaiJam,New_FDC,20.0,51,0.8,0.05
