interface_ok,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,processed_reference_response_vs_clean_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max,target_only_response_change_db,target_only_reference_peak_index,jammer,algorithm,jsr_db,seed,parameter_strength,parameter_regularization
True,16.353180768766805,20.538785728150195,4.18560495938339,False,True,1501,1501,1,1,3.0,3.0,-1.5843389918082809,1.7088022925499096,0,1,0.0,0.013207058363809034,-inf,-37.583878058957204,0.38649997441098094,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,42,1.0,0.05
True,15.282930066141088,19.744514381796314,4.461584315655227,False,True,1500,1500,0,0,0.0,0.0,-1.5081839506682466,1.5817708290117354,0,0,0.0,0.0,-inf,-inf,0.3831249778158963,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,43,1.0,0.05
True,15.405190355752733,19.656441728100393,4.25125137234766,False,True,1501,1501,1,1,3.0,3.0,-1.6731068745311084,1.4740878186258053,0,0,0.0,0.0,-inf,-inf,0.3798330435529351,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,44,1.0,0.05
True,16.896053607076674,21.666473448758104,4.770419841681431,False,True,1501,1501,1,1,3.0,3.0,-1.4149048727628348,2.2750515603910495,0,0,0.0,0.0,-inf,-inf,0.3810410271398723,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,45,1.0,0.05
True,15.547333281903356,20.165968303611113,4.618635021707757,False,True,1501,1501,1,1,3.0,3.0,-0.8943286078034978,2.2541150595280857,1,1,0.018400663757994585,0.01139284644262835,-34.70333021237985,-38.86735512353587,0.4131249734200537,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,46,1.0,0.05
True,15.687879851752466,20.26679723547701,4.578917383724544,False,True,1501,1501,1,1,3.0,3.0,-1.0594372014653861,1.5332102777281988,0,1,0.0,0.014508251607409619,-inf,-36.7676984266486,0.3774579963646829,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,47,1.0,0.05
True,15.538145421000113,19.871213673661682,4.333068252661569,False,True,1501,1501,1,1,3.0,3.0,-1.5817133696098262,1.7890876736703796,0,0,0.0,0.0,-inf,-inf,0.3771670162677765,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,48,1.0,0.05
True,15.82514724592124,20.079110662778206,4.2539634168569656,False,True,1500,1501,0,1,0.0,3.0,-1.7331023537262467,1.19694966769521,0,0,0.0,0.0,-inf,-inf,0.37766603054478765,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,49,1.0,0.05
True,13.60902545859728,17.64797346493785,4.0389480063405685,False,True,1500,1500,0,0,0.0,0.0,-1.7645034444316365,-0.30004078449579646,0,0,0.0,0.0,-inf,-inf,0.3784999717026949,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,50,1.0,0.05
True,17.300604577698916,21.778869901084143,4.4782653233852265,True,True,1501,1501,1,1,3.0,3.0,-0.9316965692232249,3.4354008015157342,0,1,0.0,0.008123201336528253,-inf,-41.80545564968068,0.37816702388226986,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,51,1.0,0.05
True,17.87180337684078,22.07092067825507,4.19911730141429,False,True,1501,1501,1,1,3.0,3.0,-1.7529878163279484,3.5224824608165486,1,0,0.01176990977468514,0.0,-38.584537326829796,-inf,0.3788340254686773,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,52,1.0,0.05
True,16.248518691084108,21.079565508745752,4.831046817661644,False,True,1501,1501,1,1,3.0,3.0,-1.159625417330861,2.433052662629842,2,1,0.011398930376055228,0.012504921069253582,-38.862717979535496,-38.058380903612886,0.3807090106420219,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,53,1.0,0.05
True,16.45201927131678,21.019167445101044,4.567148173784265,False,True,1501,1501,1,1,3.0,3.0,-1.1966398632715527,2.0979645730026513,0,0,0.0,0.0,-inf,-inf,0.38466701516881585,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,54,1.0,0.05
True,14.348074290644895,19.168796671914738,4.820722381269842,False,True,1500,1500,0,0,0.0,0.0,-0.8867066965894956,1.164336224661113,0,0,0.0,0.0,-inf,-inf,0.3868750063702464,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,55,1.0,0.05
True,15.899769880185005,21.13256850676867,5.232798626583666,False,True,1500,1500,0,0,0.0,0.0,-0.436363179425064,3.0439673819588693,0,0,0.0,0.0,-inf,-inf,0.3791669732891023,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,56,1.0,0.05
True,16.149490178091956,20.962084306334276,4.812594128242321,False,True,1500,1500,0,0,0.0,0.0,-1.1135549833683211,1.837736982044654,0,0,0.0,0.0,-inf,-inf,0.37958298344165087,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,57,1.0,0.05
True,16.204060763840392,20.680619008985033,4.476558245144641,False,True,1501,1501,1,1,3.0,3.0,-1.1223356921169922,2.025382109271278,1,0,0.015097633259983126,0.0,-36.42182256763362,-inf,0.38120802491903305,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,58,1.0,0.05
True,16.648154349242333,20.66161641165399,4.013462062411659,False,True,1501,1501,1,1,3.0,3.0,-1.4852976451557474,2.5886125408260874,0,0,0.0,0.0,-inf,-inf,0.37420797161757946,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,59,1.0,0.05
True,15.550034329959425,20.296955771391424,4.746921441431999,False,True,1501,1501,1,1,3.0,3.0,-1.2274241821515357,1.7672077746903125,0,0,0.0,0.0,-inf,-inf,0.37629198050126433,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,60,1.0,0.05
True,15.726800523837102,20.64358835980113,4.916787835964026,False,True,1501,1501,1,1,3.0,3.0,-1.2142544549589247,1.3980041829358234,1,0,0.016832128333711602,0.0,-35.47721932618023,-inf,0.37633400643244386,80000,1500,20,40,-0.011138744501188642,1500,AMNoiseGaiJam,New_FDC,20.0,61,1.0,0.05
