jammer,jsr_db,mode,trials,interface_pass,target_erased_count,delta_sinr_mean_db,delta_sinr_std_db,delta_sinr_ci95_db,target_only_change_mean_db,target_only_change_min_db,detected_after_mean,peak_error_after_mean,false_peak_after_mean,normalized_output_difference_mean,filter_coefficient_difference_mean,runtime_mean_ms,memory_mean_bytes
NoiseProductJamming,0.0,fixed_0,100,100,60,-18.22640816629705,30.59883716920419,9.482677882315818,-50.37409188338958,-100.74809690831707,0.2,2300.0,251.14,0.8000206313350489,1.1317870736236322,0.017047948203980923,400000000.0
NoiseProductJamming,0.0,missing,100,100,60,-18.22640816629705,30.59883716920419,9.482677882315818,-50.37409188338958,-100.74809690831707,0.2,2300.0,251.14,0.8000206313350489,1.1317870736236322,0.016982537927106023,400000000.0
NoiseProductJamming,0.0,offset_+1,100,100,0,12.085567563019124,0.6544243276312741,0.12826716821572973,-0.3018543450605612,-0.30359237476763723,1.0,1.0,291.56,0.18843385407106664,1.776094222931877,0.016996640479192138,400000000.0
NoiseProductJamming,0.0,offset_+16,100,100,0,1.2621537528711446,0.655499900676374,0.12847798053256929,-28.501699208166965,-28.529718531976496,0.0,16.0,291.48,0.9892823296634738,1.2971153619840419,0.016915859887376428,400000000.0
NoiseProductJamming,0.0,offset_+2,100,100,0,12.079476567009522,0.6545306765594611,0.12828801260565437,-1.1851414314792919,-1.1886192315169712,1.0,2.0,290.91,0.3641357981726919,1.6055776775241537,0.01694659877102822,400000000.0
NoiseProductJamming,0.0,offset_+32,100,100,0,-19.01919561981681,0.6558856419443349,0.1285535858210896,-60.84436354784307,-60.90086154434165,0.0,32.0,287.01,1.0055883603235727,1.4186997961763188,0.0170533440541476,400000000.0
NoiseProductJamming,0.0,offset_+4,100,100,0,11.923140512955186,0.6550636631516153,0.1283924779777166,-4.861876158740904,-4.868838735280628,1.0,4.0,291.16,0.6667246476250323,1.7946138505742095,0.016849563689902425,400000000.0
NoiseProductJamming,0.0,offset_+8,100,100,0,11.021279829793857,0.6559024624449334,0.12855688263920695,-24.75619952191072,-24.77015269320042,1.0,8.0,290.94,0.9825591996326548,1.3605278810864265,0.01687588111963123,400000000.0
NoiseProductJamming,0.0,offset_-1,100,100,0,12.086700105389038,0.6544545870491919,0.1282730990616416,-0.24289127150652978,-0.30359237476763823,1.0,0.8,292.7,0.15113178479381403,1.4209204231429033,0.016750008217059076,400000000.0
NoiseProductJamming,0.0,offset_-16,100,100,0,3.428312387448605,4.3470776133865625,0.8520272122237662,-22.823792197273615,-28.529718531976496,0.2,12.8,295.27,0.7921242500577884,1.0386805062952917,0.017121699638664722,400000000.0
NoiseProductJamming,0.0,offset_-2,100,100,0,12.083600090325065,0.6543302826476765,0.1282487353989446,-0.9509127569059964,-1.1886192315169712,1.0,1.6,291.86,0.29174218049627965,1.2845618062252533,0.016943758819252253,400000000.0
NoiseProductJamming,0.0,offset_-32,100,100,0,-12.798900053436473,12.469377883647827,2.443998065194974,-48.72070660716574,-60.90086154434164,0.2,25.6,296.73,0.8033085786379844,1.13676863010912,0.017276745638810098,400000000.0
NoiseProductJamming,0.0,offset_-4,100,100,0,11.963745366414903,0.6523644870144897,0.12786343945483997,-3.8950883599169206,-4.868838735280628,1.0,3.2,292.59,0.5339983317861505,1.4358694250306088,0.01696289691608399,400000000.0
NoiseProductJamming,0.0,offset_-8,100,100,0,11.246414684000465,0.7495662105436334,0.14691497726655214,-19.816139526252744,-24.770152693200416,1.0,6.4,293.36,0.7880884855397858,1.0888930158707242,0.016932503203861415,400000000.0
NoiseProductJamming,0.0,random,100,100,64,-200.20542785793307,146.7697115075604,32.36525002135361,-93.3358810971286,-137.90359686079853,0.19,1766.3,166.88,0.990490785030047,1.3885386605065815,0.017110841581597924,400000000.0
NoiseProductJamming,0.0,true,100,100,0,12.08449071369378,0.6543656176118028,0.12825566105191336,-8.685846209842596e-05,-8.685846209919741e-05,1.0,0.0,292.1,0.0,0.0,0.018950822413899004,400000000.0
NoiseProductJamming,10.0,fixed_0,100,100,60,-9.1118172256509,30.63935618931931,9.49523485674377,-50.37409188338958,-100.74809690831707,0.2,2300.0,249.52,0.8001159776737101,1.1317870736236322,0.020658387802541256,400000000.0
NoiseProductJamming,10.0,missing,100,100,60,-9.1118172256509,30.63935618931931,9.49523485674377,-50.37409188338958,-100.74809690831707,0.2,2300.0,249.52,0.8001159776737101,1.1317870736236322,0.02035746758338064,400000000.0
NoiseProductJamming,10.0,offset_+1,100,100,0,21.24965866794727,1.528857771676675,0.2996561232486283,-0.3018543450605612,-0.30359237476763723,1.0,1.0,290.97,0.1954771650585952,1.776094222931877,0.020344119402579963,400000000.0
NoiseProductJamming,10.0,offset_+16,100,100,0,10.4262448578004,1.5293755572451309,0.2997576092200457,-28.501699208166965,-28.529718531976496,0.0,16.0,289.79,1.0525837868843855,1.2971153619840419,0.020422147354111075,400000000.0
NoiseProductJamming,10.0,offset_+2,100,100,0,21.243567671937644,1.528787832675227,0.29964241520434454,-1.1851414314792919,-1.1886192315169712,1.0,2.0,291.28,0.3782614354197921,1.6055776775241537,0.020420000655576587,400000000.0
NoiseProductJamming,10.0,offset_+32,100,100,0,-9.85510451488864,1.5297118768697353,0.29982352786646815,-60.84436354784307,-60.90086154434165,0.0,32.0,287.81,1.0505339722737768,1.4186997961763188,0.020555397495627403,400000000.0
NoiseProductJamming,10.0,offset_+4,100,100,0,21.087231617883305,1.5286801681230295,0.2996213129521138,-4.861876158740904,-4.868838735280628,1.0,4.0,290.96,0.6942180636507409,1.7946138505742095,0.02039462618995458,400000000.0
NoiseProductJamming,10.0,offset_+8,100,100,0,20.18537093472621,1.5287898994013507,0.29964282028266476,-24.75619952191072,-24.77015269320042,1.0,8.0,290.87,1.0286656721044656,1.3605278810864265,0.02044364926405251,400000000.0
NoiseProductJamming,10.0,offset_-1,100,100,0,21.25079121031718,1.5289737513570545,0.2996788552659827,-0.24289127150652978,-0.30359237476763823,1.0,0.8,291.34,0.15663869983070236,1.4209204231429033,0.02035076031461358,400000000.0
NoiseProductJamming,10.0,offset_-16,100,100,0,12.592403492376897,4.541795523889161,0.8901919226822755,-22.823792197273615,-28.529718531976496,0.2,12.8,294.3,0.8505987117907208,1.0386805062952917,0.020579120027832687,400000000.0
NoiseProductJamming,10.0,offset_-2,100,100,0,21.2476911952532,1.5288993827771507,0.2996642790243215,-0.9509127569059964,-1.1886192315169712,1.0,1.6,291.51,0.3027819237927767,1.2845618062252533,0.020609613275155425,400000000.0
NoiseProductJamming,10.0,offset_-32,100,100,0,-3.6348089485078323,12.525278704481051,2.454954626078286,-48.72070660716574,-60.90086154434164,0.2,25.6,295.72,0.8308026011090479,1.13676863010912,0.02083082974422723,400000000.0
NoiseProductJamming,10.0,offset_-4,100,100,0,21.127836471343034,1.5272403288342264,0.2993391044515084,-3.8950883599169206,-4.868838735280628,1.0,3.2,291.75,0.5555304963781815,1.4358694250306088,0.02042915904894471,400000000.0
NoiseProductJamming,10.0,offset_-8,100,100,0,20.410505788928557,1.5664571159504668,0.3070255947262915,-19.816139526252744,-24.770152693200416,1.0,6.4,293.13,0.8283658530661765,1.0888930158707242,0.020505348802544177,400000000.0
NoiseProductJamming,10.0,random,100,100,64,-191.05462974000886,146.85646901653254,32.384381546790785,-93.3358810971286,-137.90359686079853,0.19,1766.3,166.32,0.9974347993205005,1.3885386605065815,0.02053126401733607,400000000.0
NoiseProductJamming,10.0,true,100,100,0,21.24858181862191,1.5289205864511641,0.2996684349444282,-8.685846209842596e-05,-8.685846209919741e-05,1.0,0.0,291.57,0.0,0.0,0.02282463014125824,400000000.0
NoiseProductJamming,20.0,fixed_0,100,100,60,-3.0963827745936063,30.67328227228164,9.505748658780151,-50.37409188338958,-100.74809690831707,0.2,2300.0,249.33,0.8014298279108414,1.1317870736236322,0.019489600090309978,400000000.0
NoiseProductJamming,20.0,missing,100,100,60,-3.0963827745936063,30.67328227228164,9.505748658780151,-50.37409188338958,-100.74809690831707,0.2,2300.0,249.33,0.8014298279108414,1.1317870736236322,0.019428330706432462,400000000.0
NoiseProductJamming,20.0,offset_+1,100,100,0,27.27049751511947,2.0805766198649156,0.4077930174935235,-0.3018543450605612,-0.30359237476763723,1.0,1.0,290.14,0.25962081085657646,1.776094222931877,0.01928002166096121,400000000.0
NoiseProductJamming,20.0,offset_+16,100,100,0,16.447083704972883,2.080960862149517,0.40786832898130526,-28.501699208166965,-28.529718531976496,0.0,16.0,291.14,1.5306256244572631,1.2971153619840419,0.019443718483671546,400000000.0
NoiseProductJamming,20.0,offset_+2,100,100,0,27.264406519109848,2.08051587699426,0.4077811118908749,-1.1851414314792919,-1.1886192315169712,1.0,2.0,291.5,0.5076184338772967,1.6055776775241537,0.019381248857825994,400000000.0
NoiseProductJamming,20.0,offset_+32,100,100,0,-3.834265667716108,2.0812215344689546,0.40791942075591514,-60.84436354784307,-60.90086154434165,0.0,32.0,287.43,1.334872513364469,1.4186997961763188,0.019357959972694516,400000000.0
NoiseProductJamming,20.0,offset_+4,100,100,0,27.10807046505517,2.0804095180920945,0.4077602655460505,-4.861876158740904,-4.868838735280628,1.0,4.0,290.63,0.9494616449163665,1.7946138505742095,0.019406998180784285,400000000.0
NoiseProductJamming,20.0,offset_+8,100,100,0,26.20620978189927,2.080469676747917,0.4077720566425918,-24.75619952191072,-24.77015269320042,1.0,8.0,290.42,1.4660077054539613,1.3605278810864265,0.019311277428641915,400000000.0
NoiseProductJamming,20.0,offset_-1,100,100,0,27.271630057489336,2.0806701018462443,0.40781133996186386,-0.24289127150652978,-0.30359237476763823,1.0,0.8,291.37,0.20828342104978304,1.4209204231429033,0.01925959950312972,400000000.0
