jammer,jsr_db,target_position,mode,trials,interface_pass,target_erased_count,delta_sinr_mean_db,delta_sinr_std_db,delta_sinr_ci95_db,target_only_change_mean_db,target_only_change_min_db,detected_after_mean,peak_error_after_mean,false_peak_after_mean,normalized_output_difference_mean,filter_coefficient_difference_mean,runtime_mean_ms,memory_mean_bytes
AMNoiseGaiJam,30.0,1250,true,20,20,0,29.80909792354125,1.108807404391666,0.48595627111427336,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,492.75,0.0,0.0,0.02087086031679064,400000000.0
AMNoiseGaiJam,30.0,2500,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,2500.0,0.0,0.9999999999999873,1.4142135623730503,0.01924390089698136,400000000.0
AMNoiseGaiJam,30.0,2500,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,2500.0,0.0,0.9999999999999873,1.4142135623730503,0.019070759299211204,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+1,20,20,0,29.841184977819655,1.1080706733273908,0.4856333844890658,-0.3035923747676373,-0.30359237476763723,1.0,1.0,271.8,0.2610683694944483,1.7761505289286288,0.018897949485108256,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+16,20,20,0,19.025383223139084,1.1080706733273926,0.48563338448906657,-28.529718531976492,-28.529718531976492,0.0,16.0,270.35,1.1957092497216781,1.298350632869114,0.019149936269968748,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+2,20,20,0,29.837319431847504,1.1080706733273902,0.48563338448906546,-1.188619231516971,-1.1886192315169712,1.0,2.0,274.7,0.5055845319083268,1.6057022577815663,0.01880614727269858,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+32,20,20,0,-1.2557423880414211,1.1080706733273928,0.48563338448906657,-60.90086154434167,-60.90086154434165,0.0,32.0,269.15,1.1860639552645702,1.4209607876364,0.019072904251515865,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+4,20,20,0,29.687860836798315,1.108070673327386,0.48563338448906357,-4.868838735280628,-4.868838735280626,1.0,4.0,272.2,0.9111587194854109,1.7948367812882602,0.018968750373460352,400000000.0
AMNoiseGaiJam,30.0,2500,offset_+8,20,20,0,28.793108844568046,1.1080706733273538,0.48563338448904947,-24.77015269320042,-24.770152693200416,1.0,8.0,271.2,1.2261167452731465,1.3611162698384054,0.019122747471556067,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-1,20,20,0,29.841184977819655,1.1080706733273908,0.4856333844890658,-0.3035923747676373,-0.30359237476763723,1.0,1.0,273.3,0.2602385797898899,1.7761505289286288,0.019097895710729063,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-16,20,20,0,19.025383223139084,1.1080706733273913,0.48563338448906596,-28.5297185319765,-28.529718531976496,0.0,16.0,275.55,1.210810584086364,1.298350632869114,0.01877915346994996,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-2,20,20,0,29.837319431847504,1.1080706733273897,0.4856333844890653,-1.188619231516971,-1.1886192315169712,1.0,2.0,273.3,0.5014698815087678,1.6057022577815663,0.018800090765580535,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-32,20,20,0,-1.2557423880414238,1.1080706733273933,0.48563338448906673,-60.90086154434166,-60.90086154434164,0.0,32.0,281.1,1.2122252938102565,1.4209607876364,0.018897856352850795,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-4,20,20,0,29.687860836798308,1.108070673327387,0.48563338448906407,-4.868838735280629,-4.868838735280628,1.0,4.0,273.35,0.8942628246026153,1.7948367812882602,0.01924375828821212,400000000.0
AMNoiseGaiJam,30.0,2500,offset_-8,20,20,0,28.793108844568042,1.1080706733273862,0.4856333844890637,-24.770152693200416,-24.770152693200412,1.0,8.0,273.85,1.1949229553868175,1.3611162698384054,0.01903324737213552,400000000.0
AMNoiseGaiJam,30.0,2500,random,20,20,14,-207.01676511790495,147.63472296727934,72.34101425396688,-100.81109946924312,-112.95789962239262,0.2,1458.7,178.45,1.0339417139776095,1.4033412024859502,0.018981349421665072,400000000.0
AMNoiseGaiJam,30.0,2500,true,20,20,0,29.838429990402773,1.1080706733273908,0.4856333844890658,-8.685846209726872e-05,-8.685846209726874e-05,1.0,0.0,273.8,0.0,0.0,0.020576955284923315,400000000.0
AMNoiseGaiJam,30.0,3750,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,3750.0,0.0,0.9999999999999873,1.4142135623730503,0.018924957839772105,400000000.0
AMNoiseGaiJam,30.0,3750,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,3750.0,0.0,0.9999999999999873,1.4142135623730503,0.01902290096040815,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+1,20,20,0,29.84098840833233,1.1080722092639046,0.48563405764292267,-0.3035923747676373,-0.30359237476763723,1.0,1.0,52.6,0.2610683694944483,1.7761505289286288,0.019047793466597795,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+16,20,20,0,19.025186653651755,1.1080722092639075,0.48563405764292394,-28.529718531976492,-28.529718531976492,0.0,16.0,52.4,1.1957092497216781,1.298350632869114,0.019670906476676464,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+2,20,20,0,29.837122862360182,1.1080722092639055,0.48563405764292306,-1.188619231516971,-1.1886192315169712,1.0,2.0,53.5,0.5055845319083268,1.6057022577815663,0.018697860650718212,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+32,20,20,0,-1.2559389575287483,1.1080722092639073,0.48563405764292383,-60.90086154434167,-60.90086154434165,0.0,32.0,46.7,1.1860639552645702,1.4209607876364,0.01893330190796405,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+4,20,20,0,29.687664267310986,1.108072209263902,0.48563405764292156,-4.868838735280629,-4.868838735280628,1.0,4.0,53.2,0.9111587194854109,1.7948367812882602,0.01878954644780606,400000000.0
AMNoiseGaiJam,30.0,3750,offset_+8,20,20,0,28.792912275080727,1.1080722092638697,0.48563405764290746,-24.770152693200423,-24.77015269320042,1.0,8.0,52.35,1.2261167452731465,1.3611162698384054,0.019008349045179784,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-1,20,20,0,29.84098840833233,1.1080722092639035,0.4856340576429222,-0.30359237476763823,-0.30359237476763823,1.0,1.0,53.15,0.2602385797898899,1.7761505289286288,0.018949995865114033,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-16,20,20,0,19.025186653651758,1.108072209263907,0.4856340576429237,-28.5297185319765,-28.529718531976496,0.0,16.0,57.7,1.210810584086364,1.298350632869114,0.019183242693543434,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-2,20,20,0,29.83712286236019,1.1080722092639053,0.48563405764292294,-1.188619231516971,-1.1886192315169712,1.0,2.0,54.8,0.5014698815087678,1.6057022577815663,0.018822899437509477,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-32,20,20,0,-1.25593895752875,1.1080722092639088,0.48563405764292455,-60.90086154434166,-60.90086154434164,0.0,32.0,59.85,1.2122252938102565,1.4209607876364,0.019072904251515865,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-4,20,20,0,29.687664267310986,1.1080722092639033,0.48563405764292217,-4.868838735280628,-4.868838735280626,1.0,4.0,55.3,0.8942628246026153,1.7948367812882602,0.018887504120357335,400000000.0
AMNoiseGaiJam,30.0,3750,offset_-8,20,20,0,28.792912275080727,1.1080722092639008,0.48563405764292106,-24.77015269320042,-24.770152693200416,1.0,8.0,54.75,1.1949229553868175,1.3611162698384054,0.019020799663849175,400000000.0
AMNoiseGaiJam,30.0,3750,random,20,20,12,-160.638739658471,150.73707874823978,76.28348689799077,-89.77558969896556,-137.90359686079853,0.2,1532.0,90.25,1.0500710153066652,1.3905057385755513,0.01875604793895036,400000000.0
AMNoiseGaiJam,30.0,3750,true,20,20,0,29.83823342091545,1.1080722092639055,0.48563405764292306,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,53.55,0.0,0.0,0.020662599126808345,400000000.0
AMNoiseGaiJam,30.0,4500,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,4500.0,0.0,0.9999999999999873,1.4142135623730503,0.01890624698717147,400000000.0
AMNoiseGaiJam,30.0,4500,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,4500.0,0.0,0.9999999999999873,1.4142135623730503,0.018897943664342165,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+1,20,20,0,29.874794659937095,1.108070558525269,0.4856333341748175,-0.29490222623225715,-0.2949022262322571,1.0,1.0,13.95,0.25928007803333025,1.775868998944868,0.019058346515521407,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+16,20,20,0,19.04966492849336,1.1080705585252686,0.4856333341748173,-28.389621912928863,-28.389621912928863,0.0,16.0,16.3,1.1986434481988355,1.292174278443752,0.018702098168432713,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+2,20,20,0,29.859839755758763,1.1080705585252684,0.4856333341748172,-1.1712302313285752,-1.1712302313285752,1.0,2.0,13.8,0.5041241900966928,1.6050793564945063,0.018802046542987227,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+32,20,20,0,-1.2210188250871394,1.1080705585252697,0.4856333341748177,-60.61837156184881,-60.61837156184882,0.0,32.0,17.05,1.191660938201431,1.4096558303359936,0.01887920079752803,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+4,20,20,0,29.67743311344582,1.1080705585252655,0.4856333341748159,-4.8340258525820134,-4.834025852582013,1.0,4.0,13.3,0.9107989672888273,1.793722127718004,0.018900004215538502,400000000.0
AMNoiseGaiJam,30.0,4500,offset_+8,20,20,0,28.754783215817902,1.1080705585252326,0.48563333417480153,-24.700386836751925,-24.70038683675192,1.0,8.0,13.95,1.227748320695043,1.3581743260785106,0.01993535552173853,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-1,20,20,0,29.883239367975477,1.1080705585252684,0.4856333341748172,-0.3035923747676373,-0.30359237476763723,1.0,1.0,13.2,0.2602385797898899,1.7761505289286288,0.01993129844777286,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-16,20,20,0,19.03870604231725,1.1080705585252684,0.4856333341748172,-28.5297185319765,-28.529718531976496,0.0,16.0,20.15,1.210810584086364,1.298350632869114,0.018970892415381968,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-2,20,20,0,29.879335930572022,1.1080705585252675,0.4856333341748168,-1.1886192315169701,-1.1886192315169701,1.0,2.0,13.65,0.5014698815087678,1.6057022577815663,0.018679143977351487,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-32,20,20,0,-1.2539793285662395,1.1080705585252706,0.4856333341748181,-60.90086154434166,-60.90086154434164,0.0,32.0,17.8,1.2122252938102565,1.4209607876364,0.019041652558371425,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-4,20,20,0,29.72843809616885,1.1080705585252673,0.4856333341748167,-4.868838735280623,-4.868838735280624,1.0,4.0,13.85,0.8942628246026153,1.7948367812882602,0.0190917489817366,400000000.0
AMNoiseGaiJam,30.0,4500,offset_-8,20,20,0,28.82604066078835,1.1080705585252635,0.485633334174815,-24.770152693200416,-24.770152693200412,1.0,8.0,17.45,1.1949229553868175,1.3611162698384054,0.019006148795597255,400000000.0
AMNoiseGaiJam,30.0,4500,random,20,20,13,-109.04858890503833,145.03697993037517,89.89485150029452,-89.16008305654647,-112.52392943237498,0.2,2625.5,35.45,1.0471174817276496,1.4065982582252399,0.01902063377201557,400000000.0
AMNoiseGaiJam,30.0,4500,true,20,20,0,29.880457371749777,1.1080705585252693,0.48563333417481763,-8.685846209726872e-05,-8.685846209726874e-05,1.0,0.0,13.2,0.0,0.0,0.020522894919849932,400000000.0
AMNoiseGaiJam,30.0,500,fixed_0,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.019241648260504007,400000000.0
AMNoiseGaiJam,30.0,500,missing,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.019141705706715584,400000000.0
AMNoiseGaiJam,30.0,500,offset_+1,20,20,0,26.646564529362518,1.0919562295909016,0.4785709181326461,-0.3035923747676373,-0.30359237476763723,1.0,1.0,628.1,0.2610683694944483,1.7761505289286288,0.019302155124023557,400000000.0
AMNoiseGaiJam,30.0,500,offset_+16,20,20,0,15.80203047411489,1.091956229590903,0.4785709181326468,-28.529718531976492,-28.529718531976492,0.0,16.0,624.65,1.1957092497216781,1.298350632869114,0.018777046352624893,400000000.0
AMNoiseGaiJam,30.0,500,offset_+2,20,20,0,26.642661091409263,1.0919562295909016,0.4785709181326461,-1.1886192315169701,-1.1886192315169701,1.0,2.0,628.65,0.5055845319083268,1.6057022577815663,0.018958290456794202,400000000.0
AMNoiseGaiJam,30.0,500,offset_+32,20,20,0,-4.490655802208153,1.0919562295909029,0.4785709181326467,-60.90086154434166,-60.900861544341645,0.0,32.0,623.0,1.1860639552645702,1.4209607876364,0.019250003970228136,400000000.0
AMNoiseGaiJam,30.0,500,offset_+4,20,20,0,26.49176324859834,1.0919562295909,0.47857091813264546,-4.868838735280629,-4.868838735280628,1.0,4.0,627.65,0.9111587194854109,1.7948367812882602,0.01915009052027017,400000000.0
AMNoiseGaiJam,30.0,500,offset_+8,20,20,0,25.589365707135315,1.0919562295908725,0.47857091813263336,-24.77015269320042,-24.770152693200416,1.0,8.0,627.55,1.2261167452731465,1.3611162698384054,0.019312501535750926,400000000.0
AMNoiseGaiJam,30.0,500,offset_-1,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.01917274494189769,400000000.0
AMNoiseGaiJam,30.0,500,offset_-16,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.019158353097736835,400000000.0
AMNoiseGaiJam,30.0,500,offset_-2,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.018801941769197583,400000000.0
AMNoiseGaiJam,30.0,500,offset_-32,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.01914164749905467,400000000.0
AMNoiseGaiJam,30.0,500,offset_-4,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.019179107039235532,400000000.0
AMNoiseGaiJam,30.0,500,offset_-8,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.019004251225851476,400000000.0
AMNoiseGaiJam,30.0,500,random,20,20,14,-219.65625005930258,144.70951367432966,66.8523845685996,-79.32189046112181,-105.61224113726247,0.15,1817.65,255.1,0.9802107803329744,1.3346239807235416,0.019066600361838937,400000000.0
AMNoiseGaiJam,30.0,500,true,20,20,0,26.643782533173663,1.0919562295909027,0.47857091813264657,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,628.3,0.0,0.0,0.02065844601020217,400000000.0
FMNoiseAimedJam,0.0,1250,fixed_0,20,20,0,-50.06812850899198,0.5354914006798883,0.23468945396421423,-100.74809690831708,-100.74809690831707,0.0,750.0,626.6,1.0016470241319202,1.4162946809990093,0.019110296852886677,400000000.0
FMNoiseAimedJam,0.0,1250,missing,20,20,0,-50.06812850899198,0.5354914006798883,0.23468945396421423,-100.74809690831708,-100.74809690831707,0.0,750.0,626.6,1.0016470241319202,1.4162946809990093,0.018843752332031727,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+1,20,20,0,10.545103598181253,0.5354914006801321,0.2346894539643211,-0.3035923747676373,-0.30359237476763723,1.0,1.0,489.25,0.18907100576797425,1.7761505289286288,0.018664656090550125,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+16,20,20,0,-0.2706981565000056,0.535491400680086,0.23468945396430088,-28.5297185319765,-28.529718531976496,0.0,16.0,487.15,0.9835722717595555,1.298350632869114,0.01870005507953465,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+2,20,20,0,10.54123805220911,0.5354914006801323,0.23468945396432117,-1.188619231516971,-1.1886192315169712,1.0,2.0,490.3,0.3648275242258522,1.6057022577815663,0.01876029127743095,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+32,20,20,0,-20.55182376768055,0.5354914006801094,0.2346894539643111,-60.90086154434167,-60.90086154434165,0.0,32.0,488.9,1.002041682333196,1.4209607876364,0.018958302098326385,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+4,20,20,0,10.391779457159863,0.53549140068013,0.23468945396432014,-4.868838735280629,-4.868838735280628,1.0,4.0,491.45,0.667035703434665,1.7948367812882602,0.018904253374785185,400000000.0
FMNoiseAimedJam,0.0,1250,offset_+8,20,20,0,9.49702746492552,0.5354914006802313,0.23468945396436452,-24.77015269320042,-24.770152693200416,1.0,8.0,492.95,0.981264721063304,1.3611162698384054,0.018818603712134063,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-1,20,20,0,10.54510359818126,0.5354914006801306,0.2346894539643204,-0.3035923747676373,-0.30359237476763723,1.0,1.0,494.35,0.18915333460303052,1.7761505289286288,0.018768807058222592,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-16,20,20,0,-0.2706981564996308,0.5354914006800703,0.23468945396429397,-28.5297185319765,-28.529718531976496,0.0,16.0,496.65,0.9832958067152637,1.298350632869114,0.018697947962209582,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-2,20,20,0,10.541238052209122,0.5354914006801318,0.23468945396432092,-1.188619231516971,-1.1886192315169712,1.0,2.0,491.45,0.3651880144377277,1.6057022577815663,0.01847921230364591,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-32,20,20,0,-20.551823767680734,0.535491400680264,0.23468945396437887,-60.90086154434166,-60.90086154434164,0.0,32.0,497.5,1.0025277547243503,1.4209607876364,0.018677202751860023,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-4,20,20,0,10.391779457159918,0.53549140068013,0.23468945396432014,-4.868838735280629,-4.868838735280628,1.0,4.0,491.85,0.6683127264635152,1.7948367812882602,0.018710538279265165,400000000.0
FMNoiseAimedJam,0.0,1250,offset_-8,20,20,0,9.49702746492949,0.5354914006801121,0.23468945396431234,-24.77015269320042,-24.770152693200416,1.0,8.0,492.25,0.9844278256192516,1.3611162698384054,0.018775093485601246,400000000.0
FMNoiseAimedJam,0.0,1250,random,20,20,11,-205.91340342912426,146.02021311770423,63.996180033557856,-104.1076089918767,-126.6771315657612,0.1,1397.65,277.15,1.0006100545033403,1.407624122522626,0.018914652173407376,400000000.0
FMNoiseAimedJam,0.0,1250,true,20,20,0,10.542348610764389,0.5354914006801313,0.23468945396432073,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,492.25,0.0,0.0,0.020435452461242676,400000000.0
FMNoiseAimedJam,0.0,2500,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,2500.0,0.0,0.9999999999999678,1.4142135623730503,0.018945796182379127,400000000.0
FMNoiseAimedJam,0.0,2500,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,2500.0,0.0,0.9999999999999678,1.4142135623730503,0.018864692538045347,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+1,20,20,0,10.532140205058527,0.5281145702482696,0.23145641548071083,-0.3035923747676373,-0.30359237476763723,1.0,1.0,273.65,0.18907100576797425,1.7761505289286288,0.018564698984846473,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+16,20,20,0,-0.2836615496227335,0.528114570248216,0.23145641548068735,-28.529718531976492,-28.529718531976492,0.0,16.0,270.3,0.9835722717595555,1.298350632869114,0.018545897910371423,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+2,20,20,0,10.528274659086382,0.5281145702482705,0.23145641548071125,-1.188619231516971,-1.1886192315169712,1.0,2.0,273.3,0.3648275242258522,1.6057022577815663,0.018452052609063685,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+32,20,20,0,-20.564787160803274,0.5281145702482495,0.23145641548070206,-60.90086154434167,-60.90086154434165,0.0,32.0,267.35,1.002041682333196,1.4209607876364,0.018764694686979055,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+4,20,20,0,10.378816064037135,0.528114570248268,0.2314564154807102,-4.868838735280628,-4.868838735280626,1.0,4.0,271.1,0.667035703434665,1.7948367812882602,0.0187167024705559,400000000.0
FMNoiseAimedJam,0.0,2500,offset_+8,20,20,0,9.484064071802791,0.5281145702484561,0.23145641548079263,-24.77015269320042,-24.770152693200416,1.0,8.0,272.6,0.981264721063304,1.3611162698384054,0.018754246411845088,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-1,20,20,0,10.532140205058532,0.5281145702482695,0.2314564154807108,-0.3035923747676373,-0.30359237476763723,1.0,1.0,272.75,0.18915333460303052,1.7761505289286288,0.018479314167052507,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-16,20,20,0,-0.28366154962235796,0.5281145702482006,0.23145641548068066,-28.5297185319765,-28.529718531976496,0.0,16.0,276.55,0.9832958067152637,1.298350632869114,0.018602097406983376,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-2,20,20,0,10.528274659086396,0.5281145702482697,0.2314564154807109,-1.188619231516971,-1.1886192315169712,1.0,2.0,274.0,0.3651880144377277,1.6057022577815663,0.018431348144076765,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-32,20,20,0,-20.56478716080346,0.5281145702483812,0.23145641548075974,-60.90086154434166,-60.90086154434164,0.0,32.0,280.1,1.0025277547243503,1.4209607876364,0.018781211110763252,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-4,20,20,0,10.378816064037192,0.5281145702482672,0.23145641548070986,-4.868838735280629,-4.868838735280628,1.0,4.0,273.6,0.6683127264635152,1.7948367812882602,0.018539588199928403,400000000.0
FMNoiseAimedJam,0.0,2500,offset_-8,20,20,0,9.484064071806763,0.5281145702482505,0.2314564154807025,-24.770152693200416,-24.770152693200412,1.0,8.0,272.85,0.9844278256192516,1.3611162698384054,0.018695852486416698,400000000.0
FMNoiseAimedJam,0.0,2500,random,20,20,14,-226.30505151768418,147.59584695708523,72.32196500897176,-100.81109946924312,-112.95789962239262,0.2,1458.7,178.75,1.000423124190791,1.4033412024859502,0.018943753093481064,400000000.0
FMNoiseAimedJam,0.0,2500,true,20,20,0,10.529385217641662,0.5281145702482698,0.23145641548071094,-8.685846209726872e-05,-8.685846209726874e-05,1.0,0.0,272.75,0.0,0.0,0.020402102381922305,400000000.0
FMNoiseAimedJam,0.0,3750,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,3750.0,0.0,0.9999999999999678,1.4142135623730503,0.018735392950475216,400000000.0
FMNoiseAimedJam,0.0,3750,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,3750.0,0.0,0.9999999999999678,1.4142135623730503,0.018881203141063452,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+1,20,20,0,10.433013367391645,0.5340306825368606,0.23404926601171389,-0.3035923747676373,-0.30359237476763723,1.0,1.0,53.55,0.18907100576797425,1.7761505289286288,0.018549946253187954,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+16,20,20,0,-0.3827883872896152,0.5340306825368085,0.2340492660116911,-28.529718531976492,-28.529718531976492,0.0,16.0,52.0,0.9835722717595555,1.298350632869114,0.018454095697961748,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+2,20,20,0,10.429147821419502,0.5340306825368619,0.23404926601171447,-1.188619231516971,-1.1886192315169712,1.0,2.0,53.3,0.3648275242258522,1.6057022577815663,0.01865841040853411,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+32,20,20,0,-20.663913998470157,0.5340306825368363,0.23404926601170326,-60.90086154434167,-60.90086154434165,0.0,32.0,45.65,1.002041682333196,1.4209607876364,0.01864364603534341,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+4,20,20,0,10.279689226370255,0.5340306825368595,0.23404926601171339,-4.868838735280629,-4.868838735280628,1.0,4.0,54.05,0.667035703434665,1.7948367812882602,0.018724999972619116,400000000.0
FMNoiseAimedJam,0.0,3750,offset_+8,20,20,0,9.384937234135911,0.5340306825370302,0.23404926601178824,-24.770152693200423,-24.77015269320042,1.0,8.0,52.65,0.981264721063304,1.3611162698384054,0.01873759611044079,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-1,20,20,0,10.433013367391652,0.5340306825368603,0.23404926601171372,-0.30359237476763823,-0.30359237476763823,1.0,1.0,53.1,0.18915333460303052,1.7761505289286288,0.018662502407096326,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-16,20,20,0,-0.3827883872892398,0.5340306825367929,0.2340492660116842,-28.5297185319765,-28.529718531976496,0.0,16.0,58.55,0.9832958067152637,1.298350632869114,0.018768804147839546,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-2,20,20,0,10.429147821419514,0.5340306825368613,0.23404926601171416,-1.188619231516971,-1.1886192315169712,1.0,2.0,54.8,0.3651880144377277,1.6057022577815663,0.018493799143470824,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-32,20,20,0,-20.663913998470342,0.5340306825369789,0.23404926601176576,-60.90086154434166,-60.90086154434164,0.0,32.0,60.85,1.0025277547243503,1.4209607876364,0.018979251035489142,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-4,20,20,0,10.279689226370309,0.5340306825368586,0.23404926601171303,-4.868838735280628,-4.868838735280626,1.0,4.0,56.1,0.6683127264635152,1.7948367812882602,0.018697851919569075,400000000.0
FMNoiseAimedJam,0.0,3750,offset_-8,20,20,0,9.38493723413988,0.5340306825368423,0.2340492660117059,-24.77015269320042,-24.770152693200416,1.0,8.0,56.25,0.9844278256192516,1.3611162698384054,0.01865834346972406,400000000.0
FMNoiseAimedJam,0.0,3750,random,20,20,12,-180.2658340710778,151.0998116998644,76.46705509894377,-89.77558969896556,-137.90359686079853,0.2,1532.0,89.75,1.000700397378337,1.3905057385755513,0.018764441483654082,400000000.0
FMNoiseAimedJam,0.0,3750,true,20,20,0,10.430258379974777,0.5340306825368603,0.23404926601171372,-8.685846209919741e-05,-8.685846209919741e-05,1.0,0.0,53.25,0.0,0.0,0.020641545415855944,400000000.0
FMNoiseAimedJam,0.0,4500,fixed_0,20,20,20,nan,0.0,0.0,nan,nan,0.0,4500.0,0.0,0.9999999999999678,1.4142135623730503,0.01887295802589506,400000000.0
FMNoiseAimedJam,0.0,4500,missing,20,20,20,nan,0.0,0.0,nan,nan,0.0,4500.0,0.0,0.9999999999999678,1.4142135623730503,0.01882919459603727,400000000.0
FMNoiseAimedJam,0.0,4500,offset_+1,20,20,0,10.400890497668271,0.5413231118353147,0.23724531406767493,-0.29490222623225715,-0.2949022262322571,1.0,1.0,14.05,0.1864965499931264,1.775868998944868,0.018893793458119035,400000000.0
FMNoiseAimedJam,0.0,4500,offset_+16,20,20,0,-0.42423923377612843,0.5413231118352713,0.23724531406765592,-28.389621912928863,-28.389621912928863,0.0,16.0,15.9,0.9832801094850281,1.292174278443752,0.018818702665157616,400000000.0
FMNoiseAimedJam,0.0,4500,offset_+2,20,20,0,10.38593559348993,0.5413231118353152,0.23724531406767518,-1.1712302313285752,-1.1712302313285752,1.0,2.0,14.5,0.3624348863816551,1.6050793564945063,0.018837401876226068,400000000.0
FMNoiseAimedJam,0.0,4500,offset_+32,20,20,0,-20.69492298735666,0.5413231118352576,0.23724531406764995,-60.61837156184881,-60.61837156184882,0.0,32.0,16.6,1.0021258810899731,1.4096558303359936,0.01871045387815684,400000000.0
