jammer,algorithm,jsr_db,target_position,trials,interface_pass,oracle_input_failures,target_erased_count,fallback_count,delta_sinr_mean_db,delta_sinr_std_db,target_only_change_mean_db,pd_after,estimation_error_mean,confidence_mean,runtime_mean_ms,memory_mean_bytes
NoJammer,adapt_filter_oracle,0.0,500,10,10,0,0,0,4.146126134441568,0.12779009545056186,-8.685846209919741e-05,1.0,0.0,1.0,33.2839457958471,400257328.0
NoJammer,adapt_filter_oracle,10.0,1500,10,10,0,0,0,4.697744276738273,0.1160469805665378,-8.685846209919741e-05,1.0,0.0,1.0,32.9496166028548,400257360.0
NoJammer,adapt_filter_oracle,10.0,3500,10,10,0,0,0,3.374197210890629,0.16963659330007202,-8.685846209919741e-05,1.0,0.0,1.0,33.18924160557799,400257360.0
NoJammer,adapt_filter_oracle,10.0,500,10,10,0,0,0,4.146126134441568,0.12779009545056186,-8.685846209919741e-05,1.0,0.0,1.0,33.55974580626935,400257328.0
NoJammer,adapt_filter_oracle,20.0,1500,10,10,0,0,0,4.697744276738273,0.1160469805665378,-8.685846209919741e-05,1.0,0.0,1.0,32.946462399559096,400257360.0
NoJammer,adapt_filter_oracle,20.0,3500,10,10,0,0,0,3.374197210890629,0.16963659330007202,-8.685846209919741e-05,1.0,0.0,1.0,32.74569159257226,400257360.0
NoJammer,adapt_filter_oracle,20.0,500,10,10,0,0,0,4.146126134441568,0.12779009545056186,-8.685846209919741e-05,1.0,0.0,1.0,32.78535860590637,400257328.0
NoJammer,adapt_filter_oracle,30.0,1500,10,10,0,0,0,4.697744276738273,0.1160469805665378,-8.685846209919741e-05,1.0,0.0,1.0,32.56174580892548,400257360.0
NoJammer,adapt_filter_oracle,30.0,3500,10,10,0,0,0,3.374197210890629,0.16963659330007202,-8.685846209919741e-05,1.0,0.0,1.0,32.66050000092946,400257360.0
NoJammer,adapt_filter_oracle,30.0,500,10,10,0,0,0,4.146126134441568,0.12779009545056186,-8.685846209919741e-05,1.0,0.0,1.0,32.52589580370113,400257328.0
NoiseConvolutionJamming,Identity,0.0,1500,10,10,0,0,10,0.0,0.0,-8.678947198979587e-15,1.0,nan,1.0,0.0,0.0
NoiseConvolutionJamming,Identity,0.0,3500,10,10,0,0,10,0.0,0.0,-8.678947198979587e-15,1.0,nan,1.0,0.0,0.0
NoiseConvolutionJamming,Identity,0.0,500,10,10,0,0,10,0.0,0.0,-8.678947198979587e-15,1.0,nan,1.0,0.0,0.0
