jammer,jsr_db,seed,target_position,algorithm,role,true_target_idx_for_evaluation_only,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,condition_number,regularization,diagnostics_json,oracle_input_status,forbidden_keys_present,interface_status,runtime_ms,memory_usage_bytes,exception_type,exception_message,target_only_response_change_db,target_only_response_change_is_finite,target_preservation_status,target_only_reference_peak_index,delta_sinr_db,detected_before,detected_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db
NoiseProductJamming,0.0,6000,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,1,1,88,88,-9.643274665532877e-15
NoiseProductJamming,0.0,6000,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,40.92616599518806,400274019,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.732441395405843,True,True,1,0,88,612,-0.08491612425978562
NoiseProductJamming,0.0,6000,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9031070401208052,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8159328746588712, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9902812055827392, ""topk_candidates"": [{""center"": 500, ""matched_response"": 936.7134057796437, ""normalized_peak"": 0.9902812055827392, ""relative_score"": 115.01099438666408}, {""center"": 660, ""matched_response"": 172.41814387035063, ""normalized_peak"": 0.18227821479095513, ""relative_score"": 21.169743119377138}, {""center"": 793, ""matched_response"": 79.39254355077951, ""normalized_peak"": 0.08393276241873406, ""relative_score"": 9.747928581273772}, {""center"": 931, ""matched_response"": 48.77278029802023, ""normalized_peak"": 0.05156194773677398, ""relative_score"": 5.98839082099908}, {""center"": 3221, ""matched_response"": 29.98350783288723, ""normalized_peak"": 0.03169817374358787, ""relative_score"": 3.681417421575704}]}",PASS,,PASS,0.8030409808270633,404952,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.732441395405843,True,True,1,0,88,632,-0.08491612425978562
NoiseProductJamming,0.0,6000,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5402862590306986,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.673037260278126, 4.251102592785852, 4.058906526579584, 3.939043232644865, 3.8205399334669576], ""candidate_separation"": 125, ""margin_confidence"": 0.09029131247865793, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9902812055827392, ""topk_candidates"": [{""center"": 500, ""local_peak"": 936.7040387392562, ""observable_selection_score"": 4.673037260278126, ""off_candidate_peak"": 51.074338493928245, ""stability_proxy"": 18.34001313302558}, {""center"": 660, ""local_peak"": 172.41641970615356, ""observable_selection_score"": 4.251102592785852, ""off_candidate_peak"": 9.401106665276767, ""stability_proxy"": 18.340013133023984}, {""center"": 793, ""local_peak"": 79.3917496332832, ""observable_selection_score"": 4.058906526579584, ""off_candidate_peak"": 4.328881831077744, ""stability_proxy"": 18.3400131330217}, {""center"": 931, ""local_peak"": 48.772292575094475, ""observable_selection_score"": 3.939043232644865, ""off_candidate_peak"": 2.6593379307492064, ""stability_proxy"": 18.340013133019042}, {""center"": 3221, ""local_peak"": 29.98320800080722, ""observable_selection_score"": 3.8205399334669576, ""off_candidate_peak"": 1.6348520463605714, ""stability_proxy"": 18.340013133014725}]}",PASS,,PASS,1.7471250030212104,974966,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.732441395405843,True,True,1,0,88,632,-0.08491612425978562
NoiseProductJamming,0.0,6000,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,1,1,2,2,-9.643274665532877e-15
NoiseProductJamming,0.0,6000,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,24.049292027484626,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,13.002907202996784,True,True,1,0,2,451,-0.08489135957457054
NoiseProductJamming,0.0,6000,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1499,1,0.9016186036390581,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8032372072781174, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999989, ""topk_candidates"": [{""center"": 1499, ""matched_response"": 945.9037794536438, ""normalized_peak"": 0.9999999999999989, ""relative_score"": 94.34579388896289}, {""center"": 1353, ""matched_response"": 186.11866929147462, ""normalized_peak"": 0.19676279272187389, ""relative_score"": 18.56374188715466}, {""center"": 1660, ""matched_response"": 172.4181438703506, ""normalized_peak"": 0.18227873449235982, ""relative_score"": 17.19723191475719}, {""center"": 1160, ""matched_response"": 170.897784841232, ""normalized_peak"": 0.18067142615704823, ""relative_score"": 17.04558913383787}, {""center"": 999, ""matched_response"": 166.25887428799714, ""normalized_peak"": 0.17576721639068668, ""relative_score"": 16.582897570032483}]}",PASS,,PASS,0.6501249736174941,402428,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,13.005662190413656,True,True,1,1,2,456,-8.685846209919741e-05
NoiseProductJamming,0.0,6000,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1499,1,0.5433499880892192,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.675475539679762, 4.2701119217665635, 4.251102592785852, 4.248901175581022, 4.242061858489756], ""candidate_separation"": 125, ""margin_confidence"": 0.08669997617843943, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999989, ""topk_candidates"": [{""center"": 1499, ""local_peak"": 945.8943205104385, ""observable_selection_score"": 4.675475539679762, ""off_candidate_peak"": 51.57544401138464, ""stability_proxy"": 18.340013133025586}, {""center"": 1353, ""local_peak"": 186.1168081233934, ""observable_selection_score"": 4.2701119217665635, ""off_candidate_peak"": 10.1481283995507, ""stability_proxy"": 18.34001313302414}, {""center"": 1660, ""local_peak"": 172.41641970615356, ""observable_selection_score"": 4.251102592785852, ""off_candidate_peak"": 9.401106665276766, ""stability_proxy"": 18.340013133023987}, {""center"": 1160, ""local_peak"": 170.89607588047318, ""observable_selection_score"": 4.248901175581022, ""off_candidate_peak"": 9.318209024219868, ""stability_proxy"": 18.340013133023966}, {""center"": 999, ""local_peak"": 166.25721171588, ""observable_selection_score"": 4.242061858489756, ""off_candidate_peak"": 9.065272227994797, ""stability_proxy"": 18.34001313302393}]}",PASS,,PASS,1.6553329769521952,970880,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,13.005662190413656,True,True,1,1,2,456,-8.685846209919741e-05
NoiseProductJamming,0.0,6000,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,1,1,2,2,-9.643274665532877e-15
NoiseProductJamming,0.0,6000,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,22.98841596348211,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,12.897677419510675,True,True,1,0,2,100,-0.08489135957457054
NoiseProductJamming,0.0,6000,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3499,1,0.90161860363906,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8032372072781211, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9999999999999989, ""topk_candidates"": [{""center"": 3499, ""matched_response"": 945.9037794536438, ""normalized_peak"": 0.9999999999999989, ""relative_score"": 162.50621569049974}, {""center"": 3353, ""matched_response"": 186.11866929147462, ""normalized_peak"": 0.19676279272187389, ""relative_score"": 31.975176833925964}, {""center"": 3660, ""matched_response"": 172.4181438703506, ""normalized_peak"": 0.18227873449235982, ""relative_score"": 29.62142734320679}, {""center"": 3160, ""matched_response"": 170.897784841232, ""normalized_peak"": 0.18067142615704823, ""relative_score"": 29.360229748187503}, {""center"": 2999, ""matched_response"": 166.25887428799714, ""normalized_peak"": 0.17576721639068668, ""relative_score"": 28.5632651781037}]}",PASS,,PASS,0.5438330117613077,402382,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,12.900432406927546,True,True,1,1,2,101,-8.685846209919741e-05
NoiseProductJamming,0.0,6000,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3499,1,0.5433499880892192,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.675475539679762, 4.2701119217665635, 4.251102592785852, 4.248901175581022, 4.242061858489756], ""candidate_separation"": 125, ""margin_confidence"": 0.08669997617843943, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9999999999999989, ""topk_candidates"": [{""center"": 3499, ""local_peak"": 945.8943205104385, ""observable_selection_score"": 4.675475539679762, ""off_candidate_peak"": 51.57544401138464, ""stability_proxy"": 18.340013133025586}, {""center"": 3353, ""local_peak"": 186.1168081233934, ""observable_selection_score"": 4.2701119217665635, ""off_candidate_peak"": 10.148128399550702, ""stability_proxy"": 18.340013133024136}, {""center"": 3660, ""local_peak"": 172.4164197061536, ""observable_selection_score"": 4.251102592785852, ""off_candidate_peak"": 9.401106665276764, ""stability_proxy"": 18.340013133023994}, {""center"": 3160, ""local_peak"": 170.8960758804732, ""observable_selection_score"": 4.248901175581022, ""off_candidate_peak"": 9.31820902421987, ""stability_proxy"": 18.340013133023966}, {""center"": 2999, ""local_peak"": 166.25721171587998, ""observable_selection_score"": 4.242061858489756, ""off_candidate_peak"": 9.065272227994798, ""stability_proxy"": 18.340013133023923}]}",PASS,,PASS,1.594458008185029,970604,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,12.900432406927546,True,True,1,1,2,101,-8.685846209919741e-05
NoiseProductJamming,0.0,6001,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,1,1,85,85,-8.678947198979587e-15
NoiseProductJamming,0.0,6001,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.140457982663065,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.47765995371536,True,True,1,0,85,609,-0.17139204852976916
NoiseProductJamming,0.0,6001,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9053724175110739,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8302738627895009, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.9804709722326469, ""topk_candidates"": [{""center"": 500, ""matched_response"": 954.3984394897178, ""normalized_peak"": 0.9804709722326469, ""relative_score"": 120.2745654115506}, {""center"": 684, ""matched_response"": 161.9863604943115, ""normalized_peak"": 0.16641155076406292, ""relative_score"": 20.413737391973157}, {""center"": 846, ""matched_response"": 109.80976076984624, ""normalized_peak"": 0.11280957559005463, ""relative_score"": 13.838372641934608}, {""center"": 976, ""matched_response"": 42.326849258816935, ""normalized_peak"": 0.043483146374930795, ""relative_score"": 5.334086047506855}, {""center"": 1578, ""matched_response"": 22.62673691414886, ""normalized_peak"": 0.023244860660636968, ""relative_score"": 2.8514515913141985}]}",PASS,,PASS,0.5240410100668669,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.47765995371536,True,True,1,0,85,617,-0.17139204852976916
NoiseProductJamming,0.0,6001,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.53749318796839,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.677708285984305, 4.235592798924236, 4.139129885091006, 3.904369298610437, 3.7527709167976715], ""candidate_separation"": 125, ""margin_confidence"": 0.09451540370413297, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.9804709722326469, ""topk_candidates"": [{""center"": 500, ""local_peak"": 954.3888956007619, ""observable_selection_score"": 4.677708285984305, ""off_candidate_peak"": 52.03861571299192, ""stability_proxy"": 18.340013133025586}, {""center"": 684, ""local_peak"": 161.9847406469051, ""observable_selection_score"": 4.235592798924236, ""off_candidate_peak"": 8.832313230747348, ""stability_proxy"": 18.34001313302386}, {""center"": 846, ""local_peak"": 109.80866268321941, ""observable_selection_score"": 4.139129885091006, ""off_candidate_peak"": 5.987381900260502, ""stability_proxy"": 18.340013133022875}, {""center"": 976, ""local_peak"": 42.326425994557006, ""observable_selection_score"": 3.904369298610437, ""off_candidate_peak"": 2.3078732652779466, ""stability_proxy"": 18.340013133017994}, {""center"": 1578, ""local_peak"": 22.626510649042366, ""observable_selection_score"": 3.7527709167976715, ""off_candidate_peak"": 1.2337237975199415, ""stability_proxy"": 18.340013133011077}]}",PASS,,PASS,1.6466660308651626,970650,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,12.47765995371536,True,True,1,0,85,617,-0.17139204852976916
NoiseProductJamming,0.0,6001,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,1,1,0,0,-8.678947198979587e-15
NoiseProductJamming,0.0,6001,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.031209013424814,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,12.683483934151155,True,True,1,0,0,444,-0.17142620928561944
NoiseProductJamming,0.0,6001,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1499,1,0.8959187786083131,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.7918375572166272, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1499, ""matched_response"": 973.4119826920397, ""normalized_peak"": 0.999999999999999, ""relative_score"": 99.7902235805118}, {""center"": 1254, ""matched_response"": 202.62781615177354, ""normalized_peak"": 0.20816244278336474, ""relative_score"": 20.77257670641748}, {""center"": 1684, ""matched_response"": 161.9863604943115, ""normalized_peak"": 0.16641089628496927, ""relative_score"": 16.606180546510462}, {""center"": 1846, ""matched_response"": 109.80976076984626, ""normalized_peak"": 0.11280913192188109, ""relative_score"": 11.257248496407977}, {""center"": 1103, ""matched_response"": 97.73471019441368, ""normalized_peak"": 0.10040426040793264, ""relative_score"": 10.019363594543538}]}",PASS,,PASS,0.5339999916031957,402428,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,12.686238921568034,True,True,1,1,0,440,-8.685846209726874e-05
NoiseProductJamming,0.0,6001,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1499,1,0.5417911173906385,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.682634717682254, 4.29124964331389, 4.235592798924237, 4.139129885091006, 4.110285308664777], ""candidate_separation"": 125, ""margin_confidence"": 0.08358223478127784, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1499, ""local_peak"": 973.4022486695532, ""observable_selection_score"": 4.682634717682254, ""off_candidate_peak"": 53.07532996891316, ""stability_proxy"": 18.340013133025604}, {""center"": 1254, ""local_peak"": 202.62578989387458, ""observable_selection_score"": 4.29124964331389, ""off_candidate_peak"": 11.048290337862104, ""stability_proxy"": 18.34001313302428}, {""center"": 1684, ""local_peak"": 161.9847406469051, ""observable_selection_score"": 4.235592798924237, ""off_candidate_peak"": 8.832313230747346, ""stability_proxy"": 18.340013133023863}, {""center"": 1846, ""local_peak"": 109.80866268321941, ""observable_selection_score"": 4.139129885091006, ""off_candidate_peak"": 5.987381900260502, ""stability_proxy"": 18.340013133022875}, {""center"": 1103, ""local_peak"": 97.73373285708513, ""observable_selection_score"": 4.110285308664777, ""off_candidate_peak"": 5.3289892514357176, ""stability_proxy"": 18.3400131330225}]}",PASS,,PASS,1.591916021425277,970834,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,12.686238921568034,True,True,1,1,0,440,-8.685846209726874e-05
NoiseProductJamming,0.0,6001,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,1,1,3,3,-8.678947198979587e-15
NoiseProductJamming,0.0,6001,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.188750026747584,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,12.599582134392957,True,True,1,0,3,99,-0.17142620928561944
NoiseProductJamming,0.0,6001,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3499,1,0.8959187786083145,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.7918375572166301, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3499, ""matched_response"": 973.4119826920397, ""normalized_peak"": 0.999999999999999, ""relative_score"": 159.08161792086906}, {""center"": 3254, ""matched_response"": 202.62781615177357, ""normalized_peak"": 0.20816244278336477, ""relative_score"": 33.114818188338035}, {""center"": 3684, ""matched_response"": 161.98636049431153, ""normalized_peak"": 0.1664108962849693, ""relative_score"": 26.472914620674885}, {""center"": 3846, ""matched_response"": 109.80976076984626, ""normalized_peak"": 0.11280913192188109, ""relative_score"": 17.94585922238162}, {""center"": 3103, ""matched_response"": 97.73471019441368, ""normalized_peak"": 0.10040426040793264, ""relative_score"": 15.972472191842199}]}",PASS,,PASS,0.5226670182310045,402382,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,12.602337121809828,True,True,1,1,3,97,-8.685846209919741e-05
NoiseProductJamming,0.0,6001,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3499,1,0.5417911173906382,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.682634717682253, 4.291249643313891, 4.235592798924236, 4.139129885091006, 4.110285308664777], ""candidate_separation"": 125, ""margin_confidence"": 0.08358223478127748, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3499, ""local_peak"": 973.4022486695529, ""observable_selection_score"": 4.682634717682253, ""off_candidate_peak"": 53.07532996891317, ""stability_proxy"": 18.340013133025597}, {""center"": 3254, ""local_peak"": 202.62578989387467, ""observable_selection_score"": 4.291249643313891, ""off_candidate_peak"": 11.048290337862102, ""stability_proxy"": 18.34001313302429}, {""center"": 3684, ""local_peak"": 161.9847406469051, ""observable_selection_score"": 4.235592798924236, ""off_candidate_peak"": 8.83231323074735, ""stability_proxy"": 18.340013133023856}, {""center"": 3846, ""local_peak"": 109.80866268321941, ""observable_selection_score"": 4.139129885091006, ""off_candidate_peak"": 5.987381900260501, ""stability_proxy"": 18.34001313302288}, {""center"": 3103, ""local_peak"": 97.73373285708513, ""observable_selection_score"": 4.110285308664777, ""off_candidate_peak"": 5.3289892514357176, ""stability_proxy"": 18.3400131330225}]}",PASS,,PASS,1.6200420213863254,970650,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,12.602337121809828,True,True,1,1,3,97,-8.685846209919741e-05
NoiseProductJamming,0.0,6002,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,1,1,93,93,-8.678947198979587e-15
NoiseProductJamming,0.0,6002,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,22.907332982867956,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.794233404998959,True,True,1,0,93,629,-0.17281234982278376
NoiseProductJamming,0.0,6002,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.920186951251843,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8600632420409371, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.980310660462749, ""topk_candidates"": [{""center"": 500, ""matched_response"": 996.2675252634099, ""normalized_peak"": 0.980310660462749, ""relative_score"": 116.9283459431568}, {""center"": 641, ""matched_response"": 139.41444754525304, ""normalized_peak"": 0.13718149561785759, ""relative_score"": 16.362573644800246}, {""center"": 784, ""matched_response"": 85.82164021207534, ""normalized_peak"": 0.08444706533624269, ""relative_score"": 10.07257807934015}, {""center"": 931, ""matched_response"": 42.66711938149249, ""normalized_peak"": 0.04198373521194011, ""relative_score"": 5.007686759756673}, {""center"": 3265, ""matched_response"": 30.150429188682676, ""normalized_peak"": 0.02966752042166399, ""relative_score"": 3.538647727754476}]}",PASS,,PASS,0.5456249928101897,402428,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.794233404998952,True,True,1,0,93,633,-0.17281234982278473
NoiseProductJamming,0.0,6002,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5424228346027898,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.688430935140659, 4.198325766345468, 4.078140144533116, 3.906325019583395, 3.821883174901227], ""candidate_separation"": 125, ""margin_confidence"": 0.10453500874283064, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.980310660462749, ""topk_candidates"": [{""center"": 500, ""local_peak"": 996.257562687783, ""observable_selection_score"": 4.688430935140659, ""off_candidate_peak"": 54.321529404674386, ""stability_proxy"": 18.3400131330256}, {""center"": 641, ""local_peak"": 139.4130534147189, ""observable_selection_score"": 4.198325766345468, ""off_candidate_peak"": 7.601578712267636, ""stability_proxy"": 18.340013133023533}, {""center"": 784, ""local_peak"": 85.8207820042553, ""observable_selection_score"": 4.078140144533116, ""off_candidate_peak"": 4.679428601373941, ""stability_proxy"": 18.340013133022026}, {""center"": 931, ""local_peak"": 42.66669271456535, ""observable_selection_score"": 3.906325019583395, ""off_candidate_peak"": 2.326426508263123, ""stability_proxy"": 18.340013133018054}, {""center"": 3265, ""local_peak"": 30.1501276874058, ""observable_selection_score"": 3.821883174901227, ""off_candidate_peak"": 1.643953440421081, ""stability_proxy"": 18.340013133014782}]}",PASS,,PASS,1.6353329992853105,970466,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,11.794233404998952,True,True,1,0,93,633,-0.17281234982278473
NoiseProductJamming,0.0,6002,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,1,1,2,2,-8.678947198979587e-15
NoiseProductJamming,0.0,6002,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,23.380165977869183,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.886899729313651,True,True,1,0,2,451,-0.17300056998018995
NoiseProductJamming,0.0,6002,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1499,1,0.9023920837224679,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.8047841674449369, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1499, ""matched_response"": 1016.2993777830119, ""normalized_peak"": 0.999999999999999, ""relative_score"": 101.42763579635513}, {""center"": 1062, ""matched_response"": 198.3977291590953, ""normalized_peak"": 0.19521583255505506, ""relative_score"": 19.800280366076393}, {""center"": 1368, ""matched_response"": 156.51238228317422, ""normalized_peak"": 0.15400224156841974, ""relative_score"": 15.620083269623995}, {""center"": 1641, ""matched_response"": 139.414447545253, ""normalized_peak"": 0.13717852297555866, ""relative_score"": 13.913693267446913}, {""center"": 1193, ""matched_response"": 103.75037396823804, ""normalized_peak"": 0.1020864287003327, ""relative_score"": 10.354385109967932}]}",PASS,,PASS,0.5162499728612602,402382,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,11.889654716730522,True,True,1,1,2,451,-8.68584620963044e-05
