jammer,jsr_db,seed,target_position,algorithm,role,true_target_idx_for_evaluation_only,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,condition_number,regularization,diagnostics_json,oracle_input_status,forbidden_keys_present,interface_status,runtime_ms,memory_usage_bytes,exception_type,exception_message,target_only_response_change_db,target_only_response_change_is_finite,target_preservation_status,target_only_reference_peak_index,delta_sinr_db,detected_before,detected_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db
NoJammer,20.0,6002,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,0,0,1,1,-8.678947198979587e-15
NoJammer,20.0,6002,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.20733300643042,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.539089650268529,True,True,0,0,1,454,-8.685846209823309e-05
NoJammer,20.0,6002,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1500,0,0.9799604182629995,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.959920836526, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""matched_response"": 1016.8944698703541, ""normalized_peak"": 0.999999999999999, ""relative_score"": 83.33802140266341}, {""center"": 1355, ""matched_response"": 40.75627969372877, ""normalized_peak"": 0.04007916347398843, ""relative_score"": 3.340118183396098}, {""center"": 2216, ""matched_response"": 39.85742242187454, ""normalized_peak"": 0.03919523962693592, ""relative_score"": 3.2664537189121106}, {""center"": 2617, ""matched_response"": 35.423714479128826, ""normalized_peak"": 0.034835192371185805, ""relative_score"": 2.9030960073957828}, {""center"": 617, ""matched_response"": 34.32771437623182, ""normalized_peak"": 0.033757400982432614, ""relative_score"": 2.813275005572263}]}",PASS,,PASS,0.7687920005992055,402414,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.539089650268529,True,True,0,0,1,445,-8.685846209823309e-05
NoJammer,20.0,6002,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1500,0,0.585054018852947,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.693549050975802, 3.8951386320377726, 3.8896982951434085, 3.86098118388227, 3.853343110512205], ""candidate_separation"": 125, ""margin_confidence"": 0.17010803770589503, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""local_peak"": 1016.8843010273438, ""observable_selection_score"": 4.693549050975802, ""off_candidate_peak"": 55.44621444115435, ""stability_proxy"": 18.340013133025614}, {""center"": 1355, ""local_peak"": 40.75587213500741, ""observable_selection_score"": 3.8951386320377726, ""off_candidate_peak"": 2.222237892600845, ""stability_proxy"": 18.340013133017695}, {""center"": 2216, ""local_peak"": 39.85702385163603, ""observable_selection_score"": 3.8896982951434085, ""off_candidate_peak"": 2.1732276614275228, ""stability_proxy"": 18.340013133017504}, {""center"": 2617, ""local_peak"": 35.42336024552637, ""observable_selection_score"": 3.86098118388227, ""off_candidate_peak"": 1.9314795463116345, ""stability_proxy"": 18.34001313301645}, {""center"": 617, ""local_peak"": 34.327371102520786, ""observable_selection_score"": 3.853343110512205, ""off_candidate_peak"": 1.8717200938479956, ""stability_proxy"": 18.34001313301614}]}",PASS,,PASS,2.480208990164101,970512,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.539089650268529,True,True,0,0,1,445,-8.685846209823309e-05
NoJammer,20.0,6002,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,0,0,7,7,-8.678947198979587e-15
NoJammer,20.0,6002,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,31.925083021633327,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,3.3158857542958273,True,True,0,0,7,98,-8.68584620963044e-05
NoJammer,20.0,6002,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3500,0,0.9799604182630017,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9599208365260045, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3500, ""matched_response"": 1016.8944698703541, ""normalized_peak"": 0.999999999999999, ""relative_score"": 136.04299580511648}, {""center"": 3355, ""matched_response"": 40.756279693728786, ""normalized_peak"": 0.040079163473988454, ""relative_score"": 5.452489468364393}, {""center"": 4216, ""matched_response"": 39.857422421874546, ""normalized_peak"": 0.03919523962693593, ""relative_score"": 5.3322378201477845}, {""center"": 2617, ""matched_response"": 34.32771437623181, ""normalized_peak"": 0.03375740098243261, ""relative_score"": 4.592457960244718}, {""center"": 3695, ""matched_response"": 33.82688776378877, ""normalized_peak"": 0.03326489499751276, ""relative_score"": 4.5254559706042725}]}",PASS,,PASS,0.7881670026108623,402414,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,3.3158857542958273,True,True,0,0,7,104,-8.685846209823309e-05
NoJammer,20.0,6002,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3500,0,0.585054018852947,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.693549050975802, 3.8951386320377726, 3.8896982951434085, 3.853343110512205, 3.8497736004198613], ""candidate_separation"": 125, ""margin_confidence"": 0.17010803770589503, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3500, ""local_peak"": 1016.8843010273438, ""observable_selection_score"": 4.693549050975802, ""off_candidate_peak"": 55.446214441154375, ""stability_proxy"": 18.340013133025607}, {""center"": 3355, ""local_peak"": 40.75587213500741, ""observable_selection_score"": 3.8951386320377726, ""off_candidate_peak"": 2.2222378926008455, ""stability_proxy"": 18.340013133017692}, {""center"": 4216, ""local_peak"": 39.85702385163603, ""observable_selection_score"": 3.8896982951434085, ""off_candidate_peak"": 2.1732276614275228, ""stability_proxy"": 18.340013133017504}, {""center"": 2617, ""local_peak"": 34.327371102520786, ""observable_selection_score"": 3.853343110512205, ""off_candidate_peak"": 1.871720093847996, ""stability_proxy"": 18.340013133016136}, {""center"": 3695, ""local_peak"": 33.82654949829383, ""observable_selection_score"": 3.8497736004198613, ""off_candidate_peak"": 1.8444125013945805, ""stability_proxy"": 18.340013133015994}]}",PASS,,PASS,2.494332962669432,970512,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,3.3158857542958273,True,True,0,0,7,104,-8.685846209823309e-05
NoJammer,20.0,6003,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,0,0,82,82,-8.678947198979587e-15
NoJammer,20.0,6003,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.08775002369657,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,4.228845593034656,True,True,0,0,82,605,-8.68584620963044e-05
NoJammer,20.0,6003,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9784488037741215,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9568976075482439, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 500, ""matched_response"": 993.3579652502033, ""normalized_peak"": 0.999999999999999, ""relative_score"": 97.69265305598563}, {""center"": 1034, ""matched_response"": 42.81610486328246, ""normalized_peak"": 0.04310239245174629, ""relative_score"": 4.210787071671389}, {""center"": 3322, ""matched_response"": 39.38747685063779, ""normalized_peak"": 0.039650839101810574, ""relative_score"": 3.8735956677518932}, {""center"": 1813, ""matched_response"": 39.14096598942211, ""normalized_peak"": 0.039402679958944496, ""relative_score"": 3.8493523427052065}, {""center"": 631, ""matched_response"": 34.15775245731659, ""normalized_peak"": 0.03438614643686179, ""relative_score"": 3.3592738737886587}]}",PASS,,PASS,0.7909999694675207,402414,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,4.228845593034656,True,True,0,0,82,620,-8.68584620963044e-05
NoJammer,20.0,6003,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5832523279907182,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.687700486043438, 3.9071765292705916, 3.886806108577035, 3.8852755212309855, 3.852137455957016], ""candidate_separation"": 125, ""margin_confidence"": 0.16650465598143746, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 500, ""local_peak"": 993.3480317698858, ""observable_selection_score"": 4.687700486043438, ""off_candidate_peak"": 54.162885520572814, ""stability_proxy"": 18.340013133025597}, {""center"": 1034, ""local_peak"": 42.81567670651543, ""observable_selection_score"": 3.9071765292705916, ""off_candidate_peak"": 2.3345499480267393, ""stability_proxy"": 18.340013133018086}, {""center"": 3322, ""local_peak"": 39.38708297980798, ""observable_selection_score"": 3.886806108577035, ""off_candidate_peak"": 2.14760385906602, ""stability_proxy"": 18.340013133017393}, {""center"": 1813, ""local_peak"": 39.1405745836763, ""observable_selection_score"": 3.8852755212309855, ""off_candidate_peak"": 2.134162843820082, ""stability_proxy"": 18.340013133017347}, {""center"": 631, ""local_peak"": 34.15741088320774, ""observable_selection_score"": 3.852137455957016, ""off_candidate_peak"": 1.8624529129533982, ""stability_proxy"": 18.34001313301609}]}",PASS,,PASS,2.492625033482909,970466,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,4.228845593034656,True,True,0,0,82,620,-8.68584620963044e-05
NoJammer,20.0,6003,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,0,0,0,0,-8.678947198979587e-15
NoJammer,20.0,6003,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.20466703735292,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.749140848371503,True,True,0,0,0,457,-8.685846209823309e-05
NoJammer,20.0,6003,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1500,0,0.9784488037741207,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9568976075482424, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""matched_response"": 993.3579652502033, ""normalized_peak"": 0.999999999999999, ""relative_score"": 84.84649347924848}, {""center"": 2034, ""matched_response"": 42.81610486328248, ""normalized_peak"": 0.04310239245174632, ""relative_score"": 3.6570868600971065}, {""center"": 4322, ""matched_response"": 39.38747685063779, ""normalized_peak"": 0.039650839101810574, ""relative_score"": 3.364234661298505}, {""center"": 2813, ""matched_response"": 39.14096598942212, ""normalized_peak"": 0.03940267995894451, ""relative_score"": 3.3431792282015036}, {""center"": 886, ""matched_response"": 37.37801393870105, ""normalized_peak"": 0.037627940023903045, ""relative_score"": 3.192598767875646}]}",PASS,,PASS,0.7897500181570649,402414,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.749140848371503,True,True,0,0,0,451,-8.685846209823309e-05
NoJammer,20.0,6003,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1500,0,0.5832523279907184,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.687700486043439, 3.9071765292705916, 3.886806108577036, 3.8852755212309855, 3.8740473545703815], ""candidate_separation"": 125, ""margin_confidence"": 0.16650465598143763, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""local_peak"": 993.3480317698856, ""observable_selection_score"": 4.687700486043439, ""off_candidate_peak"": 54.162885520572786, ""stability_proxy"": 18.340013133025604}, {""center"": 2034, ""local_peak"": 42.81567670651543, ""observable_selection_score"": 3.9071765292705916, ""off_candidate_peak"": 2.3345499480267393, ""stability_proxy"": 18.340013133018086}, {""center"": 4322, ""local_peak"": 39.387082979807985, ""observable_selection_score"": 3.886806108577036, ""off_candidate_peak"": 2.147603859066019, ""stability_proxy"": 18.340013133017404}, {""center"": 2813, ""local_peak"": 39.1405745836763, ""observable_selection_score"": 3.8852755212309855, ""off_candidate_peak"": 2.1341628438200826, ""stability_proxy"": 18.340013133017344}, {""center"": 886, ""local_peak"": 37.377640162299436, ""observable_selection_score"": 3.8740473545703815, ""off_candidate_peak"": 2.0380378078896424, ""stability_proxy"": 18.34001313301694}]}",PASS,,PASS,2.497166977263987,970558,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.749140848371503,True,True,0,0,0,451,-8.685846209823309e-05
NoJammer,20.0,6003,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,0,0,5,5,-8.678947198979587e-15
NoJammer,20.0,6003,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.12212502351031,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,3.319547745556939,True,True,0,0,5,92,-8.68584620963044e-05
NoJammer,20.0,6003,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3500,0,0.9784488037741231,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9568976075482473, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3500, ""matched_response"": 993.357965250203, ""normalized_peak"": 0.999999999999999, ""relative_score"": 146.7477281676238}, {""center"": 4034, ""matched_response"": 42.81610486328246, ""normalized_peak"": 0.0431023924517463, ""relative_score"": 6.325178170883112}, {""center"": 2886, ""matched_response"": 37.37801393870106, ""normalized_peak"": 0.03762794002390306, ""relative_score"": 5.521814714135384}, {""center"": 3367, ""matched_response"": 34.52066028475266, ""normalized_peak"": 0.03475148082801923, ""relative_score"": 5.099700861972561}, {""center"": 3631, ""matched_response"": 34.15775245731656, ""normalized_peak"": 0.03438614643686177, ""relative_score"": 5.046088870048702}]}",PASS,,PASS,0.7743749883957207,402414,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,3.319547745556939,True,True,0,0,5,90,-8.68584620963044e-05
NoJammer,20.0,6003,3500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,3500,3500,0,0.5832523279907184,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.687700486043439, 3.9071765292705916, 3.874047354570382, 3.854704795846941, 3.852137455957016], ""candidate_separation"": 125, ""margin_confidence"": 0.16650465598143763, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3500, ""local_peak"": 993.3480317698856, ""observable_selection_score"": 4.687700486043439, ""off_candidate_peak"": 54.16288552057279, ""stability_proxy"": 18.3400131330256}, {""center"": 4034, ""local_peak"": 42.81567670651543, ""observable_selection_score"": 3.9071765292705916, ""off_candidate_peak"": 2.3345499480267393, ""stability_proxy"": 18.340013133018086}, {""center"": 2886, ""local_peak"": 37.37764016229944, ""observable_selection_score"": 3.874047354570382, ""off_candidate_peak"": 2.038037807889642, ""stability_proxy"": 18.340013133016946}, {""center"": 3367, ""local_peak"": 34.52031508160183, ""observable_selection_score"": 3.854704795846941, ""off_candidate_peak"": 1.8822404777583857, ""stability_proxy"": 18.340013133016203}, {""center"": 3631, ""local_peak"": 34.15741088320774, ""observable_selection_score"": 3.852137455957016, ""off_candidate_peak"": 1.862452912953398, ""stability_proxy"": 18.340013133016093}]}",PASS,,PASS,2.4976669810712337,970420,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,3.319547745556939,True,True,0,0,5,90,-8.68584620963044e-05
NoJammer,20.0,6004,500,Identity,IDENTITY_BASELINE,500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,500,0.0,True,True,0,0,90,90,-8.678947198979587e-15
NoJammer,20.0,6004,500,adapt_filter_oracle,ORACLE_UPPER_BOUND,500,500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,32.05754194641486,400257328,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,3.9797147313559975,True,True,0,0,90,622,-8.685846209823309e-05
NoJammer,20.0,6004,500,adapt_filter_fair,FAIR_PROTOTYPE_A,500,500,0,0.9788230314395128,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9576460628790265, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 500, ""matched_response"": 997.6103714369896, ""normalized_peak"": 0.999999999999999, ""relative_score"": 100.04261279387215}, {""center"": 2528, ""matched_response"": 42.25272694306372, ""normalized_peak"": 0.04235393712096388, ""relative_score"": 4.237198531688602}, {""center"": 893, ""matched_response"": 34.01762127830985, ""normalized_peak"": 0.034099105474725326, ""relative_score"": 3.4113636056253553}, {""center"": 1291, ""matched_response"": 30.97770296039821, ""normalized_peak"": 0.031051905480670692, ""relative_score"": 3.106513756514657}, {""center"": 636, ""matched_response"": 30.794846621937957, ""normalized_peak"": 0.03086861113681091, ""relative_score"": 3.0881765114445865}]}",PASS,,PASS,0.7779169827699661,402414,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,3.9797147313559975,True,True,0,0,90,634,-8.685846209437573e-05
NoJammer,20.0,6004,500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,500,500,0,0.5836921565465893,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.68876734008267, 3.90394123960903, 3.851139019056681, 3.82843588844625, 3.8270022242695774], ""candidate_separation"": 125, ""margin_confidence"": 0.16738431309317958, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 500, ""local_peak"": 997.6003954330356, ""observable_selection_score"": 4.68876734008267, ""off_candidate_peak"": 54.394748149694486, ""stability_proxy"": 18.340013133025607}, {""center"": 2528, ""local_peak"": 42.25230442001952, ""observable_selection_score"": 3.90394123960903, ""off_candidate_peak"": 2.3038317428428297, ""stability_proxy"": 18.340013133017973}, {""center"": 893, ""local_peak"": 34.01728110549883, ""observable_selection_score"": 3.851139019056681, ""off_candidate_peak"": 1.8548122544275558, ""stability_proxy"": 18.340013133016054}, {""center"": 1291, ""local_peak"": 30.977393186466344, ""observable_selection_score"": 3.82843588844625, ""off_candidate_peak"": 1.6890605781892012, ""stability_proxy"": 18.340013133015084}, {""center"": 636, ""local_peak"": 30.794538676551213, ""observable_selection_score"": 3.8270022242695774, ""off_candidate_peak"": 1.6790903285176864, ""stability_proxy"": 18.34001313301502}]}",PASS,,PASS,2.5117499753832817,970420,,,-8.685846209919741e-05,True,TARGET_PRESERVED,500,3.9797147313559975,True,True,0,0,90,634,-8.685846209437573e-05
NoJammer,20.0,6004,1500,Identity,IDENTITY_BASELINE,1500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,1500,0.0,True,True,0,0,1,1,-8.678947198979587e-15
NoJammer,20.0,6004,1500,adapt_filter_oracle,ORACLE_UPPER_BOUND,1500,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.060875022783875,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.576934764605284,True,True,0,0,1,439,-8.685846209534007e-05
NoJammer,20.0,6004,1500,adapt_filter_fair,FAIR_PROTOTYPE_A,1500,1500,0,0.9788230314395117,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9576460628790244, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""matched_response"": 997.6103714369893, ""normalized_peak"": 0.999999999999999, ""relative_score"": 82.31291673207532}, {""center"": 3528, ""matched_response"": 42.252726943063735, ""normalized_peak"": 0.04235393712096391, ""relative_score"": 3.4862760995134594}, {""center"": 1893, ""matched_response"": 34.01762127830987, ""normalized_peak"": 0.03409910547472535, ""relative_score"": 2.8067968295793246}, {""center"": 1338, ""matched_response"": 33.702060580889345, ""normalized_peak"": 0.03378278889817856, ""relative_score"": 2.780759889553053}, {""center"": 2291, ""matched_response"": 30.977702960398208, ""normalized_peak"": 0.031051905480670695, ""relative_score"": 2.555972910202723}]}",PASS,,PASS,0.7721249712631106,402460,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.576934764605284,True,True,0,0,1,451,-8.685846209437573e-05
NoJammer,20.0,6004,1500,adapt_filter_fair_multihypothesis,FAIR_PROTOTYPE_B,1500,1500,0,0.5836921565465893,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_scores"": [4.68876734008267, 3.90394123960903, 3.8511390190566814, 3.8488759360657614, 3.82843588844625], ""candidate_separation"": 125, ""margin_confidence"": 0.16738431309317958, ""method"": ""multi_hypothesis_observable_stability"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 1500, ""local_peak"": 997.6003954330354, ""observable_selection_score"": 4.68876734008267, ""off_candidate_peak"": 54.39474814969447, ""stability_proxy"": 18.340013133025607}, {""center"": 3528, ""local_peak"": 42.25230442001952, ""observable_selection_score"": 3.90394123960903, ""off_candidate_peak"": 2.3038317428428297, ""stability_proxy"": 18.340013133017973}, {""center"": 1893, ""local_peak"": 34.01728110549883, ""observable_selection_score"": 3.8511390190566814, ""off_candidate_peak"": 1.8548122544275556, ""stability_proxy"": 18.340013133016058}, {""center"": 1338, ""local_peak"": 33.7017235636537, ""observable_selection_score"": 3.8488759360657614, ""off_candidate_peak"": 1.8376062939107183, ""stability_proxy"": 18.34001313301596}, {""center"": 2291, ""local_peak"": 30.977393186466344, ""observable_selection_score"": 3.82843588844625, ""off_candidate_peak"": 1.6890605781892012, ""stability_proxy"": 18.340013133015084}]}",PASS,,PASS,2.5115840253420174,970558,,,-8.685846209919741e-05,True,TARGET_PRESERVED,1500,4.576934764605284,True,True,0,0,1,451,-8.685846209437573e-05
NoJammer,20.0,6004,3500,Identity,IDENTITY_BASELINE,3500,,,1.0,Identity,IDENTITY,1.0,0.0,{},PASS,,PASS,0.0,0,,,-8.678947198979587e-15,True,TARGET_PRESERVED,3500,0.0,True,True,0,0,6,6,-8.678947198979587e-15
NoJammer,20.0,6004,3500,adapt_filter_oracle,ORACLE_UPPER_BOUND,3500,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,nan,0.01,{},ORACLE_TRUE_TARGET_IDX,target_idx,PASS,33.03537500323728,400257360,,,-8.685846209919741e-05,True,TARGET_PRESERVED,3500,3.3394403443346476,True,True,0,0,6,89,-8.685846209823309e-05
NoJammer,20.0,6004,3500,adapt_filter_fair,FAIR_PROTOTYPE_A,3500,3500,0,0.9829504472626331,,FITTED_TOPK_PROTECTED_PROJECTION,1.00001,0.01,"{""candidate_count"": 5, ""candidate_separation"": 125, ""margin_confidence"": 0.9659008945252673, ""method"": ""matched_filter_top_k_peak_margin"", ""peak_confidence"": 0.999999999999999, ""topk_candidates"": [{""center"": 3500, ""matched_response"": 997.6103714369896, ""normalized_peak"": 0.999999999999999, ""relative_score"": 132.8790969299361}, {""center"": 3893, ""matched_response"": 34.017621278309875, ""normalized_peak"": 0.03409910547472535, ""relative_score"": 4.531058341600149}, {""center"": 3338, ""matched_response"": 33.702060580889345, ""normalized_peak"": 0.033782788898178547, ""relative_score"": 4.489026480564641}, {""center"": 2454, ""matched_response"": 33.42953933870078, ""normalized_peak"": 0.03350961487153324, ""relative_score"": 4.4527273625992985}, {""center"": 4291, ""matched_response"": 30.977702960398204, ""normalized_peak"": 0.031051905480670685, ""relative_score"": 4.1261491582252585}]}",PASS,,PASS,0.7918750052340329,402414,,,-8.685846209726874e-05,True,TARGET_PRESERVED,3500,3.3394403443346476,True,True,0,0,6,95,-8.685846209437573e-05
