jammer,algorithm,jsr_db,seed,jammer_contract_status,jammer_comparable,requested_jsr_db,measured_jsr_db,jsr_error_db,jsr_status,legacy_components_available,interface_status,oracle_input_status,forbidden_keys_present,delta_sinr_db,pd_identity,pd_algorithm,peak_error_identity,peak_error_algorithm,false_peak_identity,false_peak_algorithm,target_only_response_change_db,target_preservation_status,runtime_ms,memory_usage_bytes,max_false_peak_db_after
AMNoiseGaiJam,Current_WLN,20.0,2008,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.3915989784153027,0.0,0.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.083541010506451,839264,-inf
AMNoiseGaiJam,Current_WLN,20.0,2009,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.880576761355673,0.0,0.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.2670839680358768,839395,-inf
AMNoiseGaiJam,Current_WLN,20.0,2010,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,1.9230759473158372,0.0,1.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.1048340131528676,839312,-inf
AMNoiseGaiJam,Current_WLN,20.0,2011,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.2605960797343343,1.0,1.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.1082499879412353,839347,-inf
AMNoiseGaiJam,Current_WLN,20.0,2012,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.366415825225797,0.0,1.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.274333033710718,839492,-inf
AMNoiseGaiJam,Current_WLN,20.0,2013,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.7393854923974867,0.0,1.0,0,0,1,1,1.7542552869168084,TARGET_PRESERVED,2.119207987561822,839301,-33.44663652746387
AMNoiseGaiJam,Current_WLN,20.0,2014,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.4976879664776384,0.0,0.0,1,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.1198340109549463,839521,-32.14844206335516
AMNoiseGaiJam,Current_WLN,20.0,2015,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.082134437829122,0.0,0.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.0944999996572733,839569,-inf
AMNoiseGaiJam,Current_WLN,20.0,2016,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.1009196993550745,1.0,1.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.297166036441922,839543,-inf
AMNoiseGaiJam,Current_WLN,20.0,2017,UNIFIED_JSR_PASS,True,20.0,19.999999999999996,-3.552713678800501e-15,unified/pass,True,PASS,PASS,,2.034417863272971,0.0,1.0,0,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.504583972040564,839407,-inf
AMNoiseGaiJam,Current_WLN,20.0,2018,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.1801013410226027,1.0,1.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.082542050629854,839257,-inf
AMNoiseGaiJam,Current_WLN,20.0,2019,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.1308724269803925,0.0,0.0,1,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.2804170148447156,839556,-29.170878831868272
AMNoiseGaiJam,Current_WLN,20.0,2020,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.7283312074628796,0.0,0.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.198500034864992,839474,-inf
AMNoiseGaiJam,Current_WLN,20.0,2021,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.3741416070620485,0.0,1.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.5800419971346855,839550,-inf
AMNoiseGaiJam,Current_WLN,20.0,2022,UNIFIED_JSR_PASS,True,20.0,19.999999999999996,-3.552713678800501e-15,unified/pass,True,PASS,PASS,,2.0637914659869026,0.0,1.0,0,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.1813749917782843,839592,-34.35011936805917
AMNoiseGaiJam,Current_WLN,20.0,2023,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.1712370354409707,1.0,1.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.214167034253478,839523,-inf
AMNoiseGaiJam,Current_WLN,20.0,2024,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.637539201307643,0.0,0.0,0,0,1,1,1.7542552869168084,TARGET_PRESERVED,2.5504579534754157,839393,-35.37102131818312
AMNoiseGaiJam,Current_WLN,20.0,2025,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.291195510730226,1.0,1.0,1,0,1,1,1.7542552869168084,TARGET_PRESERVED,2.0867499988526106,839419,-32.059955834173664
AMNoiseGaiJam,Current_WLN,20.0,2026,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.682125742149502,0.0,0.0,1,1,0,0,1.7542552869168084,TARGET_PRESERVED,2.457166963722557,839557,-inf
AMNoiseGaiJam,Current_WLN,20.0,2027,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.3467217067207713,0.0,0.0,1,1,2,2,1.7542552869168084,TARGET_PRESERVED,2.147875027731061,839393,-30.907965649965206
AMNoiseGaiJam,Current_WLN,20.0,2028,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.5032013362794103,1.0,1.0,0,0,2,2,1.7542552869168084,TARGET_PRESERVED,2.147334045730531,839278,-31.560496610044623
AMNoiseGaiJam,Current_WLN,20.0,2029,UNIFIED_JSR_PASS,True,20.0,20.0,0.0,unified/pass,True,PASS,PASS,,2.499427732136617,0.0,0.0,0,0,0,0,1.7542552869168084,TARGET_PRESERVED,2.2392499959096313,839523,-inf
