jammer,jsr_db,seed,target_position,true_target_idx_for_evaluation_only,candidate_id,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,oracle_input_status,candidate_design,fit_function_name,dispatch_status,candidate_params_json,forbidden_keys_present,target_preservation_status,target_only_response_change_db,algorithm,role,interface_status,delta_sinr_db,detected_before,detected_after,pd_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db,runtime_ms,memory_usage_bytes
NoiseProductJamming,30.0,9245,4000,4000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,389,389,3,3,-1.9286549331065743e-15,0.35758299054577947,80000
NoiseProductJamming,30.0,9246,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9246,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,27.747202061979884,False,True,True,21,0,0,533,-0.45869685324913284,23.967540997546166,400257328
NoiseProductJamming,30.0,9246,1000,1000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.35849999403581023,80000
NoiseProductJamming,30.0,9246,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9246,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,27.760471107130222,False,True,True,21,0,0,448,-0.43818515167535904,24.009959015529603,400257328
NoiseProductJamming,30.0,9246,1500,1500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.336292025167495,80000
NoiseProductJamming,30.0,9246,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9246,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,27.73376154541041,False,True,True,21,0,0,273,-0.46008248201059776,24.483832996338606,400257328
NoiseProductJamming,30.0,9246,2500,2500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.3578329924494028,80000
NoiseProductJamming,30.0,9246,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9246,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,27.756288558526883,False,True,True,21,0,0,95,-0.44739416899293455,23.926207970362157,400257328
NoiseProductJamming,30.0,9246,3500,3500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.3457919810898602,80000
NoiseProductJamming,30.0,9246,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9246,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,27.7453368189213,False,True,True,21,0,0,15,-0.4322135772756508,23.92683399375528,400257328
NoiseProductJamming,30.0,9246,4000,4000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,21,21,0,0,-1.9286549331065743e-15,0.34179200883954763,80000
NoiseProductJamming,30.0,9247,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.0,0
NoiseProductJamming,30.0,9247,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,23.502275383326207,False,True,True,11,0,1,526,-0.5471815918500468,24.052875000052154,400257328
NoiseProductJamming,30.0,9247,1000,1000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.3674579784274101,80000
NoiseProductJamming,30.0,9247,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,11,11,0,0,-9.643274665532871e-16,0.0,0
NoiseProductJamming,30.0,9247,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,23.493597982325532,False,True,True,11,0,0,438,-0.5735487098923906,23.984250030480325,400257328
NoiseProductJamming,30.0,9247,1500,1500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,11,11,0,0,-9.643274665532871e-16,0.3517079749144614,80000
NoiseProductJamming,30.0,9247,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,11,11,0,0,-9.643274665532871e-16,0.0,0
NoiseProductJamming,30.0,9247,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,23.51116508229798,False,True,True,11,0,0,274,-0.5684249993464957,24.073457985650748,400257328
NoiseProductJamming,30.0,9247,2500,2500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,11,11,0,0,-9.643274665532871e-16,0.3475840203464031,80000
NoiseProductJamming,30.0,9247,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.0,0
NoiseProductJamming,30.0,9247,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,23.526638796829697,False,True,True,11,0,1,97,-0.5604218355548234,24.13174998946488,400257328
NoiseProductJamming,30.0,9247,3500,3500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.36454200744628906,80000
NoiseProductJamming,30.0,9247,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.0,0
NoiseProductJamming,30.0,9247,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,23.519440080134576,False,True,True,11,0,1,13,-0.5472352003162133,23.923959000967443,400257328
NoiseProductJamming,30.0,9247,4000,4000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,11,11,1,1,-9.643274665532871e-16,0.3415420069359243,80000
NoiseProductJamming,30.0,9248,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.0,0
NoiseProductJamming,30.0,9248,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,32.74720609291233,False,True,True,110,0,0,532,-0.1686961076878962,24.695708008948714,400257328
NoiseProductJamming,30.0,9248,1000,1000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.35970803583040833,80000
NoiseProductJamming,30.0,9248,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.0,0
NoiseProductJamming,30.0,9248,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,32.795005305696016,False,True,True,110,0,0,449,-0.16388916765214268,24.016833980567753,400257328
NoiseProductJamming,30.0,9248,1500,1500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.3635419998317957,80000
NoiseProductJamming,30.0,9248,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.0,0
NoiseProductJamming,30.0,9248,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,32.787523322326,False,True,True,110,0,0,281,-0.1643316380327341,23.800832976121455,400257328
NoiseProductJamming,30.0,9248,2500,2500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.35079201916232705,80000
NoiseProductJamming,30.0,9248,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.0,0
NoiseProductJamming,30.0,9248,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,32.76320472781941,False,True,True,110,0,0,92,-0.1698736636584432,24.329165986273438,400257328
NoiseProductJamming,30.0,9248,3500,3500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.3635000321082771,80000
NoiseProductJamming,30.0,9248,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.0,0
NoiseProductJamming,30.0,9248,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,32.75935265799894,False,True,True,110,0,0,20,-0.1639843003067469,23.66895799059421,400257328
NoiseProductJamming,30.0,9248,4000,4000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,110,110,0,0,-2.892982399659862e-15,0.35729201044887304,80000
NoiseProductJamming,30.0,9249,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,362,362,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9249,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,30.69800835297933,False,True,True,362,0,0,540,-0.47079807056480216,23.918625025544316,400257328
NoiseProductJamming,30.0,9249,1000,1000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,362,362,0,0,-1.9286549331065743e-15,0.35904202377423644,80000
NoiseProductJamming,30.0,9249,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,362,362,0,0,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9249,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,30.720497638017726,False,True,True,362,0,0,455,-0.4831984948950058,24.347125028725713,400257328
NoiseProductJamming,30.0,9249,1500,1500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,362,362,0,0,-1.9286549331065743e-15,0.358375022187829,80000
NoiseProductJamming,30.0,9249,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9249,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,30.698176693015157,False,True,True,362,0,1,275,-0.4945417117545403,23.958166013471782,400257328
NoiseProductJamming,30.0,9249,2500,2500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.3428749623708427,80000
NoiseProductJamming,30.0,9249,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9249,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,30.70242657719004,False,True,True,362,0,1,96,-0.48128208934504213,24.21020803740248,400257328
NoiseProductJamming,30.0,9249,3500,3500,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.3476249985396862,80000
NoiseProductJamming,30.0,9249,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.0,0
NoiseProductJamming,30.0,9249,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,30.70981757355385,False,True,True,362,0,1,12,-0.4777480385011807,24.20650003477931,400257328
NoiseProductJamming,30.0,9249,4000,4000,A_k3_c0.8_r0.001,,,0.0,Identity,FALLBACK_IDENTITY_LOW_CONFIDENCE,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,0.0,False,False,False,362,362,1,1,-1.9286549331065743e-15,0.3911660169251263,80000
NoiseConvolutionJamming,0.0,9200,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9200,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.765881306422138,True,True,True,1,0,0,533,-0.08951548911308928,23.805332952179015,400257328
NoiseConvolutionJamming,0.0,9200,1000,1000,A_k3_c0.8_r0.001,1001,1,0.9152891453671214,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.768636293839009,True,True,True,1,1,0,532,-8.685885306163955e-06,0.5307919927872717,80000
NoiseConvolutionJamming,0.0,9200,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9200,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.787763049098459,True,True,True,1,0,0,443,-0.08176858132100939,24.072000000160187,400257328
NoiseConvolutionJamming,0.0,9200,1500,1500,A_k3_c0.8_r0.001,1501,1,0.9179113027478503,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.79051803651533,True,True,True,1,1,0,444,-8.685885304235298e-06,0.5182499880902469,80000
NoiseConvolutionJamming,0.0,9200,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9200,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,,,NOT_APPLICABLE,,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.71276744866704,True,True,True,1,0,0,276,-0.07206841224890911,24.361541029065847,400257328
NoiseConvolutionJamming,0.0,9200,2500,2500,A_k3_c0.8_r0.001,2501,1,0.9185943260275649,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,A,fit_adapt_filter_fair,PASS,"{""confidence_threshold"": 0.8, ""regularization"": 0.001, ""top_k"": 3}",,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.715522436083912,True,True,True,1,1,0,280,-8.685885302306642e-06,0.5021659890189767,80000
NoiseConvolutionJamming,0.0,9200,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,,NOT_APPLICABLE,,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-8.678947198979587e-15,0.0,0
