jammer,jsr_db,seed,target_position,true_target_idx_for_evaluation_only,candidate_id,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,oracle_input_status,forbidden_keys_present,target_preservation_status,target_only_response_change_db,algorithm,role,interface_status,delta_sinr_db,detected_before,detected_after,pd_after,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_window_peak_change_db,runtime_ms,memory_usage_bytes
NoiseConvolutionJamming,0.0,9106,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9106,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.572927337986176,True,True,True,0,0,0,259,-8.685846209919741e-05,23.635584046132863,400257328
NoiseConvolutionJamming,0.0,9106,2500,2500,B_k3_c0.8_r0.001,2500,0,0.9299363609434181,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.572927337986183,True,True,True,0,0,0,274,-8.685885302306642e-06,0.5196250276640058,80000
NoiseConvolutionJamming,0.0,9106,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9106,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.58418070168388,True,True,True,0,0,0,98,-8.685846209823309e-05,23.35495804436505,400257328
NoiseConvolutionJamming,0.0,9106,3500,3500,B_k3_c0.8_r0.001,3500,0,0.9306486714152334,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.58418070168388,True,True,True,0,0,0,89,-8.685885306163955e-06,0.4725419566966593,80000
NoiseConvolutionJamming,0.0,9106,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9106,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.49256657037331,True,True,True,0,0,0,14,-8.685846209823309e-05,24.153250036761165,400257328
NoiseConvolutionJamming,0.0,9106,4000,4000,B_k3_c0.8_r0.001,4000,0,0.9323724978537828,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.492566570373302,True,True,True,0,0,0,21,-8.685885307128283e-06,0.48570800572633743,80000
NoiseConvolutionJamming,0.0,9107,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,1,1,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9107,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.000073902401194,True,True,True,0,0,1,544,-8.685846209823309e-05,23.781791038345546,400257328
NoiseConvolutionJamming,0.0,9107,1000,1000,B_k3_c0.8_r0.001,1000,0,0.9200615152368355,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.000073902401194,True,True,True,0,0,1,540,-8.685885301342313e-06,0.4848749958910048,80000
NoiseConvolutionJamming,0.0,9107,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,1,1,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9107,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.992814783235406,True,True,True,0,0,1,440,-8.685846209437573e-05,23.70087499730289,400257328
NoiseConvolutionJamming,0.0,9107,1500,1500,B_k3_c0.8_r0.001,1500,0,0.9237542936819373,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.992814783235406,True,True,True,0,0,1,448,-8.685885300377985e-06,0.48741704085841775,80000
NoiseConvolutionJamming,0.0,9107,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,1,1,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9107,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.855185534631183,True,True,True,0,0,1,272,-8.685846209726874e-05,23.586541996337473,400257328
NoiseConvolutionJamming,0.0,9107,2500,2500,B_k3_c0.8_r0.001,2500,0,0.9210359011244595,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.855185534631183,True,True,True,0,0,1,281,-8.685885305199628e-06,0.5280000041238964,80000
NoiseConvolutionJamming,0.0,9107,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9107,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.078940615595858,True,True,True,0,0,0,102,-8.685846209534007e-05,23.644749948289245,400257328
NoiseConvolutionJamming,0.0,9107,3500,3500,B_k3_c0.8_r0.001,3500,0,0.9192105372860658,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.078940615595858,True,True,True,0,0,0,102,-8.685885306163955e-06,0.48325001262128353,80000
NoiseConvolutionJamming,0.0,9107,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9107,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.176942598244189,True,True,True,0,0,0,17,-8.68584620963044e-05,23.675458040088415,400257328
NoiseConvolutionJamming,0.0,9107,4000,4000,B_k3_c0.8_r0.001,4000,0,0.9202377277839131,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.176942598244189,True,True,True,0,0,0,17,-8.685885302306642e-06,0.48766599502414465,80000
NoiseConvolutionJamming,0.0,9108,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9108,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.455606343325172,True,True,True,0,0,0,528,-8.685846209726874e-05,23.355041979812086,400257328
NoiseConvolutionJamming,0.0,9108,1000,1000,B_k3_c0.8_r0.001,1000,0,0.9209474621554422,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.455606343325172,True,True,True,0,0,0,538,-8.685885305199628e-06,0.4831670084968209,80000
NoiseConvolutionJamming,0.0,9108,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9108,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.468490883171157,True,True,True,0,0,0,449,-8.68584620963044e-05,25.23341600317508,400257328
NoiseConvolutionJamming,0.0,9108,1500,1500,B_k3_c0.8_r0.001,1500,0,0.9198093511030527,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.468490883171157,True,True,True,0,0,0,456,-8.685885302306642e-06,0.4909999552182853,80000
NoiseConvolutionJamming,0.0,9108,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9108,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.410350522157454,True,True,True,0,0,0,265,-8.685846209823309e-05,23.83841702248901,400257328
NoiseConvolutionJamming,0.0,9108,2500,2500,B_k3_c0.8_r0.001,2500,0,0.9176092639602919,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.410350522157454,True,True,True,0,0,0,268,-8.685885307128283e-06,0.5283749778755009,80000
NoiseConvolutionJamming,0.0,9108,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9108,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.379535261199266,True,True,True,0,0,0,102,-8.68584620963044e-05,23.62404199084267,400257328
NoiseConvolutionJamming,0.0,9108,3500,3500,B_k3_c0.8_r0.001,3500,0,0.9225138512375284,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.379535261199266,True,True,True,0,0,0,97,-8.685885305199628e-06,0.4906670073978603,80000
NoiseConvolutionJamming,0.0,9108,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9108,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.377384078460985,True,True,True,0,0,0,16,-8.685846209823309e-05,23.928833019454032,400257328
NoiseConvolutionJamming,0.0,9108,4000,4000,B_k3_c0.8_r0.001,4000,0,0.9210661005187937,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.377384078460985,True,True,True,0,0,0,15,-8.685885305199628e-06,0.48508401960134506,80000
NoiseConvolutionJamming,0.0,9109,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,2,2,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9109,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.157673712697488,True,True,True,0,0,2,533,-8.685846209823309e-05,23.64520903211087,400257328
NoiseConvolutionJamming,0.0,9109,1000,1000,B_k3_c0.8_r0.001,1000,0,0.9371132871073324,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.157673712697488,True,True,True,0,0,2,524,-8.685885306163955e-06,0.4922079970128834,80000
NoiseConvolutionJamming,0.0,9109,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,1,1,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9109,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.177429732425406,True,True,True,0,0,1,457,-8.68584620963044e-05,23.575250001158565,400257328
NoiseConvolutionJamming,0.0,9109,1500,1500,B_k3_c0.8_r0.001,1500,0,0.9375099765929967,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.177429732425406,True,True,True,0,0,1,449,-8.685885304235298e-06,0.509292003698647,80000
NoiseConvolutionJamming,0.0,9109,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,2,2,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9109,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.184367361567308,True,True,True,0,0,2,272,-8.685846209823309e-05,24.037665978539735,400257328
NoiseConvolutionJamming,0.0,9109,2500,2500,B_k3_c0.8_r0.001,2500,0,0.9312425464199661,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.184367361567308,True,True,True,0,0,2,272,-8.685885304235298e-06,0.4889169940724969,80000
NoiseConvolutionJamming,0.0,9109,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9109,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.225277927958153,True,True,True,0,0,0,99,-8.685846209534007e-05,23.47154199378565,400257328
NoiseConvolutionJamming,0.0,9109,3500,3500,B_k3_c0.8_r0.001,3500,0,0.9337128710638158,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.225277927958153,True,True,True,0,0,0,106,-8.685885302306642e-06,0.4837499582208693,80000
NoiseConvolutionJamming,0.0,9109,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-8.678947198979587e-15,0.0,0
NoiseConvolutionJamming,0.0,9109,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.324748299113331,True,True,True,0,0,0,17,-8.685846209726874e-05,23.816082975827157,400257328
NoiseConvolutionJamming,0.0,9109,4000,4000,B_k3_c0.8_r0.001,4000,0,0.9320862409008732,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.324748299113331,True,True,True,0,0,0,14,-8.685885306163955e-06,0.49070798559114337,80000
NoiseConvolutionJamming,0.0,9110,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9110,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.995756001777597,True,True,True,0,0,0,528,-8.685846209534007e-05,23.758874973282218,400257328
NoiseConvolutionJamming,0.0,9110,1000,1000,B_k3_c0.8_r0.001,1000,0,0.9061088283467631,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.995756001777597,True,True,True,0,0,0,549,-8.685885302306642e-06,0.48579199938103557,80000
NoiseConvolutionJamming,0.0,9110,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9110,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.8332972184193,True,True,True,0,0,0,450,-8.685846209534007e-05,23.36854097666219,400257328
NoiseConvolutionJamming,0.0,9110,1500,1500,B_k3_c0.8_r0.001,1500,0,0.9084190770582073,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.8332972184193,True,True,True,0,0,0,448,-8.685885302306642e-06,0.4713329835794866,80000
NoiseConvolutionJamming,0.0,9110,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9110,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.877043477297224,True,True,True,0,0,0,270,-8.68584620963044e-05,23.975124990101904,400257328
NoiseConvolutionJamming,0.0,9110,2500,2500,B_k3_c0.8_r0.001,2500,0,0.9071205192039107,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.877043477297224,True,True,True,0,0,0,265,-8.685885299413656e-06,0.4910409916192293,80000
NoiseConvolutionJamming,0.0,9110,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9110,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,13.17937142984609,True,True,True,0,0,0,101,-8.685846209726874e-05,23.620416002813727,400257328
NoiseConvolutionJamming,0.0,9110,3500,3500,B_k3_c0.8_r0.001,3500,0,0.9031256071432775,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,13.17937142984609,True,True,True,0,0,0,97,-8.685885305199628e-06,0.48141699517145753,80000
NoiseConvolutionJamming,0.0,9110,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-7.7146197324263e-15,0.0,0
NoiseConvolutionJamming,0.0,9110,4000,4000,,4000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,12.922447354253073,True,True,True,0,0,0,14,-8.685846209823309e-05,23.624916037078947,400257328
NoiseConvolutionJamming,0.0,9110,4000,4000,B_k3_c0.8_r0.001,4000,0,0.9064723348461114,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885306163955e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,12.922447354253073,True,True,True,0,0,0,17,-8.68588530327097e-06,0.49720797687768936,80000
NoiseConvolutionJamming,0.0,9111,1000,1000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-9.643274665532877e-15,0.0,0
NoiseConvolutionJamming,0.0,9111,1000,1000,,1000,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209437573e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,14.16750996026012,True,True,True,0,0,0,528,-8.685846209823309e-05,23.52595899719745,400257328
NoiseConvolutionJamming,0.0,9111,1000,1000,B_k3_c0.8_r0.001,1000,0,0.9057021914033855,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.68588530327097e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,14.16750996026012,True,True,True,0,0,0,533,-8.685885305199628e-06,0.4835830186493695,80000
NoiseConvolutionJamming,0.0,9111,1500,1500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,0,0,0,0,-9.643274665532877e-15,0.0,0
NoiseConvolutionJamming,0.0,9111,1500,1500,,1500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,14.243881338788036,True,True,True,0,0,0,450,-8.685846209534007e-05,23.592750017996877,400257328
NoiseConvolutionJamming,0.0,9111,1500,1500,B_k3_c0.8_r0.001,1500,0,0.9036765271886125,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,14.243881338788036,True,True,True,0,0,0,454,-8.685885301342313e-06,0.4833329585380852,80000
NoiseConvolutionJamming,0.0,9111,2500,2500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-9.643274665532877e-15,0.0,0
NoiseConvolutionJamming,0.0,9111,2500,2500,,2500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.68584620963044e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,14.09972437374278,True,True,True,1,0,0,270,-0.005238602513010615,23.31504097674042,400257328
NoiseConvolutionJamming,0.0,9111,2500,2500,B_k3_c0.8_r0.001,2499,1,0.9066674342620926,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,14.102479361159652,True,True,True,1,1,0,268,-8.685885308092612e-06,0.4705419996753335,80000
NoiseConvolutionJamming,0.0,9111,3500,3500,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-9.643274665532877e-15,0.0,0
NoiseConvolutionJamming,0.0,9111,3500,3500,,3500,0,1.0,,LEGACY_ORACLE_TRUE_TARGET_IDX,ORACLE_TRUE_TARGET_IDX,target_idx,TARGET_PRESERVED,-8.685846209919741e-05,adapt_filter_oracle,ORACLE_UPPER_BOUND,PASS,14.364184177082826,True,True,True,1,0,0,99,-0.025913761043569995,23.51266605546698,400257328
NoiseConvolutionJamming,0.0,9111,3500,3500,B_k3_c0.8_r0.001,3499,1,0.8995374643742617,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,TARGET_PRESERVED,-8.685885305199628e-06,adapt_filter_fair_frozen,FROZEN_REJECTION_CONFIRMATION,PASS,14.36693916449969,True,True,True,1,1,0,99,-8.685885306163955e-06,0.4824589705094695,80000
NoiseConvolutionJamming,0.0,9111,4000,4000,,,,1.0,Identity,IDENTITY,PASS,,TARGET_PRESERVED,0.0,Identity,IDENTITY_BASELINE,PASS,0.0,True,True,True,1,1,0,0,-9.643274665532877e-15,0.0,0
