trial_id,jammer,jsr_db,seed,target_position,algorithm,mask_support_ratio,target_protection_overlap,fallback_ratio
SMSP|jsr=0|seed=10301|center=1000|Current_FrFT,SMSP,0.0,10301,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10301,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10301,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10301|center=1500|Identity,SMSP,0.0,10301,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10301|center=1500|Current_FrFT,SMSP,0.0,10301,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10301,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10301,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10301|center=2500|Identity,SMSP,0.0,10301,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10301|center=2500|Current_FrFT,SMSP,0.0,10301,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10301,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10301,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10301|center=3500|Identity,SMSP,0.0,10301,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10301|center=3500|Current_FrFT,SMSP,0.0,10301,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10301,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10301,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10301|center=4000|Identity,SMSP,0.0,10301,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10301|center=4000|Current_FrFT,SMSP,0.0,10301,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10301,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10301|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10301,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10302|center=1000|Identity,SMSP,0.0,10302,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10302|center=1000|Current_FrFT,SMSP,0.0,10302,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10302,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10302,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10302|center=1500|Identity,SMSP,0.0,10302,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10302|center=1500|Current_FrFT,SMSP,0.0,10302,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10302,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10302,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10302|center=2500|Identity,SMSP,0.0,10302,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10302|center=2500|Current_FrFT,SMSP,0.0,10302,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10302,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10302,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10302|center=3500|Identity,SMSP,0.0,10302,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10302|center=3500|Current_FrFT,SMSP,0.0,10302,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10302,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10302,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10302|center=4000|Identity,SMSP,0.0,10302,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10302|center=4000|Current_FrFT,SMSP,0.0,10302,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10302,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10302|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10302,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10303|center=1000|Identity,SMSP,0.0,10303,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10303|center=1000|Current_FrFT,SMSP,0.0,10303,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10303,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10303,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10303|center=1500|Identity,SMSP,0.0,10303,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10303|center=1500|Current_FrFT,SMSP,0.0,10303,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10303,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10303,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10303|center=2500|Identity,SMSP,0.0,10303,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10303|center=2500|Current_FrFT,SMSP,0.0,10303,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10303,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10303,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10303|center=3500|Identity,SMSP,0.0,10303,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10303|center=3500|Current_FrFT,SMSP,0.0,10303,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10303,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10303,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10303|center=4000|Identity,SMSP,0.0,10303,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10303|center=4000|Current_FrFT,SMSP,0.0,10303,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10303,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10303|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10303,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10304|center=1000|Identity,SMSP,0.0,10304,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10304|center=1000|Current_FrFT,SMSP,0.0,10304,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10304,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10304,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10304|center=1500|Identity,SMSP,0.0,10304,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10304|center=1500|Current_FrFT,SMSP,0.0,10304,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10304,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10304,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10304|center=2500|Identity,SMSP,0.0,10304,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10304|center=2500|Current_FrFT,SMSP,0.0,10304,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10304,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10304,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10304|center=3500|Identity,SMSP,0.0,10304,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10304|center=3500|Current_FrFT,SMSP,0.0,10304,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10304,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10304,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10304|center=4000|Identity,SMSP,0.0,10304,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10304|center=4000|Current_FrFT,SMSP,0.0,10304,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10304,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10304|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10304,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10305|center=1000|Identity,SMSP,0.0,10305,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10305|center=1000|Current_FrFT,SMSP,0.0,10305,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10305,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10305,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10305|center=1500|Identity,SMSP,0.0,10305,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10305|center=1500|Current_FrFT,SMSP,0.0,10305,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10305,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10305,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10305|center=2500|Identity,SMSP,0.0,10305,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10305|center=2500|Current_FrFT,SMSP,0.0,10305,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10305,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10305,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10305|center=3500|Identity,SMSP,0.0,10305,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10305|center=3500|Current_FrFT,SMSP,0.0,10305,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10305,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10305,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10305|center=4000|Identity,SMSP,0.0,10305,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10305|center=4000|Current_FrFT,SMSP,0.0,10305,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10305,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10305|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10305,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10306|center=1000|Identity,SMSP,0.0,10306,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10306|center=1000|Current_FrFT,SMSP,0.0,10306,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10306,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10306,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10306|center=1500|Identity,SMSP,0.0,10306,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10306|center=1500|Current_FrFT,SMSP,0.0,10306,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10306,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10306,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10306|center=2500|Identity,SMSP,0.0,10306,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10306|center=2500|Current_FrFT,SMSP,0.0,10306,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10306,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10306,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10306|center=3500|Identity,SMSP,0.0,10306,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10306|center=3500|Current_FrFT,SMSP,0.0,10306,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10306,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10306,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10306|center=4000|Identity,SMSP,0.0,10306,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10306|center=4000|Current_FrFT,SMSP,0.0,10306,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10306,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10306|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10306,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10307|center=1000|Identity,SMSP,0.0,10307,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10307|center=1000|Current_FrFT,SMSP,0.0,10307,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10307,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10307,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10307|center=1500|Identity,SMSP,0.0,10307,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10307|center=1500|Current_FrFT,SMSP,0.0,10307,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10307,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10307,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10307|center=2500|Identity,SMSP,0.0,10307,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10307|center=2500|Current_FrFT,SMSP,0.0,10307,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10307,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10307,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10307|center=3500|Identity,SMSP,0.0,10307,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10307|center=3500|Current_FrFT,SMSP,0.0,10307,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10307,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10307,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10307|center=4000|Identity,SMSP,0.0,10307,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10307|center=4000|Current_FrFT,SMSP,0.0,10307,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10307,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10307|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10307,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10308|center=1000|Identity,SMSP,0.0,10308,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10308|center=1000|Current_FrFT,SMSP,0.0,10308,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10308,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10308,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10308|center=1500|Identity,SMSP,0.0,10308,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10308|center=1500|Current_FrFT,SMSP,0.0,10308,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10308,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10308,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177098,0.0
SMSP|jsr=0|seed=10308|center=2500|Identity,SMSP,0.0,10308,2500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10308|center=2500|Current_FrFT,SMSP,0.0,10308,2500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=2500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10308,2500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=2500|Oracle_FrFT_UpperBound,SMSP,0.0,10308,2500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10308|center=3500|Identity,SMSP,0.0,10308,3500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10308|center=3500|Current_FrFT,SMSP,0.0,10308,3500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=3500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10308,3500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=3500|Oracle_FrFT_UpperBound,SMSP,0.0,10308,3500,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10308|center=4000|Identity,SMSP,0.0,10308,4000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10308|center=4000|Current_FrFT,SMSP,0.0,10308,4000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=4000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10308,4000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10308|center=4000|Oracle_FrFT_UpperBound,SMSP,0.0,10308,4000,Oracle_FrFT_UpperBound,0.089,0.0,0.0
SMSP|jsr=0|seed=10309|center=1000|Identity,SMSP,0.0,10309,1000,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10309|center=1000|Current_FrFT,SMSP,0.0,10309,1000,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10309|center=1000|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10309,1000,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10309|center=1000|Oracle_FrFT_UpperBound,SMSP,0.0,10309,1000,Oracle_FrFT_UpperBound,0.089,0.5318973083343975,0.0
SMSP|jsr=0|seed=10309|center=1500|Identity,SMSP,0.0,10309,1500,Identity,0.0,1.0,1.0
SMSP|jsr=0|seed=10309|center=1500|Current_FrFT,SMSP,0.0,10309,1500,Current_FrFT,1.0,nan,0.0
SMSP|jsr=0|seed=10309|center=1500|FROZEN_REJECTION_CONFIRMATION,SMSP,0.0,10309,1500,FROZEN_REJECTION_CONFIRMATION,1.0,nan,0.0
SMSP|jsr=0|seed=10309|center=1500|Oracle_FrFT_UpperBound,SMSP,0.0,10309,1500,Oracle_FrFT_UpperBound,0.089,0.6370791897177097,0.0
SMSP|jsr=0|seed=10309|center=2500|Identity,SMSP,0.0,10309,2500,Identity,0.0,1.0,1.0
