jammer,algorithm,jsr_db,seed,interface_ok,oracle_target_idx_passed,oracle_jammer_info_passed,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_peak_loss_db,false_peak_count_before,false_peak_count_after,true_false_peak_ratio_before,true_false_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index
FMZuse,WLN,0.0,47,True,False,False,34.13059030746961,33.10838182578978,-1.022208481679833,True,True,1500,1500,0,0,0.0,0.0,2.113812598917177,2,3,0.01888790809134207,0.03050807900251376,-34.47632278406741,-30.311702753001363,2.155291032977402,839878,1500
FMZuse,FDC,0.0,47,True,False,False,34.13059030746961,34.13059030746961,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,2,2,0.01888790809134207,0.01888790809134206,-34.47632278406741,-34.47632278406742,0.26170798810198903,967165,1500
FMZuse,adapt_filter,0.0,47,True,False,False,34.13059030746961,40.14942065087749,6.018830343407878,True,True,1500,1501,0,1,0.0,3.0,-0.1642150403695552,2,226,0.01888790809134207,7.893991319223088e-17,-34.47632278406741,-322.05406711040774,23.53250002488494,400241136,1500
FMZuse,FrFT,0.0,47,True,False,False,34.13059030746961,33.931743501747206,-0.19884680572240399,True,True,1500,1500,0,0,0.0,0.0,-0.3386262845391864,2,2,0.01888790809134207,0.019638810296043883,-34.47632278406741,-34.137696499528246,36.302082997281104,1129934,1500
FMZuse,qpzh,0.0,47,True,False,False,34.13059030746961,35.752690552173824,1.6221002447042139,True,True,1500,1500,0,0,0.0,0.0,-0.1127138497145953,2,3,0.01888790809134207,0.02176059065053941,-34.47632278406741,-33.24658641404642,0.6967909866943955,482266,1500
FMZuse,Identity,0.0,48,True,False,False,34.76973831521843,34.76973831521843,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0,0,0.0,0.0,-inf,-inf,0.0029160291887819767,80096,1500
FMZuse,WLN,0.0,48,True,False,False,34.76973831521843,33.5430072861807,-1.2267310290377296,True,True,1500,1500,0,0,0.0,0.0,2.0630099503611694,0,2,0.0,0.047057751900788786,-inf,-26.54737648599774,2.181208983529359,839527,1500
FMZuse,FDC,0.0,48,True,False,False,34.76973831521843,34.76973831521843,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0,0,0.0,0.0,-inf,-inf,0.27291697915643454,967165,1500
FMZuse,adapt_filter,0.0,48,True,False,False,34.76973831521843,40.14942065087749,5.379682335659055,True,True,1500,1501,0,1,0.0,3.0,-0.15889103330310184,0,239,0.0,1.057588762978001e-16,-inf,-319.5136634454171,23.64654198754579,400241136,1500
FMZuse,FrFT,0.0,48,True,False,False,34.76973831521843,34.542582198129,-0.22715611708943584,True,True,1500,1500,0,0,0.0,0.0,-0.33116151505009916,0,0,0.0,0.0,-inf,-inf,36.19716700632125,1129980,1500
FMZuse,qpzh,0.0,48,True,False,False,34.76973831521843,35.69951352027636,0.9297752050579291,True,True,1500,1500,0,0,0.0,0.0,0.054251105014348704,0,0,0.0,0.0,-inf,-inf,0.6632499862462282,482266,1500
FMZuse,Identity,0.0,49,True,False,False,34.52275790057563,34.52275790057563,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,3,3,0.03342096537897337,0.03342096537897337,-29.51962018956722,-29.51962018956722,0.002916960511356592,80096,1500
FMZuse,WLN,0.0,49,True,False,False,34.52275790057563,33.310078958669884,-1.212678941905743,True,True,1500,1500,0,0,0.0,0.0,2.06244331326379,3,1,0.03342096537897337,0.055827650501446106,-29.51962018956722,-25.063012979702158,2.1550829987972975,839447,1500
FMZuse,FDC,0.0,49,True,False,False,34.52275790057563,34.52275790057563,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,3,3,0.03342096537897337,0.033420965378973364,-29.51962018956722,-29.51962018956722,0.26416603941470385,967165,1500
FMZuse,adapt_filter,0.0,49,True,False,False,34.52275790057563,40.14942065087749,5.626662750301861,True,True,1500,1501,0,1,0.0,3.0,-0.18768690036975721,3,224,0.03342096537897337,8.329769404123878e-17,-29.51962018956722,-321.58734042301126,23.54845800437033,400241136,1500
FMZuse,FrFT,0.0,49,True,False,False,34.52275790057563,34.236912494096885,-0.28584540647874235,True,True,1500,1500,0,0,0.0,0.0,-0.35825753200672694,3,3,0.03342096537897337,0.064595777568223,-29.51962018956722,-23.795917392034532,36.283541994635016,1129934,1500
FMZuse,qpzh,0.0,49,True,False,False,34.52275790057563,35.78799318577849,1.2652352852028628,True,True,1500,1500,0,0,0.0,0.0,0.014591628597040347,3,3,0.03342096537897337,0.040050915319842,-29.51962018956722,-27.947751082823785,0.7026249659247696,482266,1500
FMZuse,Identity,0.0,50,True,False,False,33.89482095294602,33.89482095294602,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,1,1,0.016787881026169942,0.016787881026169942,-35.50008234491857,-35.50008234491857,0.0029580551199615,80096,1500
FMZuse,WLN,0.0,50,True,False,False,33.89482095294602,32.74189759313597,-1.1529233598100532,True,True,1500,1500,0,0,0.0,0.0,2.0853952951063928,1,1,0.016787881026169942,0.025456493572117364,-35.50008234491857,-31.884028342912064,2.2081659990362823,839372,1500
FMZuse,FDC,0.0,50,True,False,False,33.89482095294602,33.89482095294602,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,1,1,0.016787881026169942,0.01678788102616996,-35.50008234491857,-35.50008234491856,0.2661659964360297,967165,1500
