candidate_id,design,top_k,confidence_threshold,regularization,jammer,jsr_db,seed,target_position,true_target_idx_for_evaluation_only,estimated_target_idx,estimation_error_for_evaluation_only,estimator_confidence,fallback,fit_status,oracle_input_status,forbidden_keys_present,interface_status,delta_sinr_db,detected_before,detected_after,pd_identity,pd_algorithm,peak_error_before,peak_error_after,false_peak_count_before,false_peak_count_after,target_only_response_change_db,target_preservation_status,target_window_peak_change_db,runtime_ms,memory_usage_bytes,gate_reasons
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9000,1000,1000,999,1,0.9428665687031585,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.214681355401389,True,True,True,True,1,1,0,531,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4790829843841493,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9000,1000,1000,999,1,0.9428665687031585,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.214681355401389,True,True,True,True,1,1,0,531,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8416660130023956,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9000,1000,1000,999,1,0.9428665687031585,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.214681355401389,True,True,True,True,1,1,0,531,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4634169745258987,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9000,1000,1000,999,1,0.9428665687031585,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.214681355401389,True,True,True,True,1,1,0,531,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8640000014565885,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9000,1500,1500,1499,1,0.9440985944656183,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.071703554344722,True,True,True,True,1,1,0,455,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.4723750171251595,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9000,1500,1500,1499,1,0.9440985944656183,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.071703554344722,True,True,True,True,1,1,0,455,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8184160105884075,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9000,1500,1500,1499,1,0.9440985944656183,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.071703554344722,True,True,True,True,1,1,0,455,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.45837502693757415,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9000,1500,1500,1499,1,0.9440985944656183,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.071703554344722,True,True,True,True,1,1,0,455,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8075829828158021,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9000,2500,2500,2499,1,0.9419326729459747,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.15085364322578,True,True,True,True,1,1,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.4642080166377127,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9000,2500,2500,2499,1,0.9419326729459747,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.15085364322578,True,True,True,True,1,1,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8342500077560544,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9000,2500,2500,2499,1,0.9419326729459747,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.15085364322578,True,True,True,True,1,1,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.4752500099129975,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9000,2500,2500,2499,1,0.9419326729459747,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.15085364322578,True,True,True,True,1,1,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8387919515371323,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9000,3500,3500,3499,1,0.9435078063677861,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.217408108368435,True,True,True,True,1,1,0,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885302306642e-06,0.46725000720471144,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9000,3500,3500,3499,1,0.9435078063677861,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.217408108368435,True,True,True,True,1,1,0,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885302306642e-06,0.8271670085377991,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9000,3500,3500,3499,1,0.9435078063677861,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.217408108368435,True,True,True,True,1,1,0,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885302306642e-06,0.4515410400927067,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9000,3500,3500,3499,1,0.9435078063677861,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.217408108368435,True,True,True,True,1,1,0,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885302306642e-06,0.829958007670939,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9000,4000,4000,3999,1,0.9410198716534517,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.19017828513649,True,True,True,True,1,1,1,18,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.4942499799653888,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9000,4000,4000,3999,1,0.9410198716534517,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.19017828513649,True,True,True,True,1,1,1,18,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.906666973605752,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9000,4000,4000,3999,1,0.9410198716534517,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.19017828513649,True,True,True,True,1,1,1,18,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.4704170278273523,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9000,4000,4000,3999,1,0.9410198716534517,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.19017828513649,True,True,True,True,1,1,1,18,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.8703750208951533,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9001,1000,1000,1000,0,0.9401251308550458,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.008920689458776,True,True,True,True,0,0,1,535,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.5030420143157244,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9001,1000,1000,1000,0,0.9401251308550458,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.008920689458776,True,True,True,True,0,0,1,535,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8587500196881592,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9001,1000,1000,1000,0,0.9401251308550458,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.008920689458776,True,True,True,True,0,0,1,535,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.46624999959021807,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9001,1000,1000,1000,0,0.9401251308550458,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.008920689458776,True,True,True,True,0,0,1,535,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8692919509485364,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9001,1500,1500,1500,0,0.9389442219790073,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.914185065307084,True,True,True,True,0,0,0,442,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.4735830007120967,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9001,1500,1500,1500,0,0.9389442219790073,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.914185065307084,True,True,True,True,0,0,0,442,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8492079796269536,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9001,1500,1500,1500,0,0.9389442219790073,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.914185065307084,True,True,True,True,0,0,0,442,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.44662499567493796,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9001,1500,1500,1500,0,0.9389442219790073,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.914185065307084,True,True,True,True,0,0,0,442,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8136249962262809,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9001,2500,2500,2500,0,0.939405567867331,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.039056185119936,True,True,True,True,0,0,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.4478750051930547,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9001,2500,2500,2500,0,0.939405567867331,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.039056185119936,True,True,True,True,0,0,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8226670324802399,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9001,2500,2500,2500,0,0.939405567867331,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.039056185119936,True,True,True,True,0,0,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.43337501119822264,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9001,2500,2500,2500,0,0.939405567867331,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.039056185119936,True,True,True,True,0,0,0,279,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8135000243782997,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9001,3500,3500,3500,0,0.9374011084986615,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.927695778299586,True,True,True,True,0,0,1,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4906670073978603,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9001,3500,3500,3500,0,0.9374011084986615,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.927695778299586,True,True,True,True,0,0,1,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8359170169569552,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9001,3500,3500,3500,0,0.9374011084986615,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,11.927695778299586,True,True,True,True,0,0,1,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4468330298550427,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9001,3500,3500,3500,0,0.9374011084986615,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,11.927695778299586,True,True,True,True,0,0,1,98,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8120419806800783,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9001,4000,4000,4000,0,0.9400402936518065,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.014706324460661,True,True,True,True,0,0,1,19,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.45583397150039673,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9001,4000,4000,4000,0,0.9400402936518065,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.014706324460661,True,True,True,True,0,0,1,19,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.8116670069284737,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9001,4000,4000,4000,0,0.9400402936518065,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.014706324460661,True,True,True,True,0,0,1,19,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.4336669808253646,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9001,4000,4000,4000,0,0.9400402936518065,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.014706324460661,True,True,True,True,0,0,1,19,-8.685885306163955e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.8077499805949628,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9002,1000,1000,1000,0,0.922741134713506,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.714346459660796,True,True,True,True,0,0,0,544,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.5637090071104467,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9002,1000,1000,1000,0,0.922741134713506,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.714346459660796,True,True,True,True,0,0,0,544,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8620839798822999,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9002,1000,1000,1000,0,0.922741134713506,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.714346459660796,True,True,True,True,0,0,0,544,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4765409976243973,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9002,1000,1000,1000,0,0.922741134713506,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.714346459660796,True,True,True,True,0,0,0,544,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.828124990221113,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9002,1500,1500,1500,0,0.921757805121158,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.554682443107012,True,True,True,True,0,0,0,440,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4812080296687782,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9002,1500,1500,1500,0,0.921757805121158,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.554682443107012,True,True,True,True,0,0,0,440,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8662919863127172,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9002,1500,1500,1500,0,0.921757805121158,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.554682443107012,True,True,True,True,0,0,0,440,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.45645900536328554,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9002,1500,1500,1500,0,0.921757805121158,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.554682443107012,True,True,True,True,0,0,0,440,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8168750209733844,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9002,2500,2500,2500,0,0.9197856423655318,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.562562977370792,True,True,True,True,0,0,0,270,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.48637500731274486,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9002,2500,2500,2500,0,0.9197856423655318,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.562562977370792,True,True,True,True,0,0,0,270,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8587089832872152,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9002,2500,2500,2500,0,0.9197856423655318,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.562562977370792,True,True,True,True,0,0,0,270,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.46624999959021807,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9002,2500,2500,2500,0,0.9197856423655318,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.562562977370792,True,True,True,True,0,0,0,270,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8203329634852707,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9002,3500,3500,3500,0,0.918145916827883,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.640031486409484,True,True,True,True,0,0,0,99,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.4778329748660326,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9002,3500,3500,3500,0,0.918145916827883,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.640031486409484,True,True,True,True,0,0,0,99,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8430840098299086,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9002,3500,3500,3500,0,0.918145916827883,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.640031486409484,True,True,True,True,0,0,0,99,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.44541602255776525,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9002,3500,3500,3500,0,0.918145916827883,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.640031486409484,True,True,True,True,0,0,0,99,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885301342313e-06,0.8245839853771031,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9002,4000,4000,4000,0,0.9213418091094483,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.581838448835121,True,True,True,True,0,0,0,13,-8.685885306163955e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4520840011537075,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9002,4000,4000,4000,0,0.9213418091094483,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.581838448835121,True,True,True,True,0,0,0,13,-8.685885306163955e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.853499979712069,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9002,4000,4000,4000,0,0.9213418091094483,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,12.581838448835121,True,True,True,True,0,0,0,13,-8.685885306163955e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.45420799870043993,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9002,4000,4000,4000,0,0.9213418091094483,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,12.581838448835121,True,True,True,True,0,0,0,13,-8.685885306163955e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8198749856092036,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9003,1000,1000,1000,0,0.9473528958748481,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.663874033505369,True,True,True,True,0,0,0,537,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.46749995090067387,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9003,1000,1000,1000,0,0.9473528958748481,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.663874033505369,True,True,True,True,0,0,0,537,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8559579728171229,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9003,1000,1000,1000,0,0.9473528958748481,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.663874033505369,True,True,True,True,0,0,0,537,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.4581660032272339,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9003,1000,1000,1000,0,0.9473528958748481,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.663874033505369,True,True,True,True,0,0,0,537,-8.68588530327097e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8412910392507911,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9003,1500,1500,1500,0,0.9448489431192985,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.687203409493137,True,True,True,True,0,0,0,446,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.4755829577334225,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9003,1500,1500,1500,0,0.9448489431192985,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.687203409493137,True,True,True,True,0,0,0,446,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8670000243000686,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9003,1500,1500,1500,0,0.9448489431192985,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.687203409493137,True,True,True,True,0,0,0,446,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.45887503074482083,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9003,1500,1500,1500,0,0.9448489431192985,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.687203409493137,True,True,True,True,0,0,0,446,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885305199628e-06,0.8335409802384675,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9003,2500,2500,2500,0,0.9476723221778456,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.673266974613988,True,True,True,True,0,0,0,268,-8.685885305199628e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.4670420312322676,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9003,2500,2500,2500,0,0.9476723221778456,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.673266974613988,True,True,True,True,0,0,0,268,-8.685885305199628e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.8710410329513252,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9003,2500,2500,2500,0,0.9476723221778456,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.673266974613988,True,True,True,True,0,0,0,268,-8.685885305199628e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.5122910370118916,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9003,2500,2500,2500,0,0.9476723221778456,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.673266974613988,True,True,True,True,0,0,0,268,-8.685885305199628e-06,TARGET_PRESERVED,-8.68588530327097e-06,0.8586249896325171,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9003,3500,3500,3500,0,0.9485123055084147,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.528774828889144,True,True,True,True,0,0,0,92,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.49537495942786336,80000,[]
B_k3_c0.8_r0.001,B,3,0.8,0.001,NoiseProductJamming,0.0,9003,3500,3500,3500,0,0.9485123055084147,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.528774828889144,True,True,True,True,0,0,0,92,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8838329813443124,80000,[]
A_k3_c0.8_r0.001,A,3,0.8,0.001,NoiseProductJamming,0.0,9003,3500,3500,3500,0,0.9485123055084147,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.528774828889144,True,True,True,True,0,0,0,92,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.5167920025996864,80000,[]
B_k3_c0.65_r0.001,B,3,0.65,0.001,NoiseProductJamming,0.0,9003,3500,3500,3500,0,0.9485123055084147,,FITTED_MULTI_HYPOTHESIS_PROTECTED_PROJECTION,PASS,,PASS,10.528774828889144,True,True,True,True,0,0,0,92,-8.685885305199628e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.8992500370368361,80000,[]
A_k3_c0.65_r0.001,A,3,0.65,0.001,NoiseProductJamming,0.0,9003,4000,4000,4000,0,0.9483194413043339,,FITTED_TOPK_PROTECTED_PROJECTION,PASS,,PASS,10.79262987773733,True,True,True,True,0,0,0,15,-8.685885306163955e-06,TARGET_PRESERVED,-8.685885304235298e-06,0.4888339899480343,80000,[]
