candidate_id,jammer,jsr_db,trials,interface_pass,interface_failures,oracle_input_failures,target_erased_count,delta_sinr_mean_db,delta_sinr_std_db,delta_sinr_ci95_db,pd_identity,pd_algorithm,position_spread_db,fallback_ratio,estimation_error_mean,target_only_change_db,confidence_mean,runtime_mean_ms
A_k3_c0.65_r0.001,NoiseConvolutionJamming,0.0,100,100,0,0,0,13.319561270384947,0.6464400004536717,0.12670224008891964,1.0,1.0,0.04246003187595626,0.0,0.14,-8.685885305006762e-06,0.9205594620623969,0.46312201593536884
A_k3_c0.65_r0.001,NoiseConvolutionJamming,10.0,100,100,0,0,0,22.49774994341537,1.8618643357767506,0.3649254098122431,0.45,1.0,0.04827203523687018,0.0,1.12,-8.685885305006762e-06,0.7887384478700248,0.4615041898796335
A_k3_c0.65_r0.001,NoiseConvolutionJamming,20.0,100,100,0,0,0,-0.9025248542396105,19.64566536406855,3.8505504113574354,0.0,0.3,1.8317141861902986,0.32,154.66176470588235,-8.685885305006762e-06,0.476853351462692,0.41429500153753906
A_k3_c0.65_r0.001,NoiseConvolutionJamming,30.0,100,100,0,0,0,-3.8168380647820443,15.491250857926378,3.03628516815357,0.0,0.15,1.766679088318937,0.43,185.52631578947367,-8.685885305006762e-06,0.39208614165657724,0.3981599782127887
A_k3_c0.65_r0.001,NoiseProductJamming,0.0,100,100,0,0,0,12.122700841385635,0.7577879814208967,0.14852644435849574,1.0,1.0,0.048588015831558806,0.0,0.19,-8.685885305006762e-06,0.9384657749517281,0.4750209173653275
A_k3_c0.65_r0.001,NoiseProductJamming,10.0,100,100,0,0,0,18.531793846679207,10.484761219779248,2.0550131990767326,0.51,0.95,0.044008821789329744,0.0,14.94,-8.685885305006762e-06,0.8281924823933332,0.46530085033737123
A_k3_c0.65_r0.001,NoiseProductJamming,20.0,100,100,0,0,0,-12.672683058092227,13.576842909074577,2.661061210178617,0.0,0.03,4.11285457575269,0.16,207.22619047619048,-8.685885305006762e-06,0.5887663201935481,0.43919091869611293
A_k3_c0.65_r0.001,NoiseProductJamming,30.0,100,100,0,0,0,-14.920884028580149,9.075032384926425,1.778706347445579,0.0,0.0,1.1159491135429143,0.11,226.57303370786516,-8.685885305006762e-06,0.6274000488957184,0.44856661173980683
A_k3_c0.65_r0.001,SMSP,0.0,100,100,0,0,0,13.360529941794788,0.11643816830688836,0.022821880988150117,1.0,1.0,0.21991398308951204,0.0,0.0,-8.685885305006762e-06,0.8994888218048663,0.4596158384811133
A_k3_c0.65_r0.001,SMSP,10.0,100,100,0,0,0,23.170619270555584,0.5259408103116006,0.1030843988210737,0.8,1.0,1.3796740986856157,0.0,0.23,-8.685885305006762e-06,0.745880645383088,0.4620237514609471
A_k3_c0.65_r0.001,SMSP,20.0,100,100,0,0,0,-195.63815554034161,147.77255370321916,28.96342052583095,0.6,0.6,322.4984817461604,0.0,1519.0,-8.685885305006762e-06,0.7744799303097335,0.4611704108538106
A_k3_c0.65_r0.001,SMSP,30.0,100,100,0,0,0,-188.99200616184774,143.53554975649678,28.132967752273366,0.6,0.6,312.32927941105544,0.0,1519.0,-8.685885305006762e-06,0.775504621678348,0.46006375981960446
A_k3_c0.8_r0.001,AMNoiseGaiJam,0.0,100,100,0,0,0,8.79645928660228,0.41282474297076693,0.08091364962227032,1.0,1.0,0.652949341957969,0.0,0.0,-8.685885305006762e-06,0.9467935714053215,0.4467366315657273
A_k3_c0.8_r0.001,AMNoiseGaiJam,10.0,100,100,0,0,0,17.36105010295689,0.8176814144098267,0.16026555722432603,1.0,1.0,1.4455903909537149,0.0,0.19,-8.685885305006762e-06,0.8475397183367464,0.44783543853554875
A_k3_c0.8_r0.001,AMNoiseGaiJam,20.0,100,100,0,0,0,3.760871620095325,8.666091382955182,1.6985539110592156,0.69,0.8,17.636372480487104,0.84,1.0,-8.685885305006762e-06,0.13229153156158596,0.32517961983103305
A_k3_c0.8_r0.001,AMNoiseGaiJam,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.30407164071220905
A_k3_c0.8_r0.001,FMNoiseAimedJam,0.0,100,100,0,0,0,10.55015082620921,0.31665094428574836,0.06206358508000668,1.0,1.0,0.1788990283052332,0.0,0.01,-8.685885305006762e-06,0.9261466381639312,0.4519391874782741
A_k3_c0.8_r0.001,FMNoiseAimedJam,10.0,100,100,0,0,0,7.6265782729299865,9.605300488196212,1.8826388956864577,0.87,1.0,19.622055658091462,0.61,0.6666666666666666,-8.685885305006762e-06,0.3300203705205935,0.3595158411189914
A_k3_c0.8_r0.001,FMNoiseAimedJam,20.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3016950486926362
A_k3_c0.8_r0.001,FMNoiseAimedJam,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3023712121648714
A_k3_c0.8_r0.001,NoJammer,0.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.452796668978408
A_k3_c0.8_r0.001,NoJammer,10.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.4558675567386672
A_k3_c0.8_r0.001,NoJammer,20.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.4533640935551375
A_k3_c0.8_r0.001,NoJammer,30.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.4499720560852438
A_k3_c0.8_r0.001,NoiseConvolutionJamming,0.0,100,100,0,0,0,13.319561270384947,0.6464400004536717,0.12670224008891964,1.0,1.0,0.04246003187595626,0.0,0.14,-8.685885305006762e-06,0.9205594620623969,0.4496746073709801
A_k3_c0.8_r0.001,NoiseConvolutionJamming,10.0,100,100,0,0,0,8.135321479044467,10.259516148667293,2.0108651651387897,0.45,0.58,2.2793084973544087,0.61,0.8717948717948718,-8.685885305006762e-06,0.3260328469464578,0.36063375999219716
A_k3_c0.8_r0.001,NoiseConvolutionJamming,20.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.30225080205127597
A_k3_c0.8_r0.001,NoiseConvolutionJamming,30.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3026362636592239
A_k3_c0.8_r0.001,NoiseProductJamming,0.0,100,100,0,0,0,12.122700841385635,0.7577879814208967,0.14852644435849574,1.0,1.0,0.048588015831558806,0.0,0.19,-8.685885305006762e-06,0.9384657749517281,0.4615191218908876
A_k3_c0.8_r0.001,NoiseProductJamming,10.0,100,100,0,0,0,17.017420708131183,8.097891654144904,1.5871867642124013,0.51,0.87,1.0971944566962613,0.18,0.975609756097561,-8.685885305006762e-06,0.6912849392012699,0.4246054432587698
A_k3_c0.8_r0.001,NoiseProductJamming,20.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3042595670558512
A_k3_c0.8_r0.001,NoiseProductJamming,30.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.30248839233536273
A_k3_c0.8_r0.001,SMSP,0.0,100,100,0,0,0,13.360529941794788,0.11643816830688836,0.022821880988150117,1.0,1.0,0.21991398308951204,0.0,0.0,-8.685885305006762e-06,0.8994888218048663,0.4475079179974273
A_k3_c0.8_r0.001,SMSP,10.0,100,100,0,0,0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3009537374600768
A_k3_c0.8_r0.001,SMSP,20.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.30244376335758716
A_k3_c0.8_r0.001,SMSP,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.3011929290369153
B_k3_c0.65_r0.001,AMNoiseGaiJam,0.0,100,100,0,0,0,8.79645928660228,0.41282474297076693,0.08091364962227032,1.0,1.0,0.652949341957969,0.0,0.0,-8.685885305006762e-06,0.9467935714053215,0.8162929926766083
B_k3_c0.65_r0.001,AMNoiseGaiJam,10.0,100,100,0,0,0,17.36105010295689,0.8176814144098267,0.16026555722432603,1.0,1.0,1.4455903909537149,0.0,0.19,-8.685885305006762e-06,0.8475397183367464,0.8216745808022097
B_k3_c0.65_r0.001,AMNoiseGaiJam,20.0,100,100,0,0,0,13.003022513921326,12.562720478384513,2.462293213763364,0.69,0.99,18.479356511417357,0.47,1.0,-8.685885305006762e-06,0.4012940383115427,0.7585957797709852
B_k3_c0.65_r0.001,AMNoiseGaiJam,30.0,100,100,0,0,0,-108.11551434114028,149.36630947912462,29.275796657908426,0.6,0.72,189.34309094413427,0.35,1229.8461538461538,-8.685885305006762e-06,0.44591488199951107,0.7753990922356024
B_k3_c0.65_r0.001,FMNoiseAimedJam,0.0,100,100,0,0,0,10.55015082620921,0.31665094428574836,0.06206358508000668,1.0,1.0,0.1788990283052332,0.0,0.01,-8.685885305006762e-06,0.9261466381639312,0.8239400328602642
B_k3_c0.65_r0.001,FMNoiseAimedJam,10.0,100,100,0,0,0,19.771645091626265,0.6793295531651363,0.13314859242036672,0.87,1.0,0.33909599559773085,0.0,0.27,-8.685885305006762e-06,0.7956618000523537,0.8205933205317706
B_k3_c0.65_r0.001,FMNoiseAimedJam,20.0,100,100,0,0,0,-95.39451910114957,145.78933049387769,28.574708776800026,0.6,0.7,160.19378812036243,0.45,1259.2,-8.685885305006762e-06,0.3837569669055392,0.7610207988182083
B_k3_c0.65_r0.001,FMNoiseAimedJam,30.0,100,100,0,0,0,-94.904977481328,139.3606633157005,27.314690009877296,0.6,0.62,150.97278270924195,0.49,1389.9803921568628,-8.685885305006762e-06,0.35624398776081323,0.7601141586201265
B_k3_c0.65_r0.001,NoJammer,0.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8216449717292562
B_k3_c0.65_r0.001,NoJammer,10.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8273728401400149
B_k3_c0.65_r0.001,NoJammer,20.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8233153820037842
B_k3_c0.65_r0.001,NoJammer,30.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8176757715409622
B_k3_c0.65_r0.001,NoiseConvolutionJamming,0.0,100,100,0,0,0,13.319561270384947,0.6464400004536717,0.12670224008891964,1.0,1.0,0.04246003187595626,0.0,0.14,-8.685885305006762e-06,0.9205594620623969,0.8215937489876524
B_k3_c0.65_r0.001,NoiseConvolutionJamming,10.0,100,100,0,0,0,22.49774994341537,1.8618643357767506,0.3649254098122431,0.45,1.0,0.04827203523687018,0.0,1.12,-8.685885305006762e-06,0.7887384478700248,0.8215641521383077
B_k3_c0.65_r0.001,NoiseConvolutionJamming,20.0,100,100,0,0,0,-0.9025248542396105,19.64566536406855,3.8505504113574354,0.0,0.3,1.8317141861902986,0.32,154.66176470588235,-8.685885305006762e-06,0.476853351462692,0.7782949216198176
B_k3_c0.65_r0.001,NoiseConvolutionJamming,30.0,100,100,0,0,0,-3.8168380647820443,15.491250857926378,3.03628516815357,0.0,0.15,1.766679088318937,0.43,185.52631578947367,-8.685885305006762e-06,0.39208614165657724,0.7655754138249904
B_k3_c0.65_r0.001,NoiseProductJamming,0.0,100,100,0,0,0,12.122700841385635,0.7577879814208967,0.14852644435849574,1.0,1.0,0.048588015831558806,0.0,0.19,-8.685885305006762e-06,0.9384657749517281,0.840613748296164
B_k3_c0.65_r0.001,NoiseProductJamming,10.0,100,100,0,0,0,18.531793846679207,10.484761219779248,2.0550131990767326,0.51,0.95,0.044008821789329744,0.0,14.94,-8.685885305006762e-06,0.8281924823933332,0.8267183072166517
B_k3_c0.65_r0.001,NoiseProductJamming,20.0,100,100,0,0,0,-12.672683058092227,13.576842909074577,2.661061210178617,0.0,0.03,4.11285457575269,0.16,207.22619047619048,-8.685885305006762e-06,0.5887663201935481,0.8005487424088642
B_k3_c0.65_r0.001,NoiseProductJamming,30.0,100,100,0,0,0,-14.920884028580149,9.075032384926425,1.778706347445579,0.0,0.0,1.1159491135429143,0.11,226.57303370786516,-8.685885305006762e-06,0.6274000488957184,0.8071253763046116
B_k3_c0.65_r0.001,SMSP,0.0,100,100,0,0,0,13.360529941794788,0.11643816830688836,0.022821880988150117,1.0,1.0,0.21991398308951204,0.0,0.0,-8.685885305006762e-06,0.8994888218048663,0.8203725208295509
B_k3_c0.65_r0.001,SMSP,10.0,100,100,0,0,0,23.170619270555584,0.5259408103116006,0.1030843988210737,0.8,1.0,1.3796740986856157,0.0,0.23,-8.685885305006762e-06,0.745880645383088,0.8219538076082245
B_k3_c0.65_r0.001,SMSP,20.0,100,100,0,0,0,-195.63815554034161,147.77255370321916,28.96342052583095,0.6,0.6,322.4984817461604,0.0,1519.0,-8.685885305006762e-06,0.7744799303097335,0.8249279495794326
B_k3_c0.65_r0.001,SMSP,30.0,100,100,0,0,0,-188.99200616184774,143.53554975649678,28.132967752273366,0.6,0.6,312.32927941105544,0.0,1519.0,-8.685885305006762e-06,0.775504621678348,0.8218362019397318
B_k3_c0.8_r0.001,AMNoiseGaiJam,0.0,100,100,0,0,0,8.79645928660228,0.41282474297076693,0.08091364962227032,1.0,1.0,0.652949341957969,0.0,0.0,-8.685885305006762e-06,0.9467935714053215,0.8214579318882897
B_k3_c0.8_r0.001,AMNoiseGaiJam,10.0,100,100,0,0,0,17.36105010295689,0.8176814144098267,0.16026555722432603,1.0,1.0,1.4455903909537149,0.0,0.19,-8.685885305006762e-06,0.8475397183367464,0.8279774192487821
B_k3_c0.8_r0.001,AMNoiseGaiJam,20.0,100,100,0,0,0,3.760871620095325,8.666091382955182,1.6985539110592156,0.69,0.8,17.636372480487104,0.84,1.0,-8.685885305006762e-06,0.13229153156158596,0.71320838003885
B_k3_c0.8_r0.001,AMNoiseGaiJam,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.696060013724491
B_k3_c0.8_r0.001,FMNoiseAimedJam,0.0,100,100,0,0,0,10.55015082620921,0.31665094428574836,0.06206358508000668,1.0,1.0,0.1788990283052332,0.0,0.01,-8.685885305006762e-06,0.9261466381639312,0.8281396399252117
B_k3_c0.8_r0.001,FMNoiseAimedJam,10.0,100,100,0,0,0,7.6265782729299865,9.605300488196212,1.8826388956864577,0.87,1.0,19.622055658091462,0.61,0.6666666666666666,-8.685885305006762e-06,0.3300203705205935,0.7455779094016179
B_k3_c0.8_r0.001,FMNoiseAimedJam,20.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.695432469365187
B_k3_c0.8_r0.001,FMNoiseAimedJam,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6964445859193802
B_k3_c0.8_r0.001,NoJammer,0.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8323954592924565
B_k3_c0.8_r0.001,NoJammer,10.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8326262375339866
B_k3_c0.8_r0.001,NoJammer,20.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8337908715475351
B_k3_c0.8_r0.001,NoJammer,30.0,100,100,0,0,0,4.6591480497757685,0.15027551314107948,0.02945400057565158,1.0,1.0,0.09456945724967447,0.0,0.0,-8.685885305006762e-06,0.9786008919228439,0.8263270405586809
B_k3_c0.8_r0.001,NoiseConvolutionJamming,0.0,100,100,0,0,0,13.319561270384947,0.6464400004536717,0.12670224008891964,1.0,1.0,0.04246003187595626,0.0,0.14,-8.685885305006762e-06,0.9205594620623969,0.8276203722925857
B_k3_c0.8_r0.001,NoiseConvolutionJamming,10.0,100,100,0,0,0,8.135321479044467,10.259516148667293,2.0108651651387897,0.45,0.58,2.2793084973544087,0.61,0.8717948717948718,-8.685885305006762e-06,0.3260328469464578,0.747287487029098
B_k3_c0.8_r0.001,NoiseConvolutionJamming,20.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6945479387650266
B_k3_c0.8_r0.001,NoiseConvolutionJamming,30.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6956637609982863
B_k3_c0.8_r0.001,NoiseProductJamming,0.0,100,100,0,0,0,12.122700841385635,0.7577879814208967,0.14852644435849574,1.0,1.0,0.048588015831558806,0.0,0.19,-8.685885305006762e-06,0.9384657749517281,0.8430279599269852
B_k3_c0.8_r0.001,NoiseProductJamming,10.0,100,100,0,0,0,17.017420708131183,8.097891654144904,1.5871867642124013,0.51,0.87,1.0971944566962613,0.18,0.975609756097561,-8.685885305006762e-06,0.6912849392012699,0.8054391189943999
B_k3_c0.8_r0.001,NoiseProductJamming,20.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6963520479621366
B_k3_c0.8_r0.001,NoiseProductJamming,30.0,100,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6990633497480303
B_k3_c0.8_r0.001,SMSP,0.0,100,100,0,0,0,13.360529941794788,0.11643816830688836,0.022821880988150117,1.0,1.0,0.21991398308951204,0.0,0.0,-8.685885305006762e-06,0.8994888218048663,0.8288962813094258
B_k3_c0.8_r0.001,SMSP,10.0,100,100,0,0,0,0.0,0.0,0.0,0.8,0.8,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6946941860951483
B_k3_c0.8_r0.001,SMSP,20.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6966533878585324
B_k3_c0.8_r0.001,SMSP,30.0,100,100,0,0,0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,nan,-8.685885305006762e-06,0.0,0.6942837510723621
