case_id,jammer,jsr_db,seed,target_position,window_start,window_stop,window_length,fixture_label,position_policy,measured_jsr_db,jsr_status,selection_metric,order_source,evaluation_order,overlap,target_inside_jammer,jammer_inside_target,iou,center_distance_combined_width,metric_scope
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,peak,target,0.9,0.4857091825450643,0.6772456932455173,0.6852044210099617,0.5267175572519084,0.475,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,peak,jammer,-0.94,0.48476691134079575,0.678594816216069,0.7022494505261947,0.5267175572519084,0.055,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,peak,received,0.98,0.4827588775617662,0.6931250879979979,0.7038498517540679,0.5267175572519084,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,topk,target,0.92,0.48468591249332343,0.6836260058299214,0.6921210787159063,0.5267175572519084,0.475,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,topk,jammer,0.98,0.4827588775617662,0.6931250879979979,0.7038498517540679,0.5267175572519084,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,topk,received,0.98,0.4827588775617662,0.6931250879979979,0.7038498517540679,0.5267175572519084,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,entropy,target,1.0,0.48267138177590235,0.6838581773310167,0.7047527944332195,0.5151515151515151,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,entropy,jammer,-1.0,0.48267138177590246,0.6838581773310171,0.7047527944332196,0.5151515151515151,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=1500,NoiseProductJamming,0.0,10001,1500,1000,2000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,9.64327466553287e-16,unified/pass,entropy,received,-1.0,0.48267138177590246,0.6838581773310171,0.7047527944332196,0.5151515151515151,0.06,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=2500,NoiseProductJamming,0.0,10001,2500,2000,3000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,0.0,unified/pass,peak,target,0.9,0.4857091825450643,0.6772456932455173,0.6852044210099617,0.5267175572519084,0.475,SUPPLEMENTARY_DIAGNOSTIC
NoiseProductJamming|jsr=0|seed=10001|center=2500,NoiseProductJamming,0.0,10001,2500,2000,3000,1000,PHYSICAL_COMPONENT_RECOMPOSITION,TARGET_COUPLED_COMPONENT_SHIFT,0.0,unified/pass,peak,jammer,-0.94,0.48476691134079575,0.678594816216069,0.7022494505261947,0.5267175572519084,0.055,SUPPLEMENTARY_DIAGNOSTIC
