Jammer,Algorithm,JSR_dB,Trials,InterfacePassRate,Pd_before,Pd_after,MeanDeltaSINR_dB,DeltaSINR_std_dB,DeltaSINR_ci95_dB,MeanPeakError_before,MeanPeakError_after,MeanFalsePeak_before,MeanFalsePeak_after,MeanWindowPeakChange_dB,MeanCleanTargetLoss_dB,CleanTargetLoss_std_dB,CleanTargetLoss_ci95_dB,Pd_after_ci95,MeanRuntime_ms,Conclusion
FMNoiseAimedJam,FrFT,0.0,20,1.0,1.0,1.0,-0.24574576040560778,0.04373383945034314,0.01916720023389374,0.0,0.0,0.5,0.35,-0.3325684331358912,-0.25003855739324077,0.34919214879298316,0.15304020685442496,0.0,36.56869579863269,Conditional
FMNoiseAimedJam,qpzh,0.0,20,1.0,1.0,1.0,1.6429285380043546,0.42244366598512284,0.18514409974616225,0.0,0.0,0.5,0.5,0.2801569620354651,0.3626868377781153,0.3365921815163288,0.14751802771883005,0.0,0.6524541968246922,Recommended
FMNoiseAimedJam,Identity,10.0,20,1.0,0.85,0.85,0.0,0.0,0.0,0.65,0.65,0.4,0.4,-8.148567092375279e-15,0.28913778634784676,1.0560703539519696,0.46284323968993807,0.16055889229418857,0.002729301922954619,Baseline
FMNoiseAimedJam,WLN,10.0,20,1.0,0.85,0.75,1.4154874011914313,0.20592321886888956,0.09024982984513527,0.65,0.65,0.4,0.3,3.5553590524522343,3.834561463973961,0.914048999137736,0.40059963658017433,0.19470625648856144,2.1180542011279613,Harmful/Not demonstrated
FMNoiseAimedJam,FDC,10.0,20,1.0,0.85,0.85,-0.005010221937268078,0.012602126276381498,0.005523125358944964,0.65,0.65,0.4,0.4,-0.08135966189593409,0.20732632087365777,1.053018152232763,0.46150555330700127,0.16055889229418857,0.26583958824630827,Neutral
FMNoiseAimedJam,adapt_filter,10.0,20,1.0,0.85,1.0,19.379638241473778,1.2139782511854473,0.532049426999967,0.65,1.0,0.4,446.4,-0.3221955194289813,-0.08504802982074089,1.0165904097459895,0.44554039124741385,0.0,23.496441647876054,Recommended
FMNoiseAimedJam,FrFT,10.0,20,1.0,0.85,0.75,-0.20491591300078654,0.06660800982480077,0.02919224741158876,0.65,0.7,0.4,0.35,-0.3170859767357289,-0.039636863548551914,1.097893717269066,0.4811731368411789,0.19470625648856144,37.70323105563875,Harmful/Not demonstrated
FMNoiseAimedJam,qpzh,10.0,20,1.0,0.85,1.0,2.631945884721373,0.48648733967260005,0.21321247729338894,0.65,0.6,0.4,0.5,-0.11162312399849776,0.20423930366739235,0.6815391285683025,0.29869769287771986,0.0,0.6941791507415473,Recommended
FMNoiseAimedJam,Identity,20.0,20,1.0,0.1,0.1,0.0,0.0,0.0,242.2,242.2,0.4,0.4,-6.702075892545349e-15,1.101887657357312,2.9751355506170825,1.3039106453573883,0.1348964515158903,0.0027394969947636127,Baseline
FMNoiseAimedJam,WLN,20.0,20,1.0,0.1,0.25,2.429394626499838,0.6456436375746424,0.28296580031999896,242.2,123.3,0.4,0.25,4.420948488370994,5.566525448496914,2.321212069455219,1.0173160435889872,0.19470625648856144,2.1136395051144063,Recommended
FMNoiseAimedJam,FDC,20.0,20,1.0,0.1,0.1,-0.00504107763877446,0.0363850475109926,0.015946450161431237,242.2,242.2,0.4,0.4,-0.08241261393026657,1.0182479375290483,2.9708912768867823,1.302050510380479,0.1348964515158903,0.26341676129959524,Neutral
FMNoiseAimedJam,adapt_filter,20.0,20,1.0,0.1,1.0,27.67742626813225,2.4797076921285988,1.0867798129300188,242.2,1.0,0.4,448.4,-1.224717534325233,0.6223132396608323,2.9872492465332483,1.3092197066727407,0.0,23.542458305018954,Recommended
