jammer,algorithm,jsr_db,seed,interface_ok,oracle_target_idx_passed,oracle_jammer_info_passed,sinr_before_db,sinr_after_db,delta_sinr_db,detected_before,detected_after,peak_index_before,peak_index_after,peak_error_before,peak_error_after,range_error_before_m,range_error_after_m,target_window_peak_change_db,clean_target_response_loss_db,false_peak_count_before,false_peak_count_after,false_true_peak_ratio_before,false_true_peak_ratio_after,max_false_peak_db_before,max_false_peak_db_after,runtime_ms,memory_usage_bytes,reference_peak_index,cfar_reference_cells_min,cfar_reference_cells_max
FMZuse,Identity,0.0,42,True,False,False,34.14375767734839,34.14375767734839,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.21772053534881602,0,0,0.0,0.0,-inf,-inf,0.004083034582436085,80096,1500,20,40
FMZuse,WLN,0.0,42,True,False,False,34.14375767734839,33.02371620706408,-1.1200414702843062,True,True,1500,1500,0,0,0.0,0.0,2.053898620153089,1.836178084804283,0,0,0.0,0.0,-inf,-inf,2.6500000385567546,864282,1500,20,40
FMZuse,FDC,0.0,42,True,False,False,34.14375767734839,34.14375767734839,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.21772053534881503,0,0,0.0,0.0,-inf,-inf,0.2882499829865992,967451,1500,20,40
FMZuse,adapt_filter,0.0,42,True,False,False,34.14375767734839,40.14942065087749,6.005662973529098,True,True,1500,1501,0,1,0.0,3.0,-0.16689688787015902,-0.5192923058171894,0,439,0.0,1.0446973397719662e-16,-inf,-319.6201902236982,51.80458398535848,400257176,1500,20,40
FMZuse,FrFT,0.0,42,True,False,False,34.14375767734839,33.8998264136564,-0.2439312636919908,True,True,1500,1500,0,0,0.0,0.0,-0.3471988222140111,-0.5649193575628169,0,0,0.0,0.0,-inf,-inf,36.97050001937896,1155384,1500,20,40
FMZuse,qpzh,0.0,42,True,False,False,34.14375767734839,35.357539653145366,1.2137819757969766,True,True,1500,1500,0,0,0.0,0.0,0.031092615850631115,-0.18662791949817537,0,0,0.0,0.0,-inf,-inf,0.7387909572571516,482312,1500,20,40
FMZuse,Identity,0.0,43,True,False,False,33.888435629059884,33.888435629059884,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.020159730556444603,0,0,0.0,0.0,-inf,-inf,0.0032500247471034527,80096,1500,20,40
FMZuse,WLN,0.0,43,True,False,False,33.888435629059884,32.81058311930876,-1.077852509751125,True,True,1500,1500,0,0,0.0,0.0,2.029261209618966,2.00910147906253,0,0,0.0,0.0,-inf,-inf,2.2005420178174973,841288,1500,20,40
FMZuse,FDC,0.0,43,True,False,False,33.888435629059884,33.888435629059884,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.020159730556443635,0,0,0.0,0.0,-inf,-inf,0.27491594664752483,967165,1500,20,40
FMZuse,adapt_filter,0.0,43,True,False,False,33.888435629059884,40.14942065087749,6.2609850218176035,True,True,1500,1501,0,1,0.0,3.0,-0.15135152639874971,-0.3061861395534109,0,445,0.0,1.1172617975677283e-16,-inf,-319.03690101544623,23.865624971222132,400241136,1500,20,40
FMZuse,FrFT,0.0,43,True,False,False,33.888435629059884,33.7300576079648,-0.15837802109508203,True,True,1500,1500,0,0,0.0,0.0,-0.3513101425780193,-0.3714698731344557,0,0,0.0,0.0,-inf,-inf,35.925749980378896,1129980,1500,20,40
FMZuse,qpzh,0.0,43,True,False,False,33.888435629059884,35.43844103197393,1.5500054029140458,True,True,1500,1500,0,0,0.0,0.0,0.04696315718444542,0.026803426628008994,0,0,0.0,0.0,-inf,-inf,0.6978330202400684,482312,1500,20,40
FMZuse,Identity,0.0,44,True,False,False,33.86208739483598,33.86208739483598,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.10020691793495738,0,0,0.0,0.0,-inf,-inf,0.0029170187190175056,80096,1500,20,40
FMZuse,WLN,0.0,44,True,False,False,33.86208739483598,32.76367486973297,-1.098412525103015,True,True,1500,1500,0,0,0.0,0.0,2.1525579080939123,2.2527648260288786,0,0,0.0,0.0,-inf,-inf,2.2566249826923013,841110,1500,20,40
FMZuse,FDC,0.0,44,True,False,False,33.86208739483598,33.86208739483598,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.10020691793495738,0,0,0.0,0.0,-inf,-inf,0.27120800223201513,967165,1500,20,40
FMZuse,adapt_filter,0.0,44,True,False,False,33.86208739483598,40.14942065087749,6.2873332560415065,True,True,1500,1501,0,1,0.0,3.0,-0.13470069802957177,-0.16916866269283048,0,444,0.0,1.2648437911963486e-16,-inf,-317.9592621349878,23.524500022176653,400241136,1500,20,40
FMZuse,FrFT,0.0,44,True,False,False,33.86208739483598,33.53939179034255,-0.3226956044934326,True,True,1500,1500,0,0,0.0,0.0,-0.3385206440430833,-0.2383137261081158,0,0,0.0,0.0,-inf,-inf,35.857625014614314,1129934,1500,20,40
FMZuse,qpzh,0.0,44,True,False,False,33.86208739483598,35.107232083055074,1.2451446882190922,True,True,1500,1500,0,0,0.0,0.0,-0.024540888512321456,0.07566602942264611,0,0,0.0,0.0,-inf,-inf,0.7292499649338424,482312,1500,20,40
FMZuse,Identity,0.0,45,True,False,False,34.07466885989781,34.07466885989781,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.0636765956118863,1,1,0.021894749064909534,0.021894749064909534,-33.19320055759844,-33.19320055759844,0.002792046871036291,80096,1500,20,40
FMZuse,WLN,0.0,45,True,False,False,34.07466885989781,32.918911183776444,-1.1557576761213681,True,True,1500,1500,0,0,0.0,0.0,2.08308445958027,2.019407863968392,1,0,0.021894749064909534,0.0,-33.19320055759844,-inf,2.1577919833362103,839478,1500,20,40
FMZuse,FDC,0.0,45,True,False,False,34.07466885989781,34.07466885989781,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.06367659561188532,1,1,0.021894749064909534,0.02189474906490954,-33.19320055759844,-33.19320055759844,0.26470801094546914,967165,1500,20,40
FMZuse,adapt_filter,0.0,45,True,False,False,34.07466885989781,40.14942065087749,6.0747517909796755,True,True,1500,1501,0,1,0.0,3.0,-0.1367681906668281,-0.335119668876931,1,450,0.021894749064909534,1.0959164509125358e-16,-33.19320055759844,-319.2044510756232,23.21562502766028,400241136,1500,20,40
FMZuse,FrFT,0.0,45,True,False,False,34.07466885989781,33.90982685815,-0.1648420017478145,True,True,1500,1500,0,0,0.0,0.0,-0.33845317154217575,-0.4021297671540538,1,1,0.021894749064909534,0.02276473665451161,-33.19320055759844,-32.854747386056275,35.68970802007243,1129934,1500,20,40
FMZuse,qpzh,0.0,45,True,False,False,34.07466885989781,35.38928969482863,1.314620834930821,True,True,1500,1500,0,0,0.0,0.0,-0.04402353133942046,-0.10770012695129788,1,1,0.021894749064909534,0.02200600203005756,-33.19320055759844,-33.149177026259025,0.6852910155430436,482312,1500,20,40
FMZuse,Identity,0.0,46,True,False,False,34.140791100479525,34.140791100479525,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.054017578201427004,3,3,0.024192762166317848,0.024192762166317848,-32.32629087988387,-32.32629087988387,0.0029160291887819767,80096,1500,20,40
FMZuse,WLN,0.0,46,True,False,False,34.140791100479525,32.96435027736854,-1.1764408231109869,True,True,1500,1500,0,0,0.0,0.0,2.131467212969924,2.077449634768505,3,2,0.024192762166317848,0.03792039979555879,-32.32629087988387,-28.422541850682705,2.1350420429371297,839275,1500,20,40
FMZuse,FDC,0.0,46,True,False,False,34.140791100479525,34.140791100479525,0.0,True,True,1500,1500,0,0,0.0,0.0,-5.785964799319725e-15,-0.05401757820142409,3,3,0.024192762166317848,0.02419276216631784,-32.32629087988387,-32.32629087988388,0.26391702704131603,967165,1500,20,40
FMZuse,adapt_filter,0.0,46,True,False,False,34.140791100479525,40.14942065087749,6.008629550397963,True,True,1500,1501,0,1,0.0,3.0,-0.18998642165758334,-0.3786788824572255,3,454,0.024192762166317848,8.234461395164498e-17,-32.32629087988387,-321.6872960434432,23.552916944026947,400241136,1500,20,40
FMZuse,FrFT,0.0,46,True,False,False,34.140791100479525,33.85912328553505,-0.2816678149444769,True,True,1500,1500,0,0,0.0,0.0,-0.36100138005405824,-0.4150189582554765,3,3,0.024192762166317848,0.0252194450064137,-32.32629087988387,-31.965289499829822,35.73362500173971,1129934,1500,20,40
FMZuse,qpzh,0.0,46,True,False,False,34.140791100479525,35.428327099692936,1.2875359992134108,True,True,1500,1500,0,0,0.0,0.0,-0.03530691021889852,-0.08932448842031628,3,3,0.024192762166317848,0.02429130245585345,-32.32629087988387,-32.290983969664985,0.6890840013511479,482312,1500,20,40
FMZuse,Identity,0.0,47,True,False,False,34.13059030746961,34.13059030746961,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.08399365802569704,2,2,0.01888790809134207,0.01888790809134207,-34.47632278406741,-34.47632278406741,0.002707995008677244,80096,1500,20,40
FMZuse,WLN,0.0,47,True,False,False,34.13059030746961,33.10838182578978,-1.022208481679833,True,True,1500,1500,0,0,0.0,0.0,2.113812598917177,2.197806256942884,2,1,0.01888790809134207,0.03050807900251376,-34.47632278406741,-30.311702753001363,2.1311669843271375,839328,1500,20,40
FMZuse,FDC,0.0,47,True,False,False,34.13059030746961,34.13059030746961,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.08399365802569894,2,2,0.01888790809134207,0.01888790809134206,-34.47632278406741,-34.47632278406742,0.2632079995237291,967120,1500,20,40
FMZuse,adapt_filter,0.0,47,True,False,False,34.13059030746961,40.14942065087749,6.018830343407878,True,True,1500,1501,0,1,0.0,3.0,-0.1642150403695552,-0.21489626494207276,2,449,0.01888790809134207,7.893991319223088e-17,-34.47632278406741,-322.05406711040774,23.541333037428558,400241136,1500,20,40
FMZuse,FrFT,0.0,47,True,False,False,34.13059030746961,33.931743501747206,-0.19884680572240399,True,True,1500,1500,0,0,0.0,0.0,-0.3386262845391864,-0.25463262651348045,2,2,0.01888790809134207,0.019638810296043883,-34.47632278406741,-34.137696499528246,36.105207982473075,1129934,1500,20,40
FMZuse,qpzh,0.0,47,True,False,False,34.13059030746961,35.752690552173824,1.6221002447042139,True,True,1500,1500,0,0,0.0,0.0,-0.1127138497145953,-0.028720191688889597,2,3,0.01888790809134207,0.02158521272397378,-34.47632278406741,-33.316873339605046,0.7183330017141998,482312,1500,20,40
FMZuse,Identity,0.0,48,True,False,False,34.76973831521843,34.76973831521843,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.22453452916461913,0,0,0.0,0.0,-inf,-inf,0.00300002284348011,80096,1500,20,40
FMZuse,WLN,0.0,48,True,False,False,34.76973831521843,33.5430072861807,-1.2267310290377296,True,True,1500,1500,0,0,0.0,0.0,2.0630099503611694,2.287544479525796,0,0,0.0,0.0,-inf,-inf,2.17570795211941,839333,1500,20,40
FMZuse,FDC,0.0,48,True,False,False,34.76973831521843,34.76973831521843,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.22453452916461913,0,0,0.0,0.0,-inf,-inf,0.2576670376583934,967120,1500,20,40
FMZuse,adapt_filter,0.0,48,True,False,False,34.76973831521843,40.14942065087749,5.379682335659055,True,True,1500,1501,0,1,0.0,3.0,-0.15889103330310184,-0.06903138673669779,0,445,0.0,1.057588762978001e-16,-inf,-319.5136634454171,23.451042012311518,400241136,1500,20,40
FMZuse,FrFT,0.0,48,True,False,False,34.76973831521843,34.542582198129,-0.22715611708943584,True,True,1500,1500,0,0,0.0,0.0,-0.33116151505009916,-0.10662698588547212,0,0,0.0,0.0,-inf,-inf,35.850708023644984,1129934,1500,20,40
FMZuse,qpzh,0.0,48,True,False,False,34.76973831521843,35.69951352027636,0.9297752050579291,True,True,1500,1500,0,0,0.0,0.0,0.054251105014348704,0.2787856341789771,0,0,0.0,0.0,-inf,-inf,0.6675830227322876,482312,1500,20,40
FMZuse,Identity,0.0,49,True,False,False,34.52275790057563,34.52275790057563,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.10853229669763173,0,0,0.0,0.0,-inf,-inf,0.002833025064319372,80096,1500,20,40
FMZuse,WLN,0.0,49,True,False,False,34.52275790057563,33.310078958669884,-1.212678941905743,True,True,1500,1500,0,0,0.0,0.0,2.06244331326379,1.9539110165661673,0,0,0.0,0.0,-inf,-inf,2.170792024116963,839269,1500,20,40
FMZuse,FDC,0.0,49,True,False,False,34.52275790057563,34.52275790057563,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.10853229669763073,0,0,0.0,0.0,-inf,-inf,0.26587501633912325,967165,1500,20,40
FMZuse,adapt_filter,0.0,49,True,False,False,34.52275790057563,40.14942065087749,5.626662750301861,True,True,1500,1501,0,1,0.0,3.0,-0.18768690036975721,-0.43089407966560467,0,439,0.0,8.329769404123878e-17,-inf,-321.58734042301126,23.48516701022163,400241136,1500,20,40
FMZuse,FrFT,0.0,49,True,False,False,34.52275790057563,34.236912494096885,-0.28584540647874235,True,True,1500,1500,0,0,0.0,0.0,-0.35825753200672694,-0.4667898287043498,0,0,0.0,0.0,-inf,-inf,36.98891698149964,1129934,1500,20,40
FMZuse,qpzh,0.0,49,True,False,False,34.52275790057563,35.78799318577849,1.2652352852028628,True,True,1500,1500,0,0,0.0,0.0,0.014591628597040347,-0.09394066810058169,0,0,0.0,0.0,-inf,-inf,0.6972919800318778,482312,1500,20,40
FMZuse,Identity,0.0,50,True,False,False,33.89482095294602,33.89482095294602,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.12631898329433128,1,1,0.016787881026169942,0.016787881026169942,-35.50008234491857,-35.50008234491857,0.0027919886633753777,80096,1500,20,40
FMZuse,WLN,0.0,50,True,False,False,33.89482095294602,32.74189759313597,-1.1529233598100532,True,True,1500,1500,0,0,0.0,0.0,2.0853952951063928,1.9590763118120704,1,1,0.016787881026169942,0.025437912647150382,-35.50008234491857,-31.89037056724657,2.14508397039026,839935,1500,20,40
FMZuse,FDC,0.0,50,True,False,False,33.89482095294602,33.89482095294602,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.12631898329433128,1,1,0.016787881026169942,0.01678788102616996,-35.50008234491857,-35.50008234491856,0.263167021330446,967165,1500,20,40
FMZuse,adapt_filter,0.0,50,True,False,False,33.89482095294602,40.14942065087749,6.254599697931468,True,True,1500,1501,0,1,0.0,3.0,-0.1592319878755821,-0.42022585376813204,1,459,0.016787881026169942,1.1158476670258753e-16,-35.50008234491857,-319.0479018048451,23.59808300388977,400241136,1500,20,40
FMZuse,FrFT,0.0,50,True,False,False,33.89482095294602,33.626548278415115,-0.2682726745309054,True,True,1500,1500,0,0,0.0,0.0,-0.33930914875423057,-0.4656281320485534,1,1,0.016787881026169942,0.017456667511171663,-35.50008234491857,-35.16077319616435,35.745458968449384,1129934,1500,20,40
FMZuse,qpzh,0.0,50,True,False,False,33.89482095294602,35.18690874903632,1.2920877960903,True,True,1500,1500,0,0,0.0,0.0,0.01349854982995992,-0.11282043346436249,1,1,0.016787881026169942,0.016761811612121265,-35.50008234491857,-35.513580894748536,0.6957500008866191,482312,1500,20,40
FMZuse,Identity,0.0,51,True,False,False,34.11760497585865,34.11760497585865,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.14552749835364795,0,0,0.0,0.0,-inf,-inf,0.002707995008677244,80096,1500,20,40
FMZuse,WLN,0.0,51,True,False,False,34.11760497585865,33.10196469014616,-1.015640285712486,True,True,1500,1500,0,0,0.0,0.0,2.1284791335476867,1.982951635194048,0,0,0.0,0.0,-inf,-inf,2.158417017199099,838999,1500,20,40
FMZuse,FDC,0.0,51,True,False,False,34.11760497585865,34.11760497585865,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.14552749835364695,0,0,0.0,0.0,-inf,-inf,0.266374961938709,967165,1500,20,40
FMZuse,adapt_filter,0.0,51,True,False,False,34.11760497585865,40.14942065087749,6.031815675018841,True,True,1500,1501,0,1,0.0,3.0,-0.14704823241909973,-0.42725061337096387,0,453,0.0,1.0098463127776112e-16,-inf,-319.9148943182347,23.410000023432076,400241136,1500,20,40
FMZuse,FrFT,0.0,51,True,False,False,34.11760497585865,33.89302524828924,-0.22457972756940592,True,True,1500,1500,0,0,0.0,0.0,-0.34709878952849693,-0.4926262878821361,0,1,0.0,0.025599641768656235,-inf,-31.835322239844558,35.84929200587794,1129934,1500,20,40
FMZuse,qpzh,0.0,51,True,False,False,34.11760497585865,35.63044365867947,1.5128386828208207,True,True,1500,1500,0,0,0.0,0.0,0.09193566295398066,-0.05359183539965723,0,0,0.0,0.0,-inf,-inf,0.6814590306021273,482312,1500,20,40
FMZuse,Identity,0.0,52,True,False,False,34.21431176818495,34.21431176818495,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.07346427590456327,1,1,0.024058936637009833,0.024058936637009833,-32.37447143259546,-32.37447143259546,0.002792046871036291,80096,1500,20,40
FMZuse,WLN,0.0,52,True,False,False,34.21431176818495,33.14570140450222,-1.0686103636827298,True,True,1500,1500,0,0,0.0,0.0,2.09952718895728,2.0260629130527255,1,0,0.024058936637009833,0.0,-32.37447143259546,-inf,2.1216669701971114,839731,1500,20,40
FMZuse,FDC,0.0,52,True,False,False,34.21431176818495,34.21431176818495,0.0,True,True,1500,1500,0,0,0.0,0.0,-6.7502922658730125e-15,-0.07346427590456132,1,1,0.024058936637009833,0.024058936637009826,-32.37447143259546,-32.37447143259547,0.26762497145682573,967165,1500,20,40
FMZuse,adapt_filter,0.0,52,True,False,False,34.21431176818495,40.14942065087749,5.935108882692539,True,True,1500,1501,0,1,0.0,3.0,-0.10102344205986193,-0.30916260056264233,1,439,0.024058936637009833,9.309019735588192e-17,-32.37447143259546,-320.6219209793827,23.587332980241627,400241136,1500,20,40
FMZuse,FrFT,0.0,52,True,False,False,34.21431176818495,33.948583216246355,-0.2657285519385937,True,True,1500,1500,0,0,0.0,0.0,-0.3295467468577218,-0.4030110227622757,1,2,0.024058936637009833,0.02498928129194863,-32.37447143259546,-32.044924685737755,35.982250003144145,1129934,1500,20,40
FMZuse,qpzh,0.0,52,True,False,False,34.21431176818495,35.71819342431722,1.5038816561322719,True,True,1500,1500,0,0,0.0,0.0,0.003224470960349888,-0.07023980494420437,1,1,0.024058936637009833,0.02405000687299233,-32.37447143259546,-32.377695903555825,0.6966670043766499,482312,1500,20,40
FMZuse,Identity,0.0,53,True,False,False,34.14930149440111,34.14930149440111,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.13533643652348662,3,3,0.09387857955065901,0.09387857955065901,-20.548669804131364,-20.548669804131364,0.0028329668566584587,80096,1500,20,40
FMZuse,WLN,0.0,53,True,False,False,34.14930149440111,33.02975433355462,-1.119547160846487,True,True,1500,1500,0,0,0.0,0.0,2.1553319885374878,2.0199955520140085,3,2,0.09387857955065901,0.06287391998855617,-20.548669804131364,-24.03058923857365,2.16083403211087,839546,1500,20,40
FMZuse,FDC,0.0,53,True,False,False,34.14930149440111,34.14930149440111,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,-0.13533643652348562,3,3,0.09387857955065901,0.09387857955065897,-20.548669804131364,-20.54866980413137,0.25954103330150247,967165,1500,20,40
FMZuse,adapt_filter,0.0,53,True,False,False,34.14930149440111,40.14942065087749,6.00011915647638,True,True,1500,1501,0,1,0.0,3.0,-0.2170957032446516,-0.48710702236635367,3,453,0.09387857955065901,8.568105134682918e-17,-20.548669804131364,-321.3423042629159,23.5037500387989,400241136,1500,20,40
FMZuse,FrFT,0.0,53,True,False,False,34.14930149440111,33.84365357542093,-0.30564791898017774,True,True,1500,1500,0,0,0.0,0.0,-0.35180103266448814,-0.4871374691879662,3,2,0.09387857955065901,0.09909799370322699,-20.548669804131364,-20.07870275942421,36.00245795678347,1129934,1500,20,40
FMZuse,qpzh,0.0,53,True,False,False,34.14930149440111,35.07535237147303,0.9260508770719227,True,True,1500,1500,0,0,0.0,0.0,0.07574928647473272,-0.059587150048744784,3,2,0.09387857955065901,0.018719822401599872,-20.548669804131364,-34.55396551620084,0.6950839888304472,482312,1500,20,40
FMZuse,Identity,0.0,54,True,False,False,34.183822747351556,34.183822747351556,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.09229067283498416,0,0,0.0,0.0,-inf,-inf,0.0027500209398567677,80096,1500,20,40
FMZuse,WLN,0.0,54,True,False,False,34.183822747351556,33.13949760426082,-1.044325143090738,True,True,1500,1500,0,0,0.0,0.0,2.1300631473385496,2.2223538201735424,0,0,0.0,0.0,-inf,-inf,2.1769169834442437,839289,1500,20,40
FMZuse,FDC,0.0,54,True,False,False,34.183822747351556,34.183822747351556,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.09229067283498607,0,0,0.0,0.0,-inf,-inf,0.2567080082371831,967165,1500,20,40
FMZuse,adapt_filter,0.0,54,True,False,False,34.183822747351556,40.14942065087749,5.965597903525932,True,True,1500,1501,0,1,0.0,3.0,-0.1316655060831518,-0.17404971584638257,0,440,0.0,9.063681343697803e-17,-inf,-320.85390743161867,23.603957961313426,400241136,1500,20,40
FMZuse,FrFT,0.0,54,True,False,False,34.183822747351556,33.95686386468659,-0.22695888266496667,True,True,1500,1500,0,0,0.0,0.0,-0.33229305796793474,-0.2400023851329411,0,0,0.0,0.0,-inf,-inf,35.95670801587403,1129934,1500,20,40
FMZuse,qpzh,0.0,54,True,False,False,34.183822747351556,35.74176819720019,1.5579454498486314,True,True,1500,1500,0,0,0.0,0.0,-0.12358223684813152,-0.03129156401313818,0,0,0.0,0.0,-inf,-inf,0.6905409973114729,482312,1500,20,40
FMZuse,Identity,0.0,55,True,False,False,34.33979690936839,34.33979690936839,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.16793181284046843,0,0,0.0,0.0,-inf,-inf,0.0027919886633753777,80096,1500,20,40
FMZuse,WLN,0.0,55,True,False,False,34.33979690936839,33.13884142019281,-1.200955489175577,True,True,1500,1500,0,0,0.0,0.0,2.026550879575027,1.8586190667345672,0,0,0.0,0.0,-inf,-inf,2.143624995369464,839269,1500,20,40
FMZuse,FDC,0.0,55,True,False,False,34.33979690936839,34.33979690936839,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,-0.16793181284046843,0,0,0.0,0.0,-inf,-inf,0.2589999930933118,967165,1500,20,40
FMZuse,adapt_filter,0.0,55,True,False,False,34.33979690936839,40.14942065087749,5.8096237415091,True,True,1500,1501,0,1,0.0,3.0,-0.20511676571536513,-0.5077234611540503,0,448,0.0,9.791799043002834e-17,-inf,-320.1827501625702,23.55054096551612,400241136,1500,20,40
FMZuse,FrFT,0.0,55,True,False,False,34.33979690936839,34.12464160634057,-0.21515530302782082,True,True,1500,1500,0,0,0.0,0.0,-0.32386076671316205,-0.4917925795536218,0,0,0.0,0.0,-inf,-inf,35.76812503160909,1129934,1500,20,40
FMZuse,qpzh,0.0,55,True,False,False,34.33979690936839,35.66213223273687,1.3223353233684847,True,True,1500,1500,0,0,0.0,0.0,0.07479551755060687,-0.0931362952898518,0,0,0.0,0.0,-inf,-inf,0.6915840203873813,482312,1500,20,40
FMZuse,Identity,0.0,56,True,False,False,34.40161255790216,34.40161255790216,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.07538585426098199,1,1,0.018269213717186542,0.018269213717186542,-34.76560287411551,-34.76560287411551,0.002707995008677244,80096,1500,20,40
FMZuse,WLN,0.0,56,True,False,False,34.40161255790216,33.1343791724934,-1.2672333854087654,True,True,1500,1500,0,0,0.0,0.0,2.0779067723535043,2.1532926266144945,1,0,0.018269213717186542,0.0,-34.76560287411551,-inf,2.1269579883664846,839041,1500,20,40
FMZuse,FDC,0.0,56,True,False,False,34.40161255790216,34.40161255790216,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.07538585426098199,1,1,0.018269213717186542,0.018269213717186556,-34.76560287411551,-34.7656028741155,0.26591599453240633,967165,1500,20,40
FMZuse,adapt_filter,0.0,56,True,False,False,34.40161255790216,40.14942065087749,5.747808092975326,True,True,1500,1501,0,1,0.0,3.0,-0.1617582042559895,-0.22104723259322495,1,454,0.018269213717186542,7.838581921367278e-17,-34.76560287411551,-322.1152499693462,23.573500046040863,400241136,1500,20,40
FMZuse,FrFT,0.0,56,True,False,False,34.40161255790216,34.11762189117797,-0.2839906667241934,True,True,1500,1500,0,0,0.0,0.0,-0.3224520551920946,-0.24706620093110446,1,0,0.018269213717186542,0.0,-34.76560287411551,-inf,35.77583300648257,1129934,1500,20,40
FMZuse,qpzh,0.0,56,True,False,False,34.40161255790216,35.71265990551946,1.311047347617297,True,True,1500,1500,0,0,0.0,0.0,0.01942231496492423,0.09480816922591442,1,1,0.018269213717186542,0.018228407994426526,-34.76560287411551,-34.785025189080436,0.6925410125404596,482312,1500,20,40
FMZuse,Identity,0.0,57,True,False,False,34.19481869196592,34.19481869196592,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.09750682647222761,0,0,0.0,0.0,-inf,-inf,0.002582964953035116,80096,1500,20,40
FMZuse,WLN,0.0,57,True,False,False,34.19481869196592,33.19013432765625,-1.004684364309668,True,True,1500,1500,0,0,0.0,0.0,2.1160944207245054,2.213601247196743,0,0,0.0,0.0,-inf,-inf,2.107374952174723,839352,1500,20,40
FMZuse,FDC,0.0,57,True,False,False,34.19481869196592,34.19481869196592,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.09750682647222761,0,0,0.0,0.0,-inf,-inf,0.2621249877847731,967165,1500,20,40
FMZuse,adapt_filter,0.0,57,True,False,False,34.19481869196592,40.14942065087749,5.954601958911567,True,True,1500,1501,0,1,0.0,3.0,-0.14453450891596445,-0.18170256504195295,0,453,0.0,1.0797012796190261e-16,-inf,-319.33392767837137,23.57895899331197,400241136,1500,20,40
FMZuse,FrFT,0.0,57,True,False,False,34.19481869196592,33.96252509938025,-0.23229359258566973,True,True,1500,1500,0,0,0.0,0.0,-0.32576595295847616,-0.22825912648623925,0,0,0.0,0.0,-inf,-inf,35.95033404417336,1129934,1500,20,40
FMZuse,qpzh,0.0,57,True,False,False,34.19481869196592,35.58673625224279,1.391917560276866,True,True,1500,1500,0,0,0.0,0.0,-0.05973982296797811,0.0377670035042585,0,0,0.0,0.0,-inf,-inf,0.6918750004842877,482312,1500,20,40
FMZuse,Identity,0.0,58,True,False,False,34.34443816845092,34.34443816845092,0.0,True,True,1500,1500,0,0,0.0,0.0,-8.678947198979587e-15,0.07767790417735873,0,0,0.0,0.0,-inf,-inf,0.002749962732195854,80096,1500,20,40
FMZuse,WLN,0.0,58,True,False,False,34.34443816845092,33.33720311226855,-1.007235056182374,True,True,1500,1500,0,0,0.0,0.0,2.143628845833243,2.2213067500106085,0,0,0.0,0.0,-inf,-inf,2.2185000125318766,839548,1500,20,40
FMZuse,FDC,0.0,58,True,False,False,34.34443816845092,34.34443816845092,0.0,True,True,1500,1500,0,0,0.0,0.0,-7.7146197324263e-15,0.07767790417735873,0,0,0.0,0.0,-inf,-inf,0.2680000034160912,967165,1500,20,40
FMZuse,adapt_filter,0.0,58,True,False,False,34.34443816845092,40.14942065087749,5.804982482426567,True,True,1500,1501,0,1,0.0,3.0,-0.11956626814953457,-0.1765632465703944,0,455,0.0,9.194389290636027e-17,-inf,-320.7295422431784,23.493291984777898,400241136,1500,20,40
