jammer,algorithm,jsr_db,seed,jammer_contract_status,jammer_comparable,requested_jsr_db,measured_jsr_db,jsr_error_db,jsr_status,legacy_components_available,interface_status,oracle_input_status,forbidden_keys_present,delta_sinr_db,pd_identity,pd_algorithm,peak_error_identity,peak_error_algorithm,false_peak_identity,false_peak_algorithm,target_only_response_change_db,target_preservation_status,runtime_ms,memory_usage_bytes,max_false_peak_db_after
FMZuse,Current_WLN,30.0,1008,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.5963049256316921,0.0,0.0,435,0,0,1,1.7542552869168084,TARGET_PRESERVED,2.293666999321431,839425,-35.352202510873866
FMZuse,Current_WLN,30.0,1009,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,3.3376331098514367,0.0,0.0,466,466,0,0,1.7542552869168084,TARGET_PRESERVED,2.488332975190133,839653,-inf
FMZuse,Current_WLN,30.0,1010,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.649215233011539,0.0,0.0,568,3,0,0,1.7542552869168084,TARGET_PRESERVED,2.1047089830972254,839349,-inf
FMZuse,Current_WLN,30.0,1011,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.152878547910655,0.0,0.0,458,457,1,1,1.7542552869168084,TARGET_PRESERVED,2.1676659816876054,839813,-35.40756656950576
FMZuse,Current_WLN,30.0,1012,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.676517354970631,0.0,0.0,358,358,0,0,1.7542552869168084,TARGET_PRESERVED,2.2200000239536166,839474,-inf
FMZuse,Current_WLN,30.0,1013,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.2476215256737415,0.0,0.0,748,748,1,0,1.7542552869168084,TARGET_PRESERVED,2.089834015350789,839464,-inf
FMZuse,Current_WLN,30.0,1014,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.6142641450429647,0.0,0.0,409,640,1,0,1.7542552869168084,TARGET_PRESERVED,2.265791001264006,839436,-inf
FMZuse,Current_WLN,30.0,1015,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.8554137947727494,0.0,0.0,780,781,0,0,1.7542552869168084,TARGET_PRESERVED,2.0944999996572733,839516,-inf
FMZuse,Current_WLN,30.0,1016,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,2.5651587426824385,0.0,0.0,368,368,1,1,1.7542552869168084,TARGET_PRESERVED,2.0589579944498837,839315,-29.293768154134796
FMZuse,Current_WLN,30.0,1017,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,4.179787811356144,0.0,0.0,540,541,0,0,1.7542552869168084,TARGET_PRESERVED,2.174832974560559,839370,-inf
FMZuse,Current_WLN,30.0,1018,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,1.6560160788404943,0.0,0.0,1,1,1,1,1.7542552869168084,TARGET_PRESERVED,2.4090829538181424,839246,-32.51875347892735
FMZuse,Current_WLN,30.0,1019,UNIFIED_JSR_PASS,True,30.0,30.0,0.0,unified/pass,True,PASS,PASS,,3.2237303599034632,0.0,0.0,174,175,2,2,1.7542552869168084,TARGET_PRESERVED,2.169041021261364,839368,-27.362253357481787
