jammer,algorithm,jsr_db,trials,valid_trials,interface_status,delta_sinr_mean_db,delta_sinr_std_db,delta_sinr_ci95_db,pd_identity,pd_algorithm,peak_error_identity_mean,peak_error_algorithm_mean,false_peak_identity_mean,false_peak_algorithm_mean,target_only_response_change_mean_db,target_only_response_change_ci95_db,target_preservation_status,runtime_mean_ms,memory_usage_bytes_mean,jammer_contract_status,oracle_input_status
FMZuse,Current_WLN,0.0,20,20,PASS,-1.0909930136734443,0.12303705900471856,0.05392336862649585,1.0,1.0,0.0,0.0,0.7,0.6,1.7542552869168084,0.0,TARGET_PRESERVED,2.320787395001389,841058.85,UNIFIED_JSR_PASS,PASS
FMZuse,Current_WLN,10.0,20,20,PASS,1.1432638187328277,0.08524826825459036,0.037361700865154675,1.0,1.0,0.1,0.1,0.6,0.6,1.7542552869168084,0.0,TARGET_PRESERVED,2.1849748387467116,839409.75,UNIFIED_JSR_PASS,PASS
FMZuse,Current_WLN,20.0,20,20,PASS,2.893573733508999,0.4322730258861452,0.18945200666130557,0.55,0.6,39.7,0.5,0.55,0.45,1.7542552869168084,0.0,TARGET_PRESERVED,2.215743757551536,839357.1,UNIFIED_JSR_PASS,PASS
FMZuse,Current_WLN,30.0,20,20,PASS,2.94086645931094,0.762954736389515,0.3343796562471881,0.0,0.05,405.35,351.3,0.55,0.5,1.7542552869168084,0.0,TARGET_PRESERVED,2.1856185485376045,839438.1,UNIFIED_JSR_PASS,PASS
